UMAP_1	UMAP_2	Text_Cluster
5.17785512294505	-4.43891642516022	T3_C1
2.13947688426707	-5.6305236620224	T3_C1
3.78626262035106	-2.1725182337082	T3_C1
3.75731622066234	-2.04814932768708	T3_C1
2.68259488429759	-6.00194881384736	T3_C1
2.59892665233348	-0.418745974949651	T3_C1
2.41868506755565	-1.26524604385262	T3_C1
4.20502387370799	-5.45708558981781	T3_C1
2.51527987804149	-2.72483573382264	T3_C1
5.83099614467357	-3.63401291792756	T3_C1
6.21292506541942	-4.80510280554657	T3_C1
5.98455439891551	-4.69174907629853	T3_C1
2.48439847316478	-5.62410161917572	T3_C1
4.53968774165843	-4.13827751105195	T3_C1
6.01142846431468	-4.57103703444367	T3_C1
5.15371857967113	-4.38399551337128	T3_C1
4.60314999904369	-4.76342699950104	T3_C1
4.6306749471638	-5.37488506262665	T3_C1
6.07868491496776	-3.84135840361481	T3_C1
4.06904755916331	-4.15826127951508	T3_C1
3.31853400554393	-4.1487440866745	T3_C1
1.06980835284923	-3.26022766058808	T3_C1
5.40593062724803	-4.14951274817353	T3_C1
5.39179860439036	-4.80119274084931	T3_C1
3.92120467509959	-3.88258645956879	T3_C1
2.29615484561656	-2.91245553915864	T3_C1
5.77386294688914	-3.63921163504487	T3_C1
3.32591925945018	-3.24680612509614	T3_C1
4.03211413707469	-4.89494464819794	T3_C1
5.70019732799266	-5.63444326346283	T3_C1
4.04003058757518	-3.47095177595978	T3_C1
4.68499337520335	-3.18707750265961	T3_C1
4.61212407436107	-5.2611036104477	T3_C1
4.78827487315868	-4.21429870550995	T3_C1
3.92350493755077	-3.77026675169831	T3_C1
5.94223510112498	-4.69123170798188	T3_C1
2.80898248042796	-2.42826972430115	T3_C1
2.24488984431956	-5.63482711737519	T3_C1
2.17177187289928	-5.53697250311737	T3_C1
4.42560063686107	-4.16881201689606	T3_C1
3.87319480266307	-3.99176142638093	T3_C1
3.71277200069163	-5.03573987906342	T3_C1
4.77307044353221	-5.57462261145478	T3_C1
5.61137639369701	-3.90284011786347	T3_C1
2.48046838130687	-6.15823123877411	T3_C1
2.50845586147044	-4.74275062506562	T3_C1
2.39311038341258	-5.70143888419037	T3_C1
5.76091014232371	-4.16027400915986	T3_C1
4.60487424220775	-4.1631073755539	T3_C1
5.96901761378978	-4.22191546385651	T3_C1
0.999257195851547	-3.1296007437027	T3_C1
5.88236724223827	-3.7201769155777	T3_C1
6.00289069499705	-3.81269739096528	T3_C1
2.70624171581004	-2.14521489565735	T3_C1
6.13801442470286	-4.56056569044953	T3_C1
3.50553332652782	-4.36720488493805	T3_C1
6.06926976527904	-3.74413488333588	T3_C1
0.267940033337814	-3.03657434409028	T3_C1
4.20591889705394	-3.54365203802948	T3_C1
4.70459758128856	-6.25733612006073	T3_C1
5.54799376811717	-4.01772783224945	T3_C1
2.22879062976573	-5.01591155951386	T3_C1
5.06354247417186	-4.19570444052582	T3_C1
5.34764348354076	-5.88462541525727	T3_C1
0.918783296010238	-0.324246655157857	T3_C1
2.47211800899242	-5.33645008032685	T3_C1
3.33420621242259	-3.8407835764206	T3_C1
4.852982152364	-4.84133861487275	T3_C1
3.7626067289326	-3.3693103594101	T3_C1
5.19703685130809	-4.22985432570343	T3_C1
2.99757586803172	-2.33109078829651	T3_C1
4.28346167888377	-5.2120084566391	T3_C1
6.07043277110789	-4.25074956839447	T3_C1
3.59183751430247	-3.97406647627717	T3_C1
2.42279683437083	-4.83274457877045	T3_C1
3.00937758769725	-4.18856380408173	T3_C1
5.19487773265575	-6.3082318109787	T3_C1
4.6601897367451	-4.71617076819306	T3_C1
3.86672936763499	-2.5901458067215	T3_C1
6.16339408244823	-4.35653589194184	T3_C1
5.4223967679951	-3.82946942274933	T3_C1
4.32108603801463	-5.54063365881806	T3_C1
5.22666941966746	-4.663106183461	T3_C1
4.86876260127757	-3.51314781134491	T3_C1
4.20400058116649	-3.31312892859345	T3_C1
4.61163913097118	-6.18866060202485	T3_C1
6.11253081645702	-4.86338899557953	T3_C1
4.77174578990672	-4.05272410338288	T3_C1
3.37842713680003	-3.54399917548066	T3_C1
6.05263625468944	-4.01100514357453	T3_C1
4.66743623103831	-3.59386394446259	T3_C1
0.972252715489608	-3.10477421706086	T3_C1
3.70309554424022	-4.6507873338974	T3_C1
4.37365161266063	-5.87644002859955	T3_C1
2.12707983340953	-5.05104873602753	T3_C1
6.13896428432201	-3.48085139220124	T3_C1
4.50501643504832	-4.17642281477814	T3_C1
5.58593760814403	-6.06447599356537	T3_C1
2.04605089511607	0.852060218402095	T3_C1
4.3251067289326	-4.88059995596772	T3_C1
-0.414278518297928	-0.48241237824326	T3_C1
2.65741883601878	-5.072365741185	T3_C1
5.77635537471507	-4.04448721831208	T3_C1
3.99395572032664	-2.650277475766	T3_C1
3.03970395412181	-2.72224209730988	T3_C1
5.42596207942699	-4.14998004858857	T3_C1
2.04512940730785	-5.62333534186249	T3_C1
5.92902671184276	-3.81513688986664	T3_C1
2.95077763881419	-3.85343954985505	T3_C1
1.53984080638621	-0.273061732701115	T3_C1
6.19789038982127	-4.29004953329926	T3_C1
3.01821719493602	-3.77907011931305	T3_C1
4.24681722011302	-5.58923528616791	T3_C1
4.54286395396922	-3.81519768660431	T3_C1
3.02840434398387	-2.99386928503876	T3_C1
2.50394450511668	-5.24010513251191	T3_C1
2.62863551463817	-5.82048175757294	T3_C1
2.47677670802806	-4.91145990317231	T3_C1
5.67924510326121	-4.00055048888092	T3_C1
2.1122583040211	-5.58089778845673	T3_C1
6.06249772395824	-4.19686363165741	T3_C1
4.60028420772288	-5.42308137839203	T3_C1
4.37783061351512	-3.80640051787262	T3_C1
5.27863131847118	-3.41464565222626	T3_C1
3.32424365367625	-5.77447889273529	T3_C1
3.08502589549754	-3.87004611914521	T3_C1
3.22565995540355	-4.61759732191925	T3_C1
6.17824088420604	-3.83996246283417	T3_C1
3.27580510463451	-3.4643187326706	T3_C1
0.310663450619918	-2.76142619078522	T3_C1
6.09559832896922	-3.64544961874848	T3_C1
3.32664309825633	-3.49926135962372	T3_C1
3.76856576289867	-2.19051716750031	T3_C1
3.42561541881297	-5.68213460867768	T3_C1
5.2619234212849	-4.38143084471589	T3_C1
3.26067124690745	-3.65497324889069	T3_C1
2.24445401515697	-5.44855640356904	T3_C1
2.27973018970225	-5.60308263724213	T3_C1
3.28329144801829	-3.18960354750519	T3_C1
4.85782872523997	-5.59597680991059	T3_C1
2.33603249873851	-0.965436722091489	T3_C1
6.29407845821117	-4.1625072759903	T3_C1
4.21169959392284	-5.18287465994721	T3_C1
2.10416280116771	-5.81984947150116	T3_C1
2.58685361232494	-5.80157707159882	T3_C1
4.55250083293651	-5.13161228125458	T3_C1
3.75262223567699	-4.12990901892548	T3_C1
5.75105964030955	-4.51325486128693	T3_C1
2.95891343440745	-2.57645605032807	T3_C1
3.94318257655833	-2.30730901186829	T3_C1
2.65662013377879	-4.26385257666474	T3_C1
5.74564753856395	-4.70676205580597	T3_C1
2.69874869670604	-6.17141006415253	T3_C1
4.22770081844066	-5.4896340173996	T3_C1
2.94525252666209	-5.93329475348359	T3_C1
2.12097393359874	-4.99355218832856	T3_C1
6.36211596812938	-4.64329479163056	T3_C1
4.74647675838206	-4.01507494871979	T3_C1
6.03825627650951	-4.37184427206879	T3_C1
4.11243831004832	-4.36548564856415	T3_C1
5.56861316051219	-3.95658729498749	T3_C1
3.74489222850536	-2.12160633032685	T3_C1
3.00241814937328	-3.54497883742218	T3_C1
2.78149758662913	-2.10988400404816	T3_C1
2.12052570667003	-5.67737338965302	T3_C1
5.6896930822346	-4.80430577223664	T3_C1
3.74973784770702	-4.2385308546341	T3_C1
4.40727292384837	-2.83809326117402	T3_C1
6.32834969844554	-4.23219964926606	T3_C1
1.67670141544078	-2.91079495375519	T3_C1
5.06810580577586	-4.63704345648652	T3_C1
3.4444185384724	-5.53627727454071	T3_C1
5.46428119029735	-4.82114074652558	T3_C1
4.99088727321361	-4.00587819044953	T3_C1
2.59231768932078	-6.0221276087082	T3_C1
3.5101824888203	-5.84673593466645	T3_C1
4.10372744884227	-3.34230993216401	T3_C1
3.91704665508006	-2.97199366515046	T3_C1
5.45906459178661	-4.61298368399506	T3_C1
4.61752663936351	-3.83987591688996	T3_C1
5.81734048213695	-4.13053462927704	T3_C1
2.92517482127879	-5.81296108191376	T3_C1
5.77842007961009	-5.96081493323212	T3_C1
3.62899648036693	-3.56965063040619	T3_C1
6.15752326335643	-3.96140335028534	T3_C1
4.83436881389354	-5.63602779333954	T3_C1
4.31271182384227	-5.04147575323945	T3_C1
1.01710378017162	-0.100529353073888	T3_C1
5.46498690929149	-4.51841686194306	T3_C1
4.08301888789867	-5.46234748785859	T3_C1
5.91739617671703	-3.98442409460907	T3_C1
3.66544495906566	-3.80059168761139	T3_C1
2.53184806194041	-5.16115472739106	T3_C1
5.66758500423167	-3.84803770010834	T3_C1
5.11517106380199	-4.49092004721528	T3_C1
5.21887790050243	-6.02597663824921	T3_C1
5.94172583904002	-4.0121531290329	T3_C1
5.93351327266429	-3.77242110197907	T3_C1
6.15750371303294	-4.74679658835297	T3_C1
4.14847289409373	-5.71520755713349	T3_C1
2.28524838771556	-5.04117105429535	T3_C1
1.21725999202464	-3.05506346648102	T3_C1
4.81290971126292	-5.25595806067353	T3_C1
6.28616534557078	-4.03366730635529	T3_C1
0.321909774205429	-2.54857705061799	T3_C1
2.91873990382884	-4.24868128722077	T3_C1
6.00991402950023	-4.96310232108002	T3_C1
3.47132550563548	-3.88097594206696	T3_C1
4.41031323756908	-4.93935344641571	T3_C1
3.04842959727977	-3.90735147421723	T3_C1
5.63135825481151	-4.65805838530426	T3_C1
2.93591367091869	-5.4764389795578	T3_C1
4.06000815715526	-3.64334891264801	T3_C1
3.01790534343455	-5.77037857001191	T3_C1
2.63702784862254	-5.38986585562592	T3_C1
4.23866902675365	-5.72506330435639	T3_C1
2.79947244014476	-5.95019576971894	T3_C1
3.07563363399242	-4.03289530699616	T3_C1
6.47135506953929	-4.1839277548111	T3_C1
2.82208644237254	-4.43805025046235	T3_C1
4.09358702983592	-3.51268504088288	T3_C1
5.14112197246287	-4.0305321020401	T3_C1
3.82872449245189	-4.03925059264069	T3_C1
4.31048165645335	-3.77245233481293	T3_C1
3.88829146709178	-3.23349831526642	T3_C1
0.790990937611801	-2.87758920615082	T3_C1
4.37377749767039	-6.01103780691987	T3_C1
6.36298476543162	-4.16797039931183	T3_C1
5.00837527599071	-5.76823232596283	T3_C1
6.17510663356517	-3.81648657744294	T3_C1
5.77240287151073	-4.22552106802826	T3_C1
3.14494048442577	-3.24195859854584	T3_C1
6.29486428584788	-4.79245350783234	T3_C1
5.7779294141743	-4.52248857443695	T3_C1
5.75360881175731	-6.00155303900605	T3_C1
6.23353492107127	-3.80767319624787	T3_C1
4.82599459972118	-4.12326643889313	T3_C1
5.6553503164265	-5.67600868170624	T3_C1
4.27947007503245	-3.95194004004364	T3_C1
4.13860522594188	-4.95899579947358	T3_C1
1.15151177730296	-3.08647606795197	T3_C1
5.78757344569896	-4.2845308584488	T3_C1
6.14478646602367	-4.52211831038361	T3_C1
3.51301537837718	-4.29327891295319	T3_C1
3.80103885020946	-5.24798200552826	T3_C1
4.04555140819286	-3.78819940512543	T3_C1
2.34751545276378	0.556369920321651	T3_C1
2.39772855128978	-1.78556875412827	T3_C1
4.15998517360423	-4.45864031737214	T3_C1
5.30907641734813	-4.64976451819306	T3_C1
5.70227347697948	-4.45590565626984	T3_C1
6.17299710597728	-4.37876604025727	T3_C1
2.73442803706859	-5.94645688956147	T3_C1
5.18813525523875	-4.16460082953339	T3_C1
2.63330851878856	-5.62542627280121	T3_C1
3.14700375880931	-4.05018732970124	T3_C1
5.51781569804881	-4.03795359557038	T3_C1
5.60744296397899	-3.90079114859467	T3_C1
4.57914220180247	-5.43153045599823	T3_C1
2.49548922862743	-6.03918359701996	T3_C1
4.68693314876292	-3.11987207358246	T3_C1
4.51344024028514	-3.31547329848176	T3_C1
5.16508017863963	-5.39373634283905	T3_C1
5.03617917384837	-4.61001441901093	T3_C1
6.35105429973338	-4.06172607367402	T3_C1
-1.34449876461293	0.262559791156001	T3_C1
4.14915143336986	-5.13466070120697	T3_C1
6.18871699657176	-3.87351725523835	T3_C1
3.77115117397044	-4.65169141714936	T3_C1
5.72144519176219	-4.25242350523835	T3_C1
3.31493483867381	-3.5761499208725	T3_C1
1.27285348262523	1.69037248665924	T1_C1
2.58115683879588	-0.478325168541722	T1_C1
-2.21665353689458	3.35557128960723	T1_C1
-1.19461918983723	3.2884421544754	T1_C1
0.615173686406356	2.00683786446685	T1_C1
-4.09574855480458	-2.49715922301178	T1_C2
-1.66266787786152	4.49447538430328	T1_C1
-1.00608564529683	2.07988264138336	T1_C1
-1.60538589570786	0.871331115313716	T1_C1
0.813111651799423	-3.12558434431916	T1_C4
5.36914502467845	-5.32407138769989	T1_C3
2.73919640865062	-5.9177346033371	T1_C3
4.20359336223338	-5.31581066077118	T1_C3
-3.09953082714345	6.18645431573028	T1_C1
-2.32628453884389	4.62418987328643	T1_C1
-0.792961250880021	1.77325703675384	T1_C1
-0.779237460234421	3.60566093499298	T1_C1
-3.17161000881459	2.39130475098724	T1_C1
1.23526488628123	-1.06261367624169	T1_C1
-2.71688855800893	1.98433854157562	T1_C1
1.80864631023143	0.848941107340999	T1_C1
-0.468749415018815	2.49608733231658	T1_C1
-2.11023680482175	5.83643247658844	T1_C1
5.37796698894237	-5.50535343115693	T1_C3
-0.457658421137589	1.20467092568511	T1_C1
3.81449090327953	-5.10348508780365	T1_C3
-3.64442385349538	-2.42235598986512	T1_C2
-0.017185460665482	-1.25853205745583	T1_C1
-0.361150037386673	2.21250512177581	T1_C1
-1.99744514737393	1.77696897561187	T1_C1
5.39513598766063	-5.30546567862397	T1_C3
-0.101611029246109	3.66503955895538	T1_C1
-1.36653323087956	6.06208993966217	T1_C1
0.27669822063182	0.37756623799438	T1_C1
1.29342829074596	-3.34987852995759	T1_C4
-1.89838270459439	6.31911851937408	T1_C1
-0.274813901522416	1.30824925477142	T1_C1
1.29917632426952	0.644543548175044	T1_C1
-5.2346073499706	-2.68416569655304	T1_C2
-4.09569204960133	-3.36136148398285	T1_C2
-0.323644410708207	-0.443581054858022	T1_C1
0.4732156881306	-0.142569283894353	T1_C1
1.84867917384837	0.276226420947261	T1_C1
1.1476803907368	-2.32682571833497	T1_C1
0.557386029622299	2.31884147698516	T1_C1
-3.35480571899678	5.24192430550689	T1_C1
-3.72244895611073	-2.41471121733551	T1_C2
-0.183408867457169	0.530968447276302	T1_C1
-4.20941389713551	-2.61234269564515	T1_C2
-4.4418701044109	-1.46673522417908	T1_C2
-1.76170309994485	4.95970871026153	T1_C1
-2.31408704433705	5.79728414589996	T1_C1
-1.88358072552945	3.63082744652862	T1_C1
1.74891268100475	0.986281891413875	T1_C1
-0.905539940932053	2.96261217171783	T1_C1
-4.38672603283193	-2.40681848948365	T1_C2
-1.67528497044112	1.44624402100677	T1_C1
-3.93678034458424	3.49568845803375	T1_C1
-1.7233182078984	6.1849904256546	T1_C1
-4.40654982242848	-2.02930996840363	T1_C2
1.60551892604564	-3.44561813300019	T1_C3
-4.23869432125356	-2.81637452071076	T1_C2
-3.69555343303944	-3.10923192923432	T1_C2
0.544311154744369	2.22641493851776	T1_C1
-3.28423608455922	4.25617458397979	T1_C1
0.351907003781539	-1.20429296319848	T1_C1
-4.8085430971172	-3.12183449690705	T1_C2
-2.84883607540395	-2.52599165861969	T1_C2
2.72610293712352	-1.81035564368134	T1_C1
-1.65672854695584	2.8534667688095	T1_C1
-2.33096648369099	5.98949625069732	T1_C1
-1.00634516392018	3.45826437050933	T1_C1
-3.44105363998677	-2.75545690482026	T1_C2
-0.908038329222458	4.7140751081192	T1_C1
-0.621554743387955	1.57454015786285	T1_C1
-2.47525663290288	3.59108211571807	T1_C1
1.51838885631297	-0.607233281186871	T1_C1
-3.24874247226979	-2.57869277422791	T1_C2
-4.12049187336232	5.19586803490753	T1_C1
-2.02526484046246	5.12330247933502	T1_C1
5.4055396207783	-5.08232829993134	T1_C3
-3.41087771568562	2.40527083451385	T1_C1
-0.500042449572342	3.09807326371307	T1_C1
-2.91413403663899	-2.89617441122895	T1_C2
-0.781105231383103	2.90143611008758	T1_C1
-3.63677371654775	5.11170818383331	T1_C1
-0.71944845829274	3.7712826925003	T1_C1
1.41046964015697	1.36262418801422	T1_C1
0.893796313664657	1.74887063080902	T1_C1
-4.60936463985707	-1.52834300225144	T1_C2
-1.6716783567157	2.03303839738006	T1_C1
-2.13325191650655	2.76097228104705	T1_C1
4.91190253581737	-5.69567678397065	T1_C3
-0.284268509485978	3.70606710488433	T1_C1
0.180952895543319	-3.00897238676911	T1_C4
5.39600669231151	-5.59668014471894	T1_C3
2.81000672664378	-6.20427225058442	T1_C3
-3.54764569912221	5.05704166466827	T1_C1
-2.00304244075086	6.11747362191314	T1_C1
5.21469508495067	-5.1036853594101	T1_C3
2.77079831447337	-5.84920833533173	T1_C3
1.44903217639659	1.09177043015594	T1_C1
-1.85240098450448	0.491922517367549	T1_C1
-4.13391460094716	4.6640992360794	T1_C1
-0.826735984423417	5.20334245736236	T1_C1
-0.721370052435654	-0.636814887574963	T1_C4
-2.00837529812123	-2.49348066275483	T1_C2
-4.08123267803456	-2.23158262198334	T1_C2
-1.18251688394811	0.145539303370662	T1_C1
-1.6888230330136	4.40048076684112	T1_C1
-1.53129827592637	6.28237773949737	T1_C1
4.07185183849071	-2.68188140814667	T1_C3
-0.884705673792618	2.73242141778106	T1_C1
