x_plot	y_plot	p_val_adj	avg_log2FC	foldchange_type	label_plot
0.608958392480654	350	0	0.608958392480654	Up (4395)	NA
0.898824118365058	350	0	0.898824118365058	Up (4395)	NA
0.550136467119962	350	0	0.550136467119962	Up (4395)	NA
0.86173071264852	350	0	0.86173071264852	Up (4395)	NA
0.62091524890844	350	0	0.62091524890844	Up (4395)	NA
1.81514588774713	350	0	1.81514588774713	Up (4395)	NA
1.50817784493381	350	0	1.50817784493381	Up (4395)	NA
0.50579108043427	350	0	0.50579108043427	Up (4395)	NA
0.526159590545089	350	0	0.526159590545089	Up (4395)	NA
0.686368230820789	350	0	0.686368230820789	Up (4395)	NA
0.882621602309501	350	0	0.882621602309501	Up (4395)	NA
1.4070262977149	350	0	1.4070262977149	Up (4395)	NA
0.907208554033267	350	0	0.907208554033267	Up (4395)	NA
1.2406384378534	350	0	1.2406384378534	Up (4395)	NA
0.645473495530682	350	0	0.645473495530682	Up (4395)	NA
1.01058844511756	350	0	1.01058844511756	Up (4395)	NA
0.487789594132223	350	0	0.487789594132223	Up (4395)	NA
0.910839943296726	350	0	0.910839943296726	Up (4395)	NA
0.545662349652985	350	0	0.545662349652985	Up (4395)	NA
0.758336224954917	350	0	0.758336224954917	Up (4395)	NA
0.678867781116265	350	0	0.678867781116265	Up (4395)	NA
0.852316974944981	350	0	0.852316974944981	Up (4395)	NA
1.59817369154146	350	0	1.59817369154146	Up (4395)	NA
1.25798462448757	350	0	1.25798462448757	Up (4395)	NA
0.445157146551671	350	0	0.445157146551671	Up (4395)	NA
1.63158176665742	350	0	1.63158176665742	Up (4395)	NA
0.523139516177558	350	0	0.523139516177558	Up (4395)	NA
0.801275599950811	350	0	0.801275599950811	Up (4395)	NA
0.642317618546814	350	0	0.642317618546814	Up (4395)	NA
1.19520680336159	350	0	1.19520680336159	Up (4395)	NA
0.625060896477387	350	0	0.625060896477387	Up (4395)	NA
1.40203943666796	350	0	1.40203943666796	Up (4395)	NA
1.00985055251375	350	0	1.00985055251375	Up (4395)	NA
3.0292453665279	350	0	3.0292453665279	Up (4395)	NA
3.59873020863366	350	0	3.59873020863366	Up (4395)	NA
0.763371460589312	350	0	0.763371460589312	Up (4395)	NA
1.04097159046749	350	0	1.04097159046749	Up (4395)	NA
0.870968030733693	350	0	0.870968030733693	Up (4395)	NA
0.990839715511549	350	0	0.990839715511549	Up (4395)	NA
1.97371515872976	350	0	1.97371515872976	Up (4395)	NA
0.862552030548624	350	0	0.862552030548624	Up (4395)	NA
1.63465251133933	350	0	1.63465251133933	Up (4395)	NA
0.629823601442117	350	0	0.629823601442117	Up (4395)	NA
1.44619801788632	350	0	1.44619801788632	Up (4395)	NA
0.757077390001926	350	0	0.757077390001926	Up (4395)	NA
1.58422461785925	350	0	1.58422461785925	Up (4395)	NA
0.59258162551261	350	0	0.59258162551261	Up (4395)	NA
0.589689623419689	350	0	0.589689623419689	Up (4395)	NA
1.4490546621675	350	0	1.4490546621675	Up (4395)	NA
1.2123198876479	350	0	1.2123198876479	Up (4395)	NA
0.678727936508069	350	0	0.678727936508069	Up (4395)	NA
1.14911598495599	350	0	1.14911598495599	Up (4395)	NA
0.930748695713295	350	0	0.930748695713295	Up (4395)	NA
0.645929488534816	350	0	0.645929488534816	Up (4395)	NA
1.12201980526544	350	0	1.12201980526544	Up (4395)	NA
1.00100382615391	350	0	1.00100382615391	Up (4395)	NA
2.97938534086948	350	0	2.97938534086948	Up (4395)	NA
1.79260160573933	350	0	1.79260160573933	Up (4395)	NA
0.595910769042813	350	0	0.595910769042813	Up (4395)	NA
0.56728057771401	350	0	0.56728057771401	Up (4395)	NA
2.62145196100415	350	0	2.62145196100415	Up (4395)	NA
0.604711676699897	350	0	0.604711676699897	Up (4395)	NA
0.721981806499868	350	0	0.721981806499868	Up (4395)	NA
0.999645691466327	350	0	0.999645691466327	Up (4395)	NA
1.23596118923446	350	0	1.23596118923446	Up (4395)	NA
0.85342837732642	350	0	0.85342837732642	Up (4395)	NA
1.2125953345201	350	0	1.2125953345201	Up (4395)	NA
1.87154680687715	350	0	1.87154680687715	Up (4395)	NA
0.808971660430137	350	0	0.808971660430137	Up (4395)	NA
1.14194540094468	350	0	1.14194540094468	Up (4395)	NA
0.490646491758059	350	0	0.490646491758059	Up (4395)	NA
1.64460945375946	350	0	1.64460945375946	Up (4395)	NA
1.4311345493096	350	0	1.4311345493096	Up (4395)	NA
1.22924930913331	350	0	1.22924930913331	Up (4395)	NA
0.789246766995551	350	0	0.789246766995551	Up (4395)	NA
2.99299878471949	350	0	2.99299878471949	Up (4395)	NA
0.65656134408241	350	0	0.65656134408241	Up (4395)	NA
2.71744561343814	350	0	2.71744561343814	Up (4395)	NA
1.37167529239088	350	0	1.37167529239088	Up (4395)	NA
1.02524094099396	350	0	1.02524094099396	Up (4395)	NA
0.692638273054289	350	0	0.692638273054289	Up (4395)	NA
1.10642380671846	350	0	1.10642380671846	Up (4395)	NA
0.954609957671344	350	0	0.954609957671344	Up (4395)	NA
0.914592216134346	350	0	0.914592216134346	Up (4395)	NA
