UMAP_1	UMAP_2	cnv_cat_simple	Text_TumorCluster
3.81129718537151	11.0016420358088	neutral	C5
-2.31410860305012	-5.70863599840136	neutral	C1
8.41201067681133	10.0745866769221	neutral	C3
9.20406199211895	8.66032772001295	neutral	C3
8.75937510247051	9.41476087507276	neutral	C3
8.92123842949688	10.5698335641292	neutral	C3
8.46830988640606	8.95259408887891	neutral	C3
8.67225790734112	10.3964937203792	neutral	C3
4.94497633690655	6.35977821287183	neutral	C4
-1.06306158785999	-0.278943133983331	neutral	C1
-2.37412094359577	-2.31311483446093	neutral	C1
8.28305292839825	9.86115627225904	neutral	C3
-2.82907127623737	3.6782463067439	neutral	C2
8.35117388481915	9.99917774137525	neutral	C3
-2.80547332053364	-3.33462162080737	neutral	C1
9.10265017266094	9.92253951963453	neutral	C3
8.54599142784893	10.363076018658	neutral	C3
9.34807730431377	8.24019460615186	neutral	C3
8.52194548363506	10.1124265664485	neutral	C3
9.02980852837383	8.83254222806959	neutral	C3
-1.58332621340931	-0.629166317615228	neutral	C1
8.99924898857891	9.81825141843824	neutral	C3
8.8918728899461	7.12348918851881	neutral	C7
9.86424589867413	10.1326091760066	neutral	C3
8.44787932152569	9.17586498197584	neutral	C3
8.49837446923077	9.97123985227613	neutral	C3
9.13989592308819	10.2551038735774	neutral	C3
9.20498133415997	8.52823095258741	neutral	C3
8.89842558617413	9.87665634092359	neutral	C3
9.06878329033672	10.0911434167293	neutral	C3
8.74190283531963	10.2164924615291	neutral	C3
9.69259691948711	9.75302581724195	neutral	C3
10.0450902056199	10.2378280633357	neutral	C3
-1.48977278952778	1.06464193996458	neutral	C1
9.82922220940411	9.53022937711744	neutral	C3
9.56639433617413	10.2150047295955	neutral	C3
9.09692335839092	7.50446681913404	neutral	C7
9.43215418572247	9.96486549314527	neutral	C3
8.97147513146221	9.50458888944654	neutral	C3
-2.77027606253803	-4.8862010962102	neutral	C1
8.53236819023907	9.23816661771802	neutral	C3
9.31317950005352	9.53028278287916	neutral	C3
9.71970988030254	10.2709033959773	neutral	C3
8.32615423912823	9.20631627973585	neutral	C3
9.38354254479229	10.2719200127986	neutral	C3
8.53445196862041	10.306881713238	neutral	C3
9.12936545128643	9.82153110441236	neutral	C3
8.92400599236309	8.61169891294507	neutral	C3
9.06263590569317	7.95916395124464	neutral	C7
8.49898195977032	9.20359973844556	neutral	C3
9.41586352104961	10.1800687783626	neutral	C3
-2.69452714209736	-3.65700311723681	neutral	C1
9.16388464684307	10.5818069451716	neutral	C3
4.130084521721	10.9894664758113	neutral	C5
9.75309611077129	10.4837816232112	neutral	C3
8.98090124840557	7.36787729200391	neutral	C7
9.56829787010967	10.298188971844	neutral	C3
8.57294131035625	8.82749490675001	neutral	C3
8.84931994194805	6.9267404549983	neutral	C7
8.3587746691209	9.59806995328931	neutral	C3
9.25390959496319	8.63407211240797	neutral	C3
8.98622847313702	9.24049930509595	neutral	C3
8.50912142510235	9.02466373380689	neutral	C3
9.24978495354473	9.70920925077466	neutral	C3
8.93989992852032	7.23301153120069	neutral	C7
8.14020586724102	9.70575313505201	neutral	C3
8.71439028496563	9.43170528348951	neutral	C3
9.11452437157452	7.52344970640211	neutral	C7
9.56565333123028	10.5002201074031	neutral	C3
9.07014990563213	7.44876985487012	neutral	C7
8.73575735802471	6.78287010129957	neutral	C7
8.96019602532207	8.84090404447584	neutral	C3
9.58715868706524	9.3536899560359	neutral	C3
8.83074236626446	9.83191280302076	neutral	C3
8.79596472496807	8.355806159344	neutral	C3
8.60922003502666	6.74973611768751	neutral	C7
9.55317736382305	10.0739782327083	neutral	C3
9.9692597460252	10.1244953149226	neutral	C3
8.71592856163799	6.79489641126661	neutral	C7
9.88993597740948	10.283073233929	neutral	C3
8.81519938225567	9.4470623010066	neutral	C3
8.77959585900127	8.94689445432691	neutral	C3
10.0996384691697	9.66055278715162	neutral	C3
9.19499827141582	9.92594795164136	neutral	C3
4.53553009743511	11.0769393914607	neutral	C1
9.67641497368633	10.0849950784114	neutral	C3
-1.04666351561726	-0.134627414378839	neutral	C1
9.03064585442364	7.92022495206861	neutral	C7
8.45194674248516	10.1377017968562	neutral	C3
9.0452046465379	7.52677230772047	neutral	C7
8.9069285463792	10.1763589852717	neutral	C3
9.24091768975079	10.2532680505183	neutral	C3
8.45956564659893	9.09650783475904	neutral	C3
8.95130873436749	8.32733039793043	neutral	C3
10.1016287874681	10.0486076348689	neutral	C3
-1.35884081607044	-0.0609766966435483	neutral	C1
8.4666495394212	9.25177459653882	neutral	C3
8.83964586968243	9.01690082487134	neutral	C3
8.50234270806133	9.33607082304029	neutral	C3
8.79286623711407	9.73606376585035	neutral	C3
9.12889052147686	9.79260425504713	neutral	C3
8.77905035729229	9.60567741331129	neutral	C3
9.04973173851788	9.70657520231275	neutral	C3
8.92896605248272	10.620264815655	neutral	C3
8.51076842064678	8.97547941144971	neutral	C3
8.71542502159893	8.60760335859327	neutral	C3
10.173315532158	9.92680816587476	neutral	C3
10.0931124758226	9.82733611997632	neutral	C3
8.4223904680711	9.35485296186475	neutral	C3
8.38432837242901	9.98606471952466	neutral	C3
-1.11579465155781	-0.186992478999811	neutral	C1
8.57616663689434	10.2901018136409	neutral	C3
9.69551230187237	10.5206830972102	neutral	C3
9.10033846611797	8.99756078657178	neutral	C3
-1.3033779788512	-0.538076711330133	neutral	C1
-3.74656914954365	-2.22692484918566	neutral	C6
