UMAP_1	UMAP_2	Name_TumorCluster
-0.957870706039802	-0.922690816077471	C1
2.20845107821809	-0.945757336768389	C1
-3.83772347779883	1.81863527759624	C1
-1.94263432832374	-1.25558621421742	C1
5.03191520361291	2.35620050891948	C2
-0.90194700570716	-4.79117304817128	C3
-2.69670174928321	2.06015949710917	C1
-0.798690064865485	-2.72906867400098	C1
-2.46216128678931	-0.407808728369951	C1
1.41639722971307	3.07783728107524	C1
-1.51625369401588	0.670246414986372	C1
-3.03328250260963	2.39820509418559	C1
-0.642685874420539	-2.86905468240666	C1
-1.87888930650367	-1.40787882343221	C1
-0.731404765564338	-0.547143883857012	C1
1.79343606619225	-1.44349104896474	C1
0.157244459670648	3.20253162845683	C1
1.12284530786858	3.09654741748881	C1
-3.34745667787208	1.32647400363994	C1
2.2988237300335	0.68304830059123	C1
-0.309774621445075	1.65144854053569	C1
0.191483513396844	-3.60940272346425	C1
-3.07735036225928	1.5302508400352	C1
1.14457346586572	2.50700312122417	C1
-3.51428960176124	0.00389485820841795	C1
-1.6111500105442	0.486874871102095	C1
3.34419293789254	0.524062208977461	C1
0.30394579557763	-3.28661029771256	C1
-1.1538369497837	-5.31963200107503	C3
-1.29168866487159	-2.04546744361806	C1
-4.0406458220066	2.05707674488139	C1
5.76047255186425	0.758841090050459	C2
-1.57477687211646	-2.86673945918965	C1
0.838265911620721	-3.55047178998876	C1
4.9676435151516	0.449574045983076	C2
-3.44169686647071	2.14771395191264	C1
1.10517098097192	3.3794096039207	C1
-1.77297995896949	0.17456441387248	C1
-1.97124408097877	-0.950442261847734	C1
-2.68192361207618	0.0343971775443555	C1
-2.28951762529029	-0.194644875678301	C1
0.564994350951776	-4.08380598560262	C1
-0.248254760223761	0.472807936516523	C1
-1.88089202256812	-5.42802948490071	C3
1.38577284006463	-1.75889594093251	C1
-2.21693919511451	1.02612238391948	C1
6.01651670126305	1.5220983551414	C2
1.21907653002129	-3.45817554727483	C1
1.20583047060357	0.721441798058271	C1
2.31797382323132	1.04579334720683	C1
-3.3347656569065	-0.436155743750811	C1
-2.93573067994727	0.334536127892256	C1
0.624410764258966	-2.86575908199239	C1
-1.07510374398841	-3.35844159856725	C1
1.18778254179345	-2.51541114583898	C1
1.05627216486321	1.71573048099589	C1
-3.42556594224586	0.268003516045332	C1
0.111234680694207	-1.87986106410909	C1
-2.295665486771	-5.63818425670552	C3
-3.220798715073	-0.817523903998613	C1
2.46202562836991	2.61222057804179	C1
-1.86698220582618	-1.11585492626119	C1
0.529245869201287	-2.21282059684682	C1
-3.21457694383277	1.33811455234599	C1
-0.988365157562629	-2.71521384254384	C1
0.595308438819512	-2.41976583734441	C1
-3.59327338548316	0.609873347130537	C1
-0.973909600693122	-1.7464049531548	C1
2.1221802690445	2.56439905628276	C1
-3.90771172853126	1.94272547229838	C1
