C3L.00004.T1_C1	C3L.00004.T1_C2	C3L.00010.T1_C1	C3L.00010.T1_C2	C3L.00010.T1_C3	C3L.00010.T1_C4	C3L.00026.T1_C1	C3L.00026.T1_C2	C3L.00026.T1_C3	C3L.00079.T1_C1	C3L.00079.T1_C2	C3L.00079.T1_C3	C3L.00079.T1_C4	C3L.00079.T1_C5	C3L.00088.T1_C1	C3L.00088.T2_C1	C3L.00088.T2_C4	C3L.00088.T2_C5	C3L.00096.T1_C1	C3L.00096.T1_C2	C3L.00096.T1_C3	C3L.00416.T1_C1	C3L.00416.T1_C10	C3L.00416.T1_C2	C3L.00416.T1_C3	C3L.00416.T1_C4	C3L.00416.T1_C5	C3L.00416.T1_C6	C3L.00416.T1_C7	C3L.00416.T1_C8	C3L.00416.T1_C9	C3L.00416.T2_C1	C3L.00416.T2_C2	C3L.00416.T2_C4	C3L.00448.T1_C1	C3L.00448.T1_C2	C3L.00448.T1_C3	C3L.00448.T1_C4	C3L.00583.T1_C1	C3L.00583.T1_C2	C3L.00610.T1_C1	C3L.00790.T1_C1	C3L.00813.T1_C1	C3L.00813.T1_C2	C3L.00813.T1_C3	C3L.00813.T1_C6	C3L.00908.T1_C1	C3L.00908.T1_C2	C3L.00917.T1_C1	C3L.00917.T1_C2	C3L.00917.T1_C3	C3L.01287.T1_C1	C3L.01302.T1_C1	C3L.01302.T1_C2	C3L.01302.T1_C3	C3L.01302.T1_C4	C3L.01302.T1_C5	C3L.01313.T1_C1	C3L.01313.T1_C2	C3L.01313.T1_C4	C3L.01313.T1_C5	C3L.01313.T1_C6	C3N.00177.T1_C1	C3N.00242.T1_C1	C3N.00317.T1_C1	C3N.00317.T1_C2	C3N.00317.T1_C3	C3N.00317.T1_C4	C3N.00317.T1_C5	C3N.00437.T1_C1	C3N.00437.T1_C2	C3N.00437.T1_C3	C3N.00437.T1_C4	C3N.00495.T1_C1	C3N.00733.T1_C1	C3N.00733.T1_C2	C3N.00733.T1_C5	C3N.00733.T2_C1	C3N.00733.T2_C2	C3N.00733.T2_C3	C3N.01200.T1_C1	C3N.01200.T1_C2	C3N.01200.T1_C3	C3N.01200.T1_C4	C3N.01200.T2_C1	C3N.01200.T2_C2	C3N.01200.T3_C1	C3N.01213.T1_C1	C3N.01213.T1_C2	C3N.01213.T1_C3
KRAS_SIGNALING_UP_Score	-0.620140142097978	26.6824351276678	-33.421076785188	11.373694625127	-21.2076693458794	-12.5510778262373	-11.3870016722549	-10.0061851445214	-5.09036327676868	-34.8554238366587	-42.0821851183182	-31.4736310675587	-0.0759500670788919	-37.695843300214	-11.8524214738176	-0.39834099240872	11.168003069303	-3.2993188304795	-17.2308812970031	99.4733061304645	68.8446586596834	16.6236314982809	16.2078240523473	79.865368724931	4.71782706540248	3.65943904858665	0.0127150573775573	96.758787832317	29.8801502621858	6.46766049094039	19.0028483259089	-3.05820578721942	-3.91228035556105	-0.780352744847408	-27.9902508470903	61.6763472735139	85.3762033068929	-8.42451152180209	6.21007956596704	6.31084268137101	-32.4172341175522	-20.0876855824769	-14.4829785469978	-32.627003304029	-18.0562645829963	-21.0532484084797	-27.2148953906737	-6.25862796155096	-44.045243235036	7.7644090036571	-34.5650630909051	-53.3227811310118	-13.8484539302868	21.8552388326265	-6.26330878533767	-20.5331313274106	-14.1112451843361	-15.5359961562458	-15.0376437256271	33.9549072961746	-7.89460935889113	-11.1956232481527	-2.22487438175422	-31.8924271646165	-15.7989238120629	-25.8669721615815	-21.460391249056	-8.28970605269488	40.2965077005918	-14.8248822076447	-11.6390524491409	-10.2791725814077	40.2474936825662	-33.7143646126336	-4.27676345816251	0.761679084976316	-0.888349134113198	0.354166961446233	5.24983851426361	87.7030962828586	-18.2673643049208	-24.7089913597861	0.506210281115371	37.7292104865347	53.6511610049865	39.647373883931	15.9376105903365	-38.4661195116731	-10.0974877291098	-6.15436901517681
TNFA_SIGNALING_VIA_NFKB_Score	-8.67797199688964	59.3804656824537	-29.2949722607985	9.28867498821657	-27.8136493322044	-25.099426040656	-31.0600461551622	-19.7757631498186	-29.6665337647677	-30.0726578669906	1.14404756254701	-16.9257332771716	76.4923008671752	1.23657412005527	-25.9922317960683	-14.5896913144205	14.2217315676269	-25.0244247869939	-11.3802735138746	39.9714629656122	17.7395276639462	-5.31218025639382	13.3889613615246	25.2761164302106	-5.54486037303322	-3.76881817268238	-1.22744194199319	20.7342814952521	1.78454118746454	-13.138037018683	-5.18385408563117	-13.0371600263087	-1.59456233705715	-14.7830680632269	-18.4957715843374	9.01786113106574	48.7940222774128	-16.8684712904082	26.1635622860763	19.7457074134512	-38.4557352852902	-2.69993321718585	-1.63592155180622	-21.6673409870763	-12.209952986021	-17.6954071945188	16.3812852574149	1.00828549682073	-37.9945469784227	-17.2602883552111	-38.755669201994	-60.958572945507	95.7891357164345	75.6534002642874	100.584046371622	91.6622597984203	80.160605984262	-27.2860174836168	-28.8970367195356	-13.9113067609814	-25.0911307541483	-33.2460117176891	0.316399567192403	-18.3713164537716	-23.0461788287358	-31.7968089465229	-22.2030197204759	-14.9553929200849	5.73107826957031	1.40686421598779	4.51769063845511	8.60924446587654	21.4919151696219	-41.3764465863937	-25.7763575759318	-8.63803420986696	-26.3720670941287	-12.5328459437805	4.58817826211605	41.5404789825316	-27.1554602938557	-11.2486098645652	0.292152762666445	7.63072137903923	119.466692342971	83.5737085187919	22.2645632086007	-27.1780527086447	-8.59328735479835	13.6577106370684
DNA_REPAIR_Score	-37.9605905636811	-38.0162116927478	-43.0565307333564	4.41633974212572	130.326667475057	-40.0053928016417	-20.3977933307948	-32.2308705244461	109.46215763932	-45.8553251377625	-52.8763676136372	0.71134579835762	20.3282552634268	-46.0686272204814	-41.9797107471176	-29.6328367572024	-13.8715766019884	-30.6649780394568	-17.8115512955851	31.6581279388457	5.74949055982878	4.09093289354929	111.317824133798	14.3155748081067	-3.5409379040956	5.81126360683085	14.9768344297803	26.3730239452906	1.57102643612792	-19.9037190027294	3.71270958800538	2.83014881568375	5.94375473802976	198.679547924663	-41.4525296640323	-15.7461717510977	1.29521742857968	154.587861320405	-21.4477389314135	146.903037834736	-58.8294215211004	-38.6421234987148	-30.6294698341876	-56.9919519883137	-19.3306436053372	93.6075123879752	-29.3326173957203	-20.6498459198006	-66.8941263210789	-51.8970833745715	54.4540369835104	-68.7542094195346	-17.4725359468157	-7.77685882653628	1.06863453670143	97.8566286042446	-13.6342041405746	-37.7745157147539	-34.4407635881426	-19.4962245908037	-37.1517650028083	-35.7991331118912	2.08702562812411	-30.3695722991626	-31.2180110129834	-44.6503238634675	-40.3857554379308	142.168743674651	-17.1150857212145	-30.6358804229784	-29.9265715469027	-26.6196276647527	-15.2431845929024	-51.499108570017	-33.9811180596161	-36.6854676746576	125.604165828468	-26.509860091002	-30.6475515043406	-16.7073541934145	-36.5024964433915	-48.8446246737214	3.73878943282077	-5.23325971837613	36.7724954547592	41.7329714609426	18.962417320441	-54.700225911437	-42.4547118933323	12.5210557077138
MTORC1_SIGNALING_Score	-25.5283016464484	24.2727164088962	-41.3982058284341	-21.5979102982039	6.37641168259286	-25.6973694138748	-23.1697700924784	-13.2909915289529	14.4256284351297	-40.5960782052086	-38.8664114431692	-29.509145654352	65.2432612164712	-22.0357237650731	-32.9120234701587	-15.8896885042667	5.19902759253129	-17.47658564241	-10.9294197861434	19.0964992703212	11.184089545865	-15.0876210930187	15.1932971772332	5.54276288341003	-26.7850418620933	-25.1779213273088	-23.2557744250059	1.89482869511409	-35.8022506291645	-25.1393053434599	-12.9046484262995	-31.3168663540994	-18.568946513308	33.7526957231421	-15.91149775299	3.07481228652971	23.3307902619711	37.6910045417741	20.3611461960517	63.6199969890867	-36.7369522912514	-29.6058919294445	3.85694645394582	-34.3198212519352	-9.21552082735318	21.8830625334483	-10.4694801033391	18.8909704638071	-58.5193711946749	-47.8861831361042	-35.3932650717483	-65.0790608302599	-5.03601673595988	-29.3529859034755	-1.41108800038722	27.6844989240207	15.2538390834213	-12.2082138907172	-12.7145802326446	3.76758464119961	-25.4473783826897	-35.7084998641824	4.56873683513054	-25.161486104008	-8.60696662805506	-17.5447381466429	-8.10609080567766	67.5964729257612	2.083400970626	9.58911654129007	26.7414791162628	30.6421713098241	42.9860491762672	-45.4325172990574	-5.60275480345927	21.4063470765588	56.3714325786292	6.99897768300683	36.1278282179935	44.8071912002412	-31.7205624581317	-30.378177367566	56.6432038300807	-16.5782961032064	108.635444100469	94.0635931806974	78.2353092168806	-44.3296855170832	-39.5331861751999	-5.73864260800547
MYC_TARGETS_V1_Score	-19.1318395310183	48.4451561146558	-62.5846909096287	-30.8206056937909	95.7141611820187	-67.7819869613303	-31.2809296070999	-30.6614144618034	73.9761982894906	-53.2422728437099	-60.2220480848179	-32.0839495371225	114.412513656333	-45.726332498172	-38.5939559655457	-19.0533856262041	25.9028244639295	-19.1894194704141	-17.6313731177371	-7.20253280212721	6.08168923399484	-5.54553044581151	79.4865830045608	9.65157309908848	-23.3109421528316	-16.7901832963124	-14.8316990427265	-0.641246702713556	-13.4317944292409	-28.8157246812141	7.15235853352237	-29.6139257178871	-12.5885323916997	152.114174804056	-38.4145530535641	-11.4835497144492	-20.6373680511123	116.607915367935	-4.42352057055574	130.09794592121	-49.0181044057169	-30.5869786623256	-44.8750538102544	-56.073096721198	-33.6730089795097	54.7659279980401	-7.98631344627004	-0.0953822414823415	-77.39268874531	-58.5009693538871	2.95935203926211	-84.6022123240255	-14.6352314021802	-26.7008286156743	-8.90350066112517	75.9996458659392	-2.04761097079296	-37.7727810136748	-33.2935222244512	-12.2134742510732	-59.3175804684036	-56.071948587995	-15.9201983374287	-36.0373366072579	-37.4674029734964	-45.0663246395526	-35.1801167780123	101.911947013749	-23.815145135019	-11.9358746873931	5.27402624738384	11.9062928557434	13.7904230510716	-54.8934850922511	-18.9975869711676	14.3790721249552	98.3715340437739	4.33532207869645	42.6028648588502	40.0199257192843	-38.7557269906511	-47.1823464107687	37.0324014087889	-12.3039910821342	111.874986833035	68.5212856436772	70.6361057135471	-46.8022500131326	-46.220713979571	36.5963627781978
ESTROGEN_RESPONSE_EARLY_Score	-13.3868900278391	29.0390081670492	-8.24376974173313	-39.0068746304608	8.26197877754548	-7.74898160519997	-16.8717736136666	-7.62962606146319	-3.72237095426184	-11.7627340827372	-15.4139328206169	0.0683084013572085	46.2265314215655	3.38354497735209	-3.35052762006637	4.57838652921834	10.8862321930273	5.92193170690052	18.959958441893	13.5245301018158	18.7609264892895	11.5619173833386	9.18808055365933	1.43574430331639	-15.3697380744666	-10.6767501013267	-10.7370393768983	-8.07874988407617	-14.7474682728778	-5.22946234067257	-1.0080546144968	-7.91894484002505	-0.75119172063195	6.730975896196	-21.6151071791938	-1.00227858742594	-0.328962803853617	-4.53756096572046	23.8811479619322	31.9486938509271	-13.7130785234064	-10.0709408644624	28.3326299423616	-19.0205611252059	5.71402400294218	39.074928685572	-5.4502452644007	17.3095637224025	-35.7724525663531	-32.1977316553787	-20.9586179534886	-40.54527467451	-9.31754079741208	-43.3432151247309	5.23653733223538	-1.63190284158726	-10.0078634967444	-0.927702721006814	-6.77977689428443	15.8451531187393	-0.257768780016508	-24.4287870088961	-14.5743783115109	9.02211823514183	-18.4124018443659	-21.2946313683296	-25.3713994898769	2.40359031755077	-7.25338401537597	12.046985606841	25.5699680760374	30.665485830457	27.6163555775375	-34.0155263494994	1.02182786307441	21.5226230888594	28.0351619962943	9.10669727863065	30.2249487256972	35.5026888668762	-27.7252598341248	-15.1440703055054	31.7509695514478	-16.8781965022959	48.9391441418821	45.2862282969751	19.8998248046145	-36.2847838028844	-35.1432220181254	-28.6846540463053
IL2_STAT5_SIGNALING_Score	6.49346726176355	39.4697885767009	-13.0657940464421	-8.20963147583414	-3.22687206697312	-0.414391822942667	-4.94465290315621	-1.82203197522744	2.10878180323484	-18.9577565947472	-39.5024888437454	-29.9268514428356	38.9938452974096	-40.5632726100668	-2.93162337390883	6.83086549203253	13.0311737517611	4.85597060346923	-13.2922848502593	58.8798663411796	74.6416322109545	2.04945156300854	5.22881551147668	69.4775570887961	-8.15621896963245	-10.5957406016293	-13.9277780013289	47.9644107833075	1.34064536645697	1.7374341317006	3.31107193831811	-17.4493551588964	-16.0529403455348	-4.32324395793911	-7.35863731894624	54.3972288331664	37.7762377246787	9.96214691680077	12.4776889996951	24.8016437637507	-17.9528793069131	-15.3851553230509	8.72258060367137	-19.6818567018498	-6.23312406451225	0.919606597197154	-14.8267613398879	-26.4557639664942	-25.5648901910226	13.5708071160914	-22.6405310726984	-32.2075445503536	1.21423907031103	13.3634747918278	19.4518765716171	1.44268291034688	2.05861204021708	-27.4441688060048	-28.9209011605983	13.6566203782433	-22.8074528213879	-37.9369539406611	1.04290318396437	-20.5348906690453	-32.8985887930305	-30.767306983665	-31.6815495386925	-12.6627567525236	21.393873811446	-17.5138996637986	-14.0910929810964	-4.3484900399242	27.5195699346487	-31.0993918505163	-11.2847732284693	-3.01824702737367	3.11741039287805	-7.09634293907911	1.57212323958256	51.9213005998116	-16.7157738302902	-14.1038996541859	11.9911158385034	35.55280008395	83.0145342440038	28.3511375247902	16.5340152869716	-28.7073931624219	1.38428646632653	-0.209018024414371
INTERFERON_ALPHA_RESPONSE_Score	37.0986917528082	13.9340274188436	3.09041612841975	80.4544283529836	9.73018003578579	-0.424398958422331	-29.4846713540538	-18.2346836361139	-29.3661920379335	-14.3677385198799	-8.45594980958479	-7.87193132382971	23.6235705484908	-28.2419364086839	-14.6766497993635	9.521386221283	11.7401665669752	8.26785271368171	1.08413724086929	108.728349522432	62.2493962378255	38.6210383674533	60.4360911538007	81.8003049138547	87.8228243915425	47.0046785548136	44.4446953931509	95.2249158946268	119.238524177322	13.605648157432	15.3363053167847	47.1951740626955	3.72379579631679	-0.0775392506601587	-55.3907747108693	-22.8369498135705	-6.92233277868805	-53.527229539233	-42.9847741262708	-44.5406684778939	-48.3508768745799	-40.4242819608085	-43.7025343327612	-65.5850590333674	-41.2946569058257	-38.7605704470062	36.1262409194216	-4.37735369320135	-46.3566150913832	-33.3969178218918	-32.7579717774652	-89.4948624483929	-19.4800250161963	6.02769133869257	-27.3937393160876	-35.8520508896268	-11.9842975193979	-47.7350856677125	-46.3501305819027	-30.6354441329396	-45.4004234751403	-53.2231484960266	20.1953977906269	-73.1151024215992	52.0119439356138	37.3609625213983	117.540488623063	57.636348836262	78.4201256161904	-33.488968872653	-32.3158474880635	-18.849082729814	6.00581847706292	-52.182768861005	-10.8134012886626	-29.8420907120223	-30.9385692361801	5.9974290643393	-26.134704595906	26.9556079913217	-16.0232987510356	-42.5357419501178	29.1170254976091	25.5133772255061	234.238991857812	80.7377839597309	70.9017627049823	-70.8785938413998	-57.45879089478	-47.3557003479186
PI3K_AKT_MTOR_SIGNALING_Score	-21.099872510092	-10.9526906257514	-37.59362236927	3.94026969275912	-7.64182517148278	-18.3642343588949	1.45627625042709	0.564382059686568	24.1762724422416	-31.3875133985388	-59.8692930048986	-29.6600173449755	19.7730862285264	-38.8592103135146	-17.0803536104749	-12.5973623142784	-3.50952966054825	-16.9096955646379	-5.02723798686294	74.4503239310208	82.4028197528603	-22.3693275614965	8.38667495447542	70.4740343302792	-23.6622692434831	-23.2716733440315	-11.3102916474457	66.0439153759918	-15.2770996290849	-8.52377304559985	-24.0902772898981	-28.5209100919593	-17.3926170699066	15.5943307251425	-26.2972896418483	105.423280887109	41.714743764194	-12.2209902338841	0.359933042867048	28.8058575625518	-33.905468867546	-23.0632551357707	-13.5324001400291	-32.0199587958048	-20.0828692165154	3.520037843137	-37.1083874246071	-25.4672303893386	-45.0216021684135	19.9343713548665	-25.4478763242516	-44.2019863547406	-18.3707757314355	12.1953234128969	-19.7672981088586	15.9721165587364	8.55726539742471	-16.6099799340611	-19.2349241908204	44.272583165708	-25.7962537960683	-23.4249951516931	-18.0530043793889	-34.031167706921	-28.6275341338626	-26.7297888877407	-28.8008480117877	9.8444752391453	35.1744882125538	-7.51342054477731	8.39620318130958	-6.37851423153495	61.9792850422281	-34.8585570296569	-15.7848818802096	5.16127348407096	9.08301268625763	-11.1179979828666	8.98235066511443	82.1921844252545	-20.0397592264961	-17.2094001051973	46.628034528684	59.8496648970679	97.2812223422464	71.4654818258109	73.2800397013023	-38.9637437663037	-9.57503910233112	-3.6606428315566
TGF_BETA_SIGNALING_Score	-23.0804178494319	26.2182207366847	-35.853790306698	-38.2276488529388	-10.5211554959461	-31.3727768367214	-18.521802003701	-5.80284344448318	-1.49098066006377	-40.8694668545504	-62.2113953000251	-42.3863023159364	165.402140761122	-55.9810634106442	-15.434242813459	4.77615471750488	25.986772484341	-13.325272142414	-24.4261378354395	34.0588300592064	-3.90809125643917	-5.36077332078369	23.4862561109535	4.39155631858827	-16.1273162955427	-3.14932820323941	-15.6747627160767	21.8992153818822	-6.92595358835409	-10.7023359875885	35.0272002342577	-21.053000018853	3.27212913258108	10.3337333591656	-17.9950995806078	0.368134803371566	28.011020661249	12.3060463197865	29.8898821841857	34.7299615402845	-34.4578148510592	12.3724209709969	11.110584808895	-17.9218709456014	0.704844746886446	16.5401521481344	-14.8143946467882	-42.9592664615257	-62.4527806815769	-53.7747829765976	-54.3931161429335	-49.9491014161269	22.8757737977783	-16.5822136295683	44.9698451128449	34.4002841338874	15.3626273513168	-16.7973703692891	-19.3566232024088	-5.77250471738311	-4.30771413479696	-45.1221690603365	-14.7031604828743	-27.1740748244218	-28.7295905512604	-41.6751286528057	-36.3527105563102	-11.9529053437084	-17.1311739516306	-10.1231203607762	-2.60491277526246	-10.404583686791	7.77818672644517	-9.486384670043	-13.9679884903019	62.1596609748677	0.157294855646941	-18.0952334740832	79.3045272166826	42.1746792271673	-6.62567609933315	-8.75814798767608	41.497303390792	10.2008008191172	170.363849267238	64.55778351921	68.8325281494462	-18.3806131666747	-1.4842529645445	22.8789231303407
FATTY_ACID_METABOLISM_Score	19.5189207938397	1.34300988926174	1.43906333058402	-6.32426534509208	12.7288831986749	0.191302831043115	26.7925532743108	39.8464723356742	33.6180401161178	18.5808210653327	-37.6962114151742	14.1981778290322	-11.7545723485083	-21.8599812379705	32.1337995810086	41.1603965759355	3.19280995247321	44.9354356770391	2.14698238555456	-4.21656522821495	-2.29294808052604	0.546579251293724	-2.38086656825911	-2.18777179786951	13.7810424563746	1.78695326496833	-3.95101403077374	0.399176513468948	-3.13667008392478	23.2823601376991	-23.5686282120456	15.5590307398803	21.5696634268817	19.5440081222851	-13.1774415861567	-18.9879325056842	15.9668555201309	2.41226522478484	-3.1280785517275	9.32376400615771	15.6249306833539	-7.43285906924524	70.1388489715917	-5.08532823561783	17.9004107348322	37.7505449715306	32.5134214317667	71.7776318242025	-60.4600449970413	-56.5976422680682	-44.7184207534932	-51.6593910295399	-53.6457001124654	-46.39952952057	-59.0755423725639	-47.9920477922009	-53.6217499294184	3.65637269754077	-6.5982071436629	17.9794924786852	-35.2806486658186	-23.0185744240071	4.51049416360261	-17.1331200620201	-1.30623169340948	-25.2016275759072	-23.7070744453927	-4.82865470906184	2.18787407224815	-10.5386914507108	-4.04872940398019	-1.44593598922535	4.07100776023503	-35.5367849037635	14.1461777332846	12.5625450314419	17.2303393768229	28.3014906503354	26.6421916647557	21.041944860389	-1.78927575944338	-12.3939457856215	11.4820603292626	-4.89991219271584	3.18493444980441	32.7108702022747	12.883764414955	-51.4979432775776	-64.1055731855426	-50.3849848176468
IL6_JAK_STAT3_SIGNALING_Score	-6.27095763705355	42.2272504771081	-18.3749883832765	15.428225841428	-7.1752703395832	0.0863395359417729	-11.7175010183571	-19.4166030803132	-17.9809344099896	-40.7088937524096	-29.7672383393809	-18.9982860665802	-6.49622475835877	-26.4427168904619	-35.9193449011636	-22.6956150445161	8.46207443666466	-29.8347053120848	-12.1598064846566	192.679055598416	65.4887094548221	-2.14459415747742	1.1740088180792	58.4760716113623	-9.43480551721457	-19.4606998790851	-9.626974110756	97.0388763390019	14.6644311867945	-10.0417615212945	-13.8094137034097	-22.5612517035571	-12.1125417328993	-16.8876564221155	-45.2250480793718	52.0193366622012	119.764567125192	-27.4633251681591	-5.4659713737379	-9.49345332451648	-30.137172306804	-2.37457277409229	-22.2441245042966	-43.6148285984997	-25.6337872554874	-27.5608662417914	-13.1096885293364	-14.6609707874651	-50.5789396697039	-8.35175147031534	-38.1238302212863	-49.1855458363735	-7.93579365368247	21.2786831652758	9.59459684191799	-13.0644649037595	-7.06775576997333	-29.2303194829769	-31.0757757359782	28.49462239493	-28.3064006679649	-44.5158427588818	8.30957882748378	-35.7137444445156	-23.5951509565174	-25.1601309786199	-22.9920210007348	1.77462860186501	58.3450202524618	-4.96481377890841	2.2381522671103	17.4949804755964	74.5904775947123	-32.2707734569289	-24.4163735218458	4.09574242197636	-21.0142904410058	-19.2434546792456	7.23685625012279	69.5050111513277	-11.4266648471323	-14.6009923473739	37.474696485761	61.6460606571646	166.773060437345	62.7473944873522	42.1865965051297	-32.1314609022625	-1.53022544422397	-4.51688059424848
XENOBIOTIC_METABOLISM_Score	18.7645496811593	10.7825298667331	12.781688326366	-5.22694795302403	29.04206364774	12.4540964565402	8.63000259755657	32.3623350238313	19.8823808040463	-1.78021681659114	-30.3342557855394	15.519376150437	-11.2984773633825	-15.1249786950791	-0.561151644416542	14.4940695944079	-4.30546889049308	16.2218207704596	18.1864630783202	12.6874698616472	10.1221828818756	-6.08133270458539	-7.80685609971377	-16.228786879947	-8.9451865094358	-5.21557838401233	7.3266584572011	-8.03088877454884	-28.9202933290559	14.0619756592461	-16.1554392460816	-3.14057722411456	10.3403060866513	13.5504979120759	-15.2316680589185	-27.094547744276	11.3789782798672	7.75514510558865	17.259265452332	32.5360429161122	-13.035818374408	-19.5392319722611	67.6121575622635	-15.9419656318194	22.1640369732152	44.5263564387869	16.2344580654375	50.7562739172261	-51.9122519385003	-54.9040429261631	-48.1687497259287	-41.4335563494289	-28.5946496530186	-52.9173552697917	-27.9865109450974	-29.1793523956214	-31.098305982995	11.2632757023918	0.778082295393543	14.8608513221564	-33.9882254527462	-10.869003860897	5.51307017068191	6.84013521762858	5.00833562874099	-19.6508185502987	-25.0087022092132	-8.08588361682968	2.67782023901379	-3.74307638855091	19.4539980886039	31.3953292334235	10.8835819081843	-34.9451486808482	11.067311236633	7.31741973767266	12.1798460086041	26.237234187159	14.45557844092	5.63831970557503	-12.4792272925706	-22.9296855604702	51.8064070943164	-8.45565390656804	39.4680525491674	70.2956917095806	11.8502758574986	-53.1320324004294	-66.0209673580978	-42.2107920948737
ESTROGEN_RESPONSE_LATE_Score	-2.84264040096373	8.40344919759869	-14.0407574963055	-23.5202842046624	28.3079442834371	-16.452437889809	-13.7064334416252	-4.55113140384842	24.5488315384916	-12.5600530595019	-28.1336952783399	-15.7817220621134	42.1732989789378	-13.8831005042548	-3.72670163924186	4.40728760071113	1.68477977396889	3.67442185203851	-6.92447877411096	3.59843838116293	4.47768012246674	-3.27343793657909	26.6853493259132	0.486521653135222	-7.60000316995222	-16.3633705021368	-1.04097557766515	1.84240413750918	-18.1674063730427	-4.96272505827383	-11.8973079190157	-1.62839124461892	-0.272995935532737	40.8171558127711	-20.778248198156	-14.8109839571914	-7.264537776343	20.9741459519211	10.430383102484	48.738453416227	-5.84497937164578	-8.58769454962317	5.73540455310717	-28.1124682415425	-6.38078975275269	33.6477869613415	-2.24513311157251	25.93765409244	-44.7717500459672	-39.2799098742449	-20.726592720229	-47.8354857303688	-9.08494940500064	-30.8773159159038	-14.4954373074256	20.6188539861858	-11.8281352409903	-6.71591724495652	-11.3084817351592	-0.0392645908936846	-22.1453865590088	-32.3291460351868	-10.7193391003111	-10.5978921175761	-20.3886266206113	-23.8365571811	-26.7170142229483	33.7004494880227	-6.77666987277116	-2.31444921791308	12.3677653803085	7.44521468173162	16.6721487859913	-41.0131758654448	7.06854009996419	17.8678492115434	54.6481184012095	19.8739390776488	26.6073129978952	32.7986147656225	-22.9863369390354	-23.3576350023786	26.1705300659231	-15.5518508189142	68.1273290648493	41.7012972286213	21.7917787995922	-39.6553117870401	-33.440769723277	-26.0375875717841
HEME_METABOLISM_Score	25.7674741396111	3.18087332443471	1.8728745663922	-25.8658763871675	4.34029936829203	3.58693017791491	3.48036750451982	9.19379765950073	7.24961801112048	-4.36854239731082	-5.18209905286472	-14.2771616418092	12.9020985795337	-17.0356541603267	12.3749750078029	14.7639548964913	24.5340508461768	11.7268488553002	-5.51688843546546	22.1625230205898	28.7815220264277	0.133715176671733	-0.12565097252787	12.110165139413	-2.43817343620442	-15.2187872446312	-10.7208199884972	11.413278392122	-12.0770320619171	-1.49131764847209	-4.41446313856013	-2.09607136177977	1.32987425507801	2.58226088486147	-19.3953370565475	18.3846121935897	25.9251504149834	-12.5654654733856	6.3765139837385	-10.0106199211591	-9.16347404186053	-1.04778642718437	31.7583629646307	-13.4747899353701	9.2192860669682	22.6091368796023	-5.03646049199963	39.4803806056156	-20.9650859741352	0.955372917265436	-24.3364055861525	-43.1338120737875	-41.7294141024581	-50.5943495393107	-47.292952888398	-46.7445054341377	-33.1846157878422	13.5849808360342	9.32585493556817	43.8074890684984	7.73700012755113	-0.430648251264825	4.07380378675001	-10.4254449113038	-21.2162649845942	-30.9844665734358	-31.1327368955821	-18.376655100151	-9.55480819029901	-7.73427011966805	-11.3824411084271	11.8111305503366	8.66809501274132	-33.7975667549864	24.4899868178599	24.5051999886531	13.4359868589357	24.0482827841466	24.0260341309058	34.6643120118996	-17.2947878738897	-21.3628643170913	16.7039546980616	9.9206366286384	28.6654160211304	36.7157883988548	16.4031841126964	-47.5968457220013	-33.3255519663742	-38.1348994430659
MYC_TARGETS_V2_Score	-27.0533309234599	55.382724623471	-64.0791064567735	-49.3613047238773	86.6250242670698	-76.6623078748709	-23.8702878728198	-14.6694843460714	74.6066177338506	-60.4647364804872	-69.8167998717635	-51.3578419605237	117.033344422131	-57.3355732704999	-50.1966735184954	-30.4904500380046	4.78611393390097	-33.6088319533831	-29.0425142908791	-30.73316316929	-26.5183261987276	-7.611952486004	59.5081447673023	1.32147586586378	-27.9617381702326	-8.88872140222089	-0.193117889014183	-4.49665189395251	-6.75909578234104	-37.6387393295046	18.2010471247124	-21.31422241699	8.49321843622916	182.863704044443	-37.3545619240489	-26.0294360601565	-40.8834577145164	132.581464943	-12.8459200450991	135.155786433239	-71.6727044430524	-36.4515093414235	-34.9658482937807	-73.1429983159963	-28.7333446586436	51.9958811849005	2.67899211588873	18.438669986163	-82.6312831007019	-69.7041581726487	-29.8066173415793	-71.2410254992334	6.89834319920977	-7.8987828146639	14.6681227335034	89.1866079055789	19.5899143846462	-28.8243908412173	-29.8216584898841	-4.32554044134256	-58.8931881184886	-63.9695153346686	-5.06623097015772	-22.4877471568752	-48.4106659699733	-54.0441920998644	-59.6105123101653	74.1905617611837	-38.9662073398192	-8.77636237879217	0.762489759589973	21.1865401354011	8.70189159942254	-50.015580945141	-26.6464675740066	8.42302928374231	81.5135419441219	-6.79450667631878	28.5092831152343	26.093200635501	-28.0918047405817	-38.8328386971872	83.0253803300519	-23.0480817376919	124.606924574961	82.9657013810528	64.655434650192	-38.8683492359119	-30.1346424267224	70.9183682416001
