UMAP_1	UMAP_2	cnv_cat_simple
4.08892785396312	-3.5343494219101	gain
4.66002284373973	-4.88432119315033	gain
2.49701463069652	-1.37387053196793	gain
3.24063598003123	-3.98002789442902	gain
5.91252576198314	-3.92979500716095	gain
6.06452332820628	-4.26325033133393	gain
0.67298351611827	-2.87083599989777	gain
3.76911460246776	-2.17556546156769	gain
4.827507127187	-4.86897371237641	gain
6.22070847835277	-3.90775201743012	gain
4.22410260524486	-4.37994168227082	gain
3.98638545360301	-3.55920026724701	gain
6.32348023738597	-3.89761851256257	neutral
3.50196658458446	-3.74408839171296	gain
2.85497008647655	-4.4788484377182	gain
3.42174016322826	-3.16851852362519	gain
3.8325382360432	-3.04567192023163	gain
3.71636353816722	-3.51845810835724	gain
4.22784482326244	-4.99991558020478	gain
2.53466712321971	-5.96563432639008	gain
3.06560050334666	-3.82489107077485	gain
1.09170137729381	-3.01137087767487	gain
2.57570706691478	-5.1253180307663	gain
2.69056521739696	-4.72590015356904	gain
3.20804940547679	-5.64638517325287	gain
5.76334010448192	-4.10700557654267	gain
6.09134494151805	-4.48761890356904	gain
5.64906131114696	-4.38742158835297	gain
5.93680249538158	-3.81176469748383	gain
3.2612057813618	-4.18487785284882	gain
5.05919324245189	-4.02854273741608	gain
5.35598050441478	-4.47332427924042	gain
3.4038101324055	-3.33045266096955	gain
2.44494115199779	-5.20905445044404	gain
5.49187289561961	-3.62332628195649	gain
4.20576630916331	-3.65921829169159	gain
1.52841078128551	-0.400438974551015	gain
6.37219249095653	-4.8715452951706	gain
3.78778945293162	-2.31903384154206	gain
3.94076024379466	-3.54726360266572	gain
5.4565034994099	-4.78097675269013	gain
3.86677848186229	-5.60123346274262	gain
2.86941682185863	-4.05309603636628	gain
4.60238705959056	-4.10403750365143	gain
1.83932410564159	1.52744485909576	gain
4.03971635188792	-4.85304592078095	gain
5.59461652126048	-3.96234176581269	gain
2.2901352533314	-5.39807269995575	gain
3.37682925548289	-3.67203805868989	gain
5.82104312267039	-4.36328766768341	gain
4.0700379499409	-5.38547323172455	gain
5.52299748744701	-4.67493126814728	gain
3.6197115072224	-4.57993600790863	gain
5.55766259517406	-4.71638582175141	gain
5.30717431392406	-4.63797638838654	gain
3.6483284124348	-3.17548726027375	gain
4.53259097423289	-3.44947002356415	gain
4.3156171926472	-4.2770366472519	gain
5.72150479640697	-4.15289614622956	gain
5.54408990230296	-3.68632958357697	gain
5.25491439189647	-3.82380340521698	gain
5.7310544141743	-4.5862657827652	gain
2.41911088313792	-5.05825946753388	gain
1.19720183696483	-0.826356449104004	gain
-1.66758059326674	5.8898039060318	gain
2.79762135829661	-5.7388434213913	gain
5.72271214809154	-4.39097712462311	gain
4.25626622523997	-4.07915566389924	gain
1.21250783290599	-3.12889144842988	gain
5.8438359388325	-3.94760344450837	gain
2.35187922801707	-5.81994436209565	gain
5.63982211436961	-4.81330726569062	gain
2.25130926456187	-5.50022695486908	gain
3.00381242122386	-5.77241657202607	gain
3.9584861883137	-4.18003414099579	gain
3.16746579494212	-4.066581706456	gain
5.62686072673534	-4.89409110968476	gain
5.52071725215648	-4.32135246222382	gain
5.78186427440379	-4.420670012883	gain
2.4938136228535	-5.2043499750412	gain
5.93071948375438	-4.73526070540314	gain
3.47825967159007	-2.97128627722626	gain
3.20177708949779	-3.4547767442978	gain
5.19329177226756	-4.7449571890152	gain
4.36896239604686	-3.69038007681733	gain
2.57935105647777	-5.81085536902314	gain
5.46350442256663	-5.81724307959443	gain
5.09810077037547	-4.29371760313874	gain
2.05880080547069	-5.35489175742035	gain
4.81161223735545	-6.45759962027436	gain
4.99773417796825	-4.6831371588028	gain
4.95273839320872	-4.96721980994111	gain
3.22280656184886	-4.9883928102768	gain
4.73581181850169	-4.84945819800263	gain
6.27325211848949	-4.20385072653656	gain
4.88379393901561	-3.98453162138825	gain
4.30370436992381	-3.88576720183259	neutral
0.844310868642074	-3.36221096938019	gain
2.46827422466014	-5.92315051977997	gain
3.18688403453563	-3.8383934301651	gain
2.86346207942699	-2.41613386099701	gain
4.87991010036204	-4.96893403952485	gain
3.75434218730662	-4.09221933310395	gain
2.34183322276805	-5.54934404318695	gain
6.01836358394359	-4.31549499457245	gain
3.92620622005199	-4.74304030363923	gain
4.52284108485911	-3.72958705847626	gain
3.81301652278636	-3.62766240065461	gain
3.4641939290974	-3.46718643134003	gain
5.8687816747639	-4.6589455408371	gain
3.18147050227855	-3.17551253264313	gain
5.59004365291331	-4.06445072119599	gain
5.31583701457713	-4.13735101645356	gain
4.06266080226634	-5.49831483786469	gain
2.39139806117747	-5.21504400198822	gain
2.07362948741649	-5.37244890158539	gain
6.11507903423045	-4.53544733946686	gain
3.74561511363719	-5.24793956702118	gain
6.07632409419749	-3.72722337668305	gain
5.56242143001292	-3.61974904959565	gain
5.69611131038402	-4.58277605002289	gain
5.98505317058299	-4.02402208273774	gain
4.12553511943553	-4.71602533285981	gain
5.73511754359935	-5.19820306723481	gain
4.55596743907664	-3.96032951300507	neutral
3.92700063075755	-4.07972453062897	gain
2.98298465099071	-5.82303474371796	gain
4.916871655843	-5.29874275153046	gain
3.73165475215648	-3.88198278372651	gain
3.43258010234569	-3.68142507498627	gain
6.27994166698192	-4.30890343611603	gain
2.28143965091441	-1.55277268116837	gain
1.0554283746693	-3.11287305777436	gain
2.94267236079906	-3.97635219519501	gain
2.38662396754954	-5.01365039770966	neutral
4.14270888652537	-3.06523607199555	gain
3.50227032985423	-5.45483396475678	gain
5.55776511516307	-4.47088644926911	gain
2.96892320003245	-4.9562654299057	gain
5.56099616374705	-4.83913228934174	gain
5.70022593822215	-3.75501010840302	gain
3.70341025676463	-3.91870997374421	gain
5.6044846662495	-4.29982541029816	gain
-1.18197117362286	0.10964437300796	gain
5.20780955638621	-5.91216133063202	gain
2.13922654475902	-2.99681303923493	gain
5.2830678113911	-3.81951282446747	gain
3.75086699809764	-4.49684808676606	gain
2.6091529020283	-5.47370193426972	gain
5.48199664439891	-3.83155081694489	neutral
5.17420445766185	-3.5992269319809	gain
3.49304019298289	-5.07537839835053	gain
3.21705018367503	-3.56608460371857	gain
3.24050389613841	-3.02036211912995	gain
3.78646193828319	-2.22866771643525	gain
-0.204049955942887	-0.594714368633084	gain
3.88430606212352	-3.63279269163971	gain
5.09045993175243	-4.01391599600678	gain
4.52372180309032	-3.21010563795929	gain
2.84341250743602	-5.47222993796235	gain
5.75732718791698	-4.54908988898163	gain
1.67381607379649	-3.14507911627656	gain
4.47064458217357	-4.56655643408661	gain
2.07921420421336	-5.24956748907929	gain
4.05288611736034	-5.39511726324921	gain
4.73103629436229	-5.70874498312836	gain
3.22026358928416	-2.90727637236481	gain
6.35127507533763	-4.27657220785981	gain
5.34438668575023	-3.75517294829255	gain
5.17785512294505	-4.43891642516022	gain
2.13947688426707	-5.6305236620224	gain
3.78626262035106	-2.1725182337082	gain
3.75731622066234	-2.04814932768708	gain
2.68259488429759	-6.00194881384736	gain
2.59892665233348	-0.418745974949651	gain
2.41868506755565	-1.26524604385262	gain
4.20502387370799	-5.45708558981781	gain
2.51527987804149	-2.72483573382264	gain
5.83099614467357	-3.63401291792756	gain
6.21292506541942	-4.80510280554657	gain
5.98455439891551	-4.69174907629853	gain
2.48439847316478	-5.62410161917572	gain
4.53968774165843	-4.13827751105195	gain
6.01142846431468	-4.57103703444367	gain
5.15371857967113	-4.38399551337128	gain
4.60314999904369	-4.76342699950104	gain
4.6306749471638	-5.37488506262665	gain
6.07868491496776	-3.84135840361481	neutral
4.06904755916331	-4.15826127951508	gain
3.31853400554393	-4.1487440866745	neutral
1.06980835284923	-3.26022766058808	gain
5.40593062724803	-4.14951274817353	gain
5.39179860439036	-4.80119274084931	gain
3.92120467509959	-3.88258645956879	gain
2.29615484561656	-2.91245553915864	gain
5.77386294688914	-3.63921163504487	gain
3.32591925945018	-3.24680612509614	gain
4.03211413707469	-4.89494464819794	gain
5.70019732799266	-5.63444326346283	gain
4.04003058757518	-3.47095177595978	gain
4.68499337520335	-3.18707750265961	gain
4.61212407436107	-5.2611036104477	gain
4.78827487315868	-4.21429870550995	gain
3.92350493755077	-3.77026675169831	gain
5.94223510112498	-4.69123170798188	gain
2.80898248042796	-2.42826972430115	gain
2.24488984431956	-5.63482711737519	gain
2.17177187289928	-5.53697250311737	gain
4.42560063686107	-4.16881201689606	gain
3.87319480266307	-3.99176142638093	gain
3.71277200069163	-5.03573987906342	gain
4.77307044353221	-5.57462261145478	gain
5.61137639369701	-3.90284011786347	gain
2.48046838130687	-6.15823123877411	gain
2.50845586147044	-4.74275062506562	gain
2.39311038341258	-5.70143888419037	neutral
5.76091014232371	-4.16027400915986	gain
4.60487424220775	-4.1631073755539	gain
5.96901761378978	-4.22191546385651	gain
0.999257195851547	-3.1296007437027	gain
5.88236724223827	-3.7201769155777	neutral
6.00289069499705	-3.81269739096528	gain
2.70624171581004	-2.14521489565735	gain
6.13801442470286	-4.56056569044953	neutral
3.50553332652782	-4.36720488493805	gain
6.06926976527904	-3.74413488333588	gain
0.267940033337814	-3.03657434409028	gain
4.20591889705394	-3.54365203802948	gain
4.70459758128856	-6.25733612006073	gain
5.54799376811717	-4.01772783224945	gain
2.22879062976573	-5.01591155951386	gain
5.06354247417186	-4.19570444052582	gain
5.34764348354076	-5.88462541525727	gain
0.918783296010238	-0.324246655157857	gain
2.47211800899242	-5.33645008032685	gain
3.33420621242259	-3.8407835764206	gain
4.852982152364	-4.84133861487275	gain
3.7626067289326	-3.3693103594101	gain
5.19703685130809	-4.22985432570343	gain
2.99757586803172	-2.33109078829651	gain
4.28346167888377	-5.2120084566391	gain
6.07043277110789	-4.25074956839447	gain
3.59183751430247	-3.97406647627717	gain
2.42279683437083	-4.83274457877045	gain
3.00937758769725	-4.18856380408173	gain
5.19487773265575	-6.3082318109787	gain
4.6601897367451	-4.71617076819306	gain
3.86672936763499	-2.5901458067215	gain
6.16339408244823	-4.35653589194184	gain
5.4223967679951	-3.82946942274933	gain
4.32108603801463	-5.54063365881806	gain
5.22666941966746	-4.663106183461	gain
4.86876260127757	-3.51314781134491	gain
4.20400058116649	-3.31312892859345	gain
4.61163913097118	-6.18866060202485	gain
6.11253081645702	-4.86338899557953	gain
4.77174578990672	-4.05272410338288	gain
3.37842713680003	-3.54399917548066	gain
6.05263625468944	-4.01100514357453	gain
4.66743623103831	-3.59386394446259	gain
0.972252715489608	-3.10477421706086	gain
3.70309554424022	-4.6507873338974	gain
4.37365161266063	-5.87644002859955	gain
2.12707983340953	-5.05104873602753	neutral
6.13896428432201	-3.48085139220124	gain
4.50501643504832	-4.17642281477814	gain
5.58593760814403	-6.06447599356537	gain
2.04605089511607	0.852060218402095	gain
4.3251067289326	-4.88059995596772	gain
-0.414278518297928	-0.48241237824326	gain
2.65741883601878	-5.072365741185	gain
5.77635537471507	-4.04448721831208	gain
3.99395572032664	-2.650277475766	gain
3.03970395412181	-2.72224209730988	gain
5.42596207942699	-4.14998004858857	gain
2.04512940730785	-5.62333534186249	gain
5.92902671184276	-3.81513688986664	gain
2.95077763881419	-3.85343954985505	gain
1.53984080638621	-0.273061732701115	gain
6.19789038982127	-4.29004953329926	gain
3.01821719493602	-3.77907011931305	gain
4.24681722011302	-5.58923528616791	gain
4.54286395396922	-3.81519768660431	gain
3.02840434398387	-2.99386928503876	gain
2.50394450511668	-5.24010513251191	gain
2.62863551463817	-5.82048175757294	gain
2.47677670802806	-4.91145990317231	gain
5.67924510326121	-4.00055048888092	gain
2.1122583040211	-5.58089778845673	gain
6.06249772395824	-4.19686363165741	gain
4.60028420772288	-5.42308137839203	gain
4.37783061351512	-3.80640051787262	gain
5.27863131847118	-3.41464565222626	gain
3.32424365367625	-5.77447889273529	gain
3.08502589549754	-3.87004611914521	gain
3.22565995540355	-4.61759732191925	gain
6.17824088420604	-3.83996246283417	gain
3.27580510463451	-3.4643187326706	gain
0.310663450619918	-2.76142619078522	gain
6.09559832896922	-3.64544961874848	gain
3.32664309825633	-3.49926135962372	gain
3.76856576289867	-2.19051716750031	gain
3.42561541881297	-5.68213460867768	gain
5.2619234212849	-4.38143084471589	gain
3.26067124690745	-3.65497324889069	gain
2.24445401515697	-5.44855640356904	gain
2.27973018970225	-5.60308263724213	neutral
3.28329144801829	-3.18960354750519	gain
4.85782872523997	-5.59597680991059	gain
2.33603249873851	-0.965436722091489	gain
6.29407845821117	-4.1625072759903	gain
4.21169959392284	-5.18287465994721	gain
2.10416280116771	-5.81984947150116	gain
2.58685361232494	-5.80157707159882	gain
4.55250083293651	-5.13161228125458	gain
3.75262223567699	-4.12990901892548	gain
5.75105964030955	-4.51325486128693	gain
2.95891343440745	-2.57645605032807	gain
3.94318257655833	-2.30730901186829	gain
2.65662013377879	-4.26385257666474	gain
5.74564753856395	-4.70676205580597	gain
2.69874869670604	-6.17141006415253	neutral
4.22770081844066	-5.4896340173996	gain
2.94525252666209	-5.93329475348359	gain
2.12097393359874	-4.99355218832856	gain
6.36211596812938	-4.64329479163056	gain
4.74647675838206	-4.01507494871979	gain
6.03825627650951	-4.37184427206879	neutral
4.11243831004832	-4.36548564856415	gain
5.56861316051219	-3.95658729498749	gain
3.74489222850536	-2.12160633032685	gain
3.00241814937328	-3.54497883742218	gain
2.78149758662913	-2.10988400404816	gain
2.12052570667003	-5.67737338965302	gain
5.6896930822346	-4.80430577223664	gain
3.74973784770702	-4.2385308546341	gain
4.40727292384837	-2.83809326117402	gain
6.32834969844554	-4.23219964926606	neutral
1.67670141544078	-2.91079495375519	gain
5.06810580577586	-4.63704345648652	gain
3.4444185384724	-5.53627727454071	gain
5.46428119029735	-4.82114074652558	gain
4.99088727321361	-4.00587819044953	gain
2.59231768932078	-6.0221276087082	gain
3.5101824888203	-5.84673593466645	gain
4.10372744884227	-3.34230993216401	gain
3.91704665508006	-2.97199366515046	gain
5.45906459178661	-4.61298368399506	gain
4.61752663936351	-3.83987591688996	gain
5.81734048213695	-4.13053462927704	gain
2.92517482127879	-5.81296108191376	gain
5.77842007961009	-5.96081493323212	gain
3.62899648036693	-3.56965063040619	gain
6.15752326335643	-3.96140335028534	gain
4.83436881389354	-5.63602779333954	gain
4.31271182384227	-5.04147575323945	gain
1.01710378017162	-0.100529353073888	gain
5.46498690929149	-4.51841686194306	neutral
4.08301888789867	-5.46234748785859	gain
5.91739617671703	-3.98442409460907	gain
3.66544495906566	-3.80059168761139	gain
2.53184806194041	-5.16115472739106	gain
5.66758500423167	-3.84803770010834	gain
5.11517106380199	-4.49092004721528	gain
5.21887790050243	-6.02597663824921	gain
5.94172583904002	-4.0121531290329	gain
5.93351327266429	-3.77242110197907	neutral
6.15750371303294	-4.74679658835297	gain
4.14847289409373	-5.71520755713349	gain
2.28524838771556	-5.04117105429535	gain
1.21725999202464	-3.05506346648102	gain
4.81290971126292	-5.25595806067353	gain
6.28616534557078	-4.03366730635529	gain
0.321909774205429	-2.54857705061799	gain
2.91873990382884	-4.24868128722077	gain
6.00991402950023	-4.96310232108002	gain
3.47132550563548	-3.88097594206696	gain
4.41031323756908	-4.93935344641571	gain
3.04842959727977	-3.90735147421723	gain
5.63135825481151	-4.65805838530426	gain
2.93591367091869	-5.4764389795578	gain
4.06000815715526	-3.64334891264801	gain
3.01790534343455	-5.77037857001191	gain
2.63702784862254	-5.38986585562592	gain
4.23866902675365	-5.72506330435639	gain
2.79947244014476	-5.95019576971894	neutral
3.07563363399242	-4.03289530699616	neutral
6.47135506953929	-4.1839277548111	gain
2.82208644237254	-4.43805025046235	gain
4.09358702983592	-3.51268504088288	gain
5.14112197246287	-4.0305321020401	gain
3.82872449245189	-4.03925059264069	gain
4.31048165645335	-3.77245233481293	gain
3.88829146709178	-3.23349831526642	gain
0.790990937611801	-2.87758920615082	gain
4.37377749767039	-6.01103780691987	gain
6.36298476543162	-4.16797039931183	gain
5.00837527599071	-5.76823232596283	gain
6.17510663356517	-3.81648657744294	neutral
5.77240287151073	-4.22552106802826	gain
3.14494048442577	-3.24195859854584	gain
6.29486428584788	-4.79245350783234	gain
5.7779294141743	-4.52248857443695	gain
5.75360881175731	-6.00155303900605	gain
6.23353492107127	-3.80767319624787	gain
4.82599459972118	-4.12326643889313	gain
5.6553503164265	-5.67600868170624	gain
4.27947007503245	-3.95194004004364	gain
4.13860522594188	-4.95899579947358	gain
1.15151177730296	-3.08647606795197	gain
5.78757344569896	-4.2845308584488	gain
6.14478646602367	-4.52211831038361	gain
3.51301537837718	-4.29327891295319	gain
3.80103885020946	-5.24798200552826	gain
4.04555140819286	-3.78819940512543	gain
2.34751545276378	0.556369920321651	gain
2.39772855128978	-1.78556875412827	gain
4.15998517360423	-4.45864031737214	gain
5.30907641734813	-4.64976451819306	gain
5.70227347697948	-4.45590565626984	gain
6.17299710597728	-4.37876604025727	gain
2.73442803706859	-5.94645688956147	gain
5.18813525523875	-4.16460082953339	neutral
2.63330851878856	-5.62542627280121	gain
3.14700375880931	-4.05018732970124	gain
5.51781569804881	-4.03795359557038	gain
5.60744296397899	-3.90079114859467	gain
4.57914220180247	-5.43153045599823	neutral
2.49548922862743	-6.03918359701996	gain
4.68693314876292	-3.11987207358246	gain
4.51344024028514	-3.31547329848176	gain
5.16508017863963	-5.39373634283905	gain
5.03617917384837	-4.61001441901093	gain
6.35105429973338	-4.06172607367402	gain
-1.34449876461293	0.262559791156001	gain
4.14915143336986	-5.13466070120697	gain
6.18871699657176	-3.87351725523835	gain
3.77115117397044	-4.65169141714936	gain
5.72144519176219	-4.25242350523835	gain
3.31493483867381	-3.5761499208725	gain
1.27285348262523	1.69037248665924	neutral
2.58115683879588	-0.478325168541722	neutral
-2.21665353689458	3.35557128960723	neutral
-1.19461918983723	3.2884421544754	neutral
0.615173686406356	2.00683786446685	neutral
-4.09574855480458	-2.49715922301178	gain
-1.66266787786152	4.49447538430328	neutral
-1.00608564529683	2.07988264138336	neutral
-1.60538589570786	0.871331115313716	neutral
0.813111651799423	-3.12558434431916	neutral
5.36914502467845	-5.32407138769989	gain
2.73919640865062	-5.9177346033371	gain
4.20359336223338	-5.31581066077118	gain
-3.09953082714345	6.18645431573028	neutral
-2.32628453884389	4.62418987328643	neutral
-0.792961250880021	1.77325703675384	neutral
-0.779237460234421	3.60566093499298	neutral
-3.17161000881459	2.39130475098724	neutral
1.23526488628123	-1.06261367624169	neutral
-2.71688855800893	1.98433854157562	neutral
1.80864631023143	0.848941107340999	neutral
-0.468749415018815	2.49608733231658	neutral
-2.11023680482175	5.83643247658844	neutral
5.37796698894237	-5.50535343115693	gain
-0.457658421137589	1.20467092568511	neutral
3.81449090327953	-5.10348508780365	gain
-3.64442385349538	-2.42235598986512	gain
-0.017185460665482	-1.25853205745583	neutral
-0.361150037386673	2.21250512177581	neutral
-1.99744514737393	1.77696897561187	neutral
5.39513598766063	-5.30546567862397	gain
-0.101611029246109	3.66503955895538	neutral
-1.36653323087956	6.06208993966217	neutral
0.27669822063182	0.37756623799438	neutral
1.29342829074596	-3.34987852995759	gain
-1.89838270459439	6.31911851937408	neutral
-0.274813901522416	1.30824925477142	neutral
1.29917632426952	0.644543548175044	neutral
-5.2346073499706	-2.68416569655304	gain
-4.09569204960133	-3.36136148398285	gain
-0.323644410708207	-0.443581054858022	neutral
0.4732156881306	-0.142569283894353	neutral
1.84867917384837	0.276226420947261	neutral
1.1476803907368	-2.32682571833497	neutral
0.557386029622299	2.31884147698516	neutral
-3.35480571899678	5.24192430550689	neutral
-3.72244895611073	-2.41471121733551	gain
-0.183408867457169	0.530968447276302	neutral
-4.20941389713551	-2.61234269564515	gain
-4.4418701044109	-1.46673522417908	gain
-1.76170309994485	4.95970871026153	neutral
-2.31408704433705	5.79728414589996	neutral
-1.88358072552945	3.63082744652862	neutral
1.74891268100475	0.986281891413875	neutral
-0.905539940932053	2.96261217171783	neutral
-4.38672603283193	-2.40681848948365	gain
-1.67528497044112	1.44624402100677	neutral
-3.93678034458424	3.49568845803375	neutral
-1.7233182078984	6.1849904256546	neutral
-4.40654982242848	-2.02930996840363	gain
1.60551892604564	-3.44561813300019	neutral
-4.23869432125356	-2.81637452071076	gain
-3.69555343303944	-3.10923192923432	neutral
0.544311154744369	2.22641493851776	neutral
-3.28423608455922	4.25617458397979	neutral
0.351907003781539	-1.20429296319848	neutral
-4.8085430971172	-3.12183449690705	gain
-2.84883607540395	-2.52599165861969	neutral
2.72610293712352	-1.81035564368134	neutral
-1.65672854695584	2.8534667688095	neutral
-2.33096648369099	5.98949625069732	neutral
-1.00634516392018	3.45826437050933	neutral
-3.44105363998677	-2.75545690482026	gain
-0.908038329222458	4.7140751081192	neutral
-0.621554743387955	1.57454015786285	neutral
-2.47525663290288	3.59108211571807	neutral
1.51838885631297	-0.607233281186871	neutral
-3.24874247226979	-2.57869277422791	gain
-4.12049187336232	5.19586803490753	neutral
-2.02526484046246	5.12330247933502	neutral
5.4055396207783	-5.08232829993134	gain
-3.41087771568562	2.40527083451385	neutral
-0.500042449572342	3.09807326371307	neutral
-2.91413403663899	-2.89617441122895	gain
-0.781105231383103	2.90143611008758	neutral
-3.63677371654775	5.11170818383331	neutral
-0.71944845829274	3.7712826925003	neutral
1.41046964015697	1.36262418801422	neutral
0.893796313664657	1.74887063080902	neutral
-4.60936463985707	-1.52834300225144	gain
-1.6716783567157	2.03303839738006	gain
-2.13325191650655	2.76097228104705	neutral
4.91190253581737	-5.69567678397065	neutral
-0.284268509485978	3.70606710488433	neutral
0.180952895543319	-3.00897238676911	neutral
5.39600669231151	-5.59668014471894	gain
2.81000672664378	-6.20427225058442	neutral
-3.54764569912221	5.05704166466827	neutral
-2.00304244075086	6.11747362191314	neutral
5.21469508495067	-5.1036853594101	gain
2.77079831447337	-5.84920833533173	gain
1.44903217639659	1.09177043015594	neutral
-1.85240098450448	0.491922517367549	neutral
-4.13391460094716	4.6640992360794	neutral
-0.826735984423417	5.20334245736236	neutral
-0.721370052435654	-0.636814887574963	neutral
-2.00837529812123	-2.49348066275483	gain
-4.08123267803456	-2.23158262198334	gain
-1.18251688394811	0.145539303370662	neutral
-1.6888230330136	4.40048076684112	neutral
-1.53129827592637	6.28237773949737	neutral
4.07185183849071	-2.68188140814667	gain
-0.884705673792618	2.73242141778106	neutral
0.738290656468612	-0.524886141470723	neutral
-0.809355210402268	1.13527538354034	neutral
-2.64014221344258	2.92127277428741	neutral
-2.32312221441533	3.36553718621368	neutral
-1.13349179539945	3.42983867699737	neutral
-3.1439375988033	2.6332428651535	neutral
-1.82218113158013	5.79308607155914	neutral
-2.7783005348232	3.25147773797149	neutral
-4.23267377529408	-1.52751551096802	gain
0.791547406575424	1.09483267838592	neutral
-2.12984753761556	1.92079689080352	neutral
0.0103700050327602	3.8220491605484	neutral
-1.19894612942006	0.940383096286006	neutral
1.85573326434825	0.475914855548091	neutral
-0.877655934431809	5.37289716775055	neutral
-4.43823350582387	-3.41569469397431	gain
-3.47835923347737	4.03336669976348	neutral
-2.33207864675786	5.90971090371246	neutral
-3.58551169548299	-2.72885523264771	gain
-1.85503124807145	5.77808525139923	neutral
1.05747519817088	2.01927902276153	neutral
1.37323366489146	-0.409083644799046	neutral
1.23214565601085	-0.0502478880203293	neutral
5.20652877177928	-6.16676900809174	gain
1.10525165881847	0.773699064799495	neutral
3.97627602901195	-5.44901130621796	gain
-2.44574869785573	4.61019279534454	neutral
-2.64482260856892	-2.49733994429474	gain
-4.33602656040456	-1.03859386866456	gain
-1.75812022004392	4.97891332680816	neutral
-2.24751008663442	2.77851464326019	neutral
-3.00776578102376	3.55010463769073	neutral
-2.54518253717687	4.09039737755889	neutral
-1.29551307473447	5.58810522133941	neutral
-3.88275231037404	4.79645635659332	neutral
-1.87320766959454	5.87302162224884	neutral
1.71368156757091	-0.840447033695035	gain
0.273104656598312	2.73712112481231	neutral
5.1815692075703	-5.12757442419892	gain
-2.9076094738033	-2.45479653303986	gain
4.83627234782909	-5.82944868033295	gain
0.4417215475056	-3.22830293600922	neutral
-2.43161226425435	2.55099536950225	neutral
1.83306800212596	0.820809979983516	neutral
-4.14082659397389	-2.04083619540101	gain
-2.61611742887761	3.06088926369781	neutral
1.30843626346324	-1.33113835280304	gain
-0.128468762972611	2.26798655564422	neutral
1.50263296451305	0.914436121531673	neutral
-4.32970799122121	-3.38186357443696	gain
-0.797944974043625	2.75017287308807	neutral
-1.97108645353581	3.23202135140533	neutral
-3.4287231079128	3.74892570550079	neutral
-0.327081572153824	2.67105557496185	neutral
1.59955750789378	1.40406229073638	neutral
0.364488709828598	0.460132737704463	neutral
2.57628260936473	-6.09358594839936	neutral
-1.68699230615165	5.1181221204483	neutral
-4.01607359562184	3.93987752968902	neutral
-1.85971214983727	5.47624017769928	neutral
5.51145659770702	-5.13279817526703	gain
-2.38744265947606	5.48844768578643	gain
-3.84726513538625	-3.31349966948395	gain
0.372164476773483	0.0527892308914139	neutral
-2.45463986311223	3.79594852501983	neutral
-1.04935843858983	2.73610689217681	neutral
-3.11140264187123	2.67724897439117	neutral
-2.44891608867909	6.32905723626251	neutral
-1.96194441232945	3.87468435341949	neutral
0.787406552693588	-1.02898260479336	neutral
1.36149894084666	-0.230191926411443	neutral
-2.58918614301946	2.99265267426605	neutral
-4.25398505840566	-1.66985980694657	neutral
-2.34824473772313	4.86211492592926	neutral
-2.44531954441335	5.08092596108551	neutral
-1.38484356913831	5.28430034691925	neutral
-4.52638829860951	-2.17876360838776	gain
1.76752435054515	-0.433425913504414	neutral
-1.82223443303372	5.11556722695465	neutral
-0.763593029120224	3.12995316559906	neutral
-2.78227103863026	3.60777046258087	neutral
-0.243926774599808	1.62843634659881	neutral
3.52663766231273	-1.96087263052826	neutral
