V1	variable	value	id_sample_cell_group	aliquot	cell_group.columnname	x_plot	cell_group	id_sample
PCSK6	SCT.CPT0000890002_Proximal.tubule	0.0194610778443114	CPT0000890002_Proximal.tubule	CPT0000890002	Proximal.tubule	0.0194610778443114	Proximal tubule	C3L-00088-N
CP	SCT.CPT0000890002_Loop.of.Henle	0.0108108108108108	CPT0000890002_Loop.of.Henle	CPT0000890002	Loop.of.Henle	0.0108108108108108	Loop of Henle	C3L-00088-N
CA9	SCT.CPT0000890002_Loop.of.Henle	0	CPT0000890002_Loop.of.Henle	CPT0000890002	Loop.of.Henle	0	Loop of Henle	C3L-00088-N
PCSK6	SCT.CPT0000890002_Loop.of.Henle	0.0216216216216216	CPT0000890002_Loop.of.Henle	CPT0000890002	Loop.of.Henle	0.0216216216216216	Loop of Henle	C3L-00088-N
CP	SCT.CPT0000890002_Myofibroblasts	0.142857142857143	CPT0000890002_Myofibroblasts	CPT0000890002	Myofibroblasts	0.142857142857143	Myofibroblasts	C3L-00088-N
CA9	SCT.CPT0000890002_Myofibroblasts	0	CPT0000890002_Myofibroblasts	CPT0000890002	Myofibroblasts	0	Myofibroblasts	C3L-00088-N
PCSK6	SCT.CPT0000890002_Myofibroblasts	0	CPT0000890002_Myofibroblasts	CPT0000890002	Myofibroblasts	0	Myofibroblasts	C3L-00088-N
CP	SCT.CPT0000890002_Principle.cells	0.012987012987013	CPT0000890002_Principle.cells	CPT0000890002	Principle.cells	0.012987012987013	Principle cells	C3L-00088-N
CA9	SCT.CPT0000890002_Principle.cells	0	CPT0000890002_Principle.cells	CPT0000890002	Principle.cells	0	Principle cells	C3L-00088-N
PCSK6	SCT.CPT0000890002_Principle.cells	0.038961038961039	CPT0000890002_Principle.cells	CPT0000890002	Principle.cells	0.038961038961039	Principle cells	C3L-00088-N
CP	SCT.CPT0000890002_Distal.convoluted.tubule	0	CPT0000890002_Distal.convoluted.tubule	CPT0000890002	Distal.convoluted.tubule	0	Distal convoluted tubule	C3L-00088-N
CA9	SCT.CPT0000890002_Distal.convoluted.tubule	0	CPT0000890002_Distal.convoluted.tubule	CPT0000890002	Distal.convoluted.tubule	0	Distal convoluted tubule	C3L-00088-N
PCSK6	SCT.CPT0000890002_Distal.convoluted.tubule	0.0375	CPT0000890002_Distal.convoluted.tubule	CPT0000890002	Distal.convoluted.tubule	0.0375	Distal convoluted tubule	C3L-00088-N
CP	SCT.CPT0000890002_Intercalated.cells	0	CPT0000890002_Intercalated.cells	CPT0000890002	Intercalated.cells	0	Intercalated cells	C3L-00088-N
CA9	SCT.CPT0000890002_Intercalated.cells	0	CPT0000890002_Intercalated.cells	CPT0000890002	Intercalated.cells	0	Intercalated cells	C3L-00088-N
PCSK6	SCT.CPT0000890002_Intercalated.cells	0.162162162162162	CPT0000890002_Intercalated.cells	CPT0000890002	Intercalated.cells	0.162162162162162	Intercalated cells	C3L-00088-N
CP	SCT.CPT0001180011_Tumor.cells	3.12296663909558	CPT0001180011_Tumor.cells	CPT0001180011	Tumor.cells	3.12296663909558	Tumor cells	C3L-00096-T1
CA9	SCT.CPT0001180011_Tumor.cells	0.0832644058450513	CPT0001180011_Tumor.cells	CPT0001180011	Tumor.cells	0.0832644058450513	Tumor cells	C3L-00096-T1
PCSK6	SCT.CPT0001180011_Tumor.cells	2.47752963881989	CPT0001180011_Tumor.cells	CPT0001180011	Tumor.cells	2.47752963881989	Tumor cells	C3L-00096-T1
CP	SCT.CPT0001180011_Macrophages	0.357466063348415	CPT0001180011_Macrophages	CPT0001180011	Macrophages	0.357466063348415	Macrophages	C3L-00096-T1
CA9	SCT.CPT0001180011_Macrophages	0.00339366515837104	CPT0001180011_Macrophages	CPT0001180011	Macrophages	0.00339366515837104	Macrophages	C3L-00096-T1
PCSK6	SCT.CPT0001180011_Macrophages	0.100678733031674	CPT0001180011_Macrophages	CPT0001180011	Macrophages	0.100678733031674	Macrophages	C3L-00096-T1
CP	SCT.CPT0001180011_B.cells	0.5	CPT0001180011_B.cells	CPT0001180011	B.cells	0.5	B-cells	C3L-00096-T1
CA9	SCT.CPT0001180011_B.cells	0	CPT0001180011_B.cells	CPT0001180011	B.cells	0	B-cells	C3L-00096-T1
PCSK6	SCT.CPT0001180011_B.cells	0.113636363636364	CPT0001180011_B.cells	CPT0001180011	B.cells	0.113636363636364	B-cells	C3L-00096-T1
CP	SCT.CPT0001180011_Myofibroblasts	0.181818181818182	CPT0001180011_Myofibroblasts	CPT0001180011	Myofibroblasts	0.181818181818182	Myofibroblasts	C3L-00096-T1
CA9	SCT.CPT0001180011_Myofibroblasts	0	CPT0001180011_Myofibroblasts	CPT0001180011	Myofibroblasts	0	Myofibroblasts	C3L-00096-T1
PCSK6	SCT.CPT0001180011_Myofibroblasts	0.454545454545454	CPT0001180011_Myofibroblasts	CPT0001180011	Myofibroblasts	0.454545454545454	Myofibroblasts	C3L-00096-T1
CP	SCT.CPT0001180011_Endothelial.cells	0.846153846153846	CPT0001180011_Endothelial.cells	CPT0001180011	Endothelial.cells	0.846153846153846	Endothelial cells	C3L-00096-T1
CA9	SCT.CPT0001180011_Endothelial.cells	0	CPT0001180011_Endothelial.cells	CPT0001180011	Endothelial.cells	0	Endothelial cells	C3L-00096-T1
PCSK6	SCT.CPT0001180011_Endothelial.cells	0.230769230769231	CPT0001180011_Endothelial.cells	CPT0001180011	Endothelial.cells	0.230769230769231	Endothelial cells	C3L-00096-T1
CP	SCT.CPT0001180011_Loop.of.Henle	0.666666666666667	CPT0001180011_Loop.of.Henle	CPT0001180011	Loop.of.Henle	0.666666666666667	Loop of Henle	C3L-00096-T1
CA9	SCT.CPT0001180011_Loop.of.Henle	0	CPT0001180011_Loop.of.Henle	CPT0001180011	Loop.of.Henle	0	Loop of Henle	C3L-00096-T1
PCSK6	SCT.CPT0001180011_Loop.of.Henle	0.166666666666667	CPT0001180011_Loop.of.Henle	CPT0001180011	Loop.of.Henle	0.166666666666667	Loop of Henle	C3L-00096-T1
CP	SCT.CPT0001180011_CD4..T.cells	0.7	CPT0001180011_CD4..T.cells	CPT0001180011	CD4..T.cells	0.7	CD4+ T-cells	C3L-00096-T1
CA9	SCT.CPT0001180011_CD4..T.cells	0	CPT0001180011_CD4..T.cells	CPT0001180011	CD4..T.cells	0	CD4+ T-cells	C3L-00096-T1
PCSK6	SCT.CPT0001180011_CD4..T.cells	0.1	CPT0001180011_CD4..T.cells	CPT0001180011	CD4..T.cells	0.1	CD4+ T-cells	C3L-00096-T1
CP	SCT.CPT0001220012_Macrophages	0.0957095709570957	CPT0001220012_Macrophages	CPT0001220012	Macrophages	0.0957095709570957	Macrophages	C3L-00010-T1
CA9	SCT.CPT0001220012_Macrophages	0.0165016501650165	CPT0001220012_Macrophages	CPT0001220012	Macrophages	0.0165016501650165	Macrophages	C3L-00010-T1
PCSK6	SCT.CPT0001220012_Macrophages	0.0825082508250825	CPT0001220012_Macrophages	CPT0001220012	Macrophages	0.0825082508250825	Macrophages	C3L-00010-T1
CP	SCT.CPT0001220012_NK.cells	0.0377358490566038	CPT0001220012_NK.cells	CPT0001220012	NK.cells	0.0377358490566038	NK cells	C3L-00010-T1
CA9	SCT.CPT0001220012_NK.cells	0.00943396226415094	CPT0001220012_NK.cells	CPT0001220012	NK.cells	0.00943396226415094	NK cells	C3L-00010-T1
PCSK6	SCT.CPT0001220012_NK.cells	0.0754716981132075	CPT0001220012_NK.cells	CPT0001220012	NK.cells	0.0754716981132075	NK cells	C3L-00010-T1
CP	SCT.CPT0001220012_Tumor.cells	1.93022062596206	CPT0001220012_Tumor.cells	CPT0001220012	Tumor.cells	1.93022062596206	Tumor cells	C3L-00010-T1
CA9	SCT.CPT0001220012_Tumor.cells	0.774499743458198	CPT0001220012_Tumor.cells	CPT0001220012	Tumor.cells	0.774499743458198	Tumor cells	C3L-00010-T1
PCSK6	SCT.CPT0001220012_Tumor.cells	2.21446895844028	CPT0001220012_Tumor.cells	CPT0001220012	Tumor.cells	2.21446895844028	Tumor cells	C3L-00010-T1
CP	SCT.CPT0001220012_CD4..T.cells	0.0578947368421053	CPT0001220012_CD4..T.cells	CPT0001220012	CD4..T.cells	0.0578947368421053	CD4+ T-cells	C3L-00010-T1
CA9	SCT.CPT0001220012_CD4..T.cells	0.0368421052631579	CPT0001220012_CD4..T.cells	CPT0001220012	CD4..T.cells	0.0368421052631579	CD4+ T-cells	C3L-00010-T1
PCSK6	SCT.CPT0001220012_CD4..T.cells	0.0368421052631579	CPT0001220012_CD4..T.cells	CPT0001220012	CD4..T.cells	0.0368421052631579	CD4+ T-cells	C3L-00010-T1
CP	SCT.CPT0001220012_B.cells	0.111111111111111	CPT0001220012_B.cells	CPT0001220012	B.cells	0.111111111111111	B-cells	C3L-00010-T1
CA9	SCT.CPT0001220012_B.cells	0	CPT0001220012_B.cells	CPT0001220012	B.cells	0	B-cells	C3L-00010-T1
PCSK6	SCT.CPT0001220012_B.cells	0	CPT0001220012_B.cells	CPT0001220012	B.cells	0	B-cells	C3L-00010-T1
CP	SCT.CPT0001220012_Endothelial.cells	0.0444444444444444	CPT0001220012_Endothelial.cells	CPT0001220012	Endothelial.cells	0.0444444444444444	Endothelial cells	C3L-00010-T1
CA9	SCT.CPT0001220012_Endothelial.cells	0.0333333333333333	CPT0001220012_Endothelial.cells	CPT0001220012	Endothelial.cells	0.0333333333333333	Endothelial cells	C3L-00010-T1
PCSK6	SCT.CPT0001220012_Endothelial.cells	0.711111111111111	CPT0001220012_Endothelial.cells	CPT0001220012	Endothelial.cells	0.711111111111111	Endothelial cells	C3L-00010-T1
CP	SCT.CPT0001220012_CD8..T.cells	0.285714285714286	CPT0001220012_CD8..T.cells	CPT0001220012	CD8..T.cells	0.285714285714286	CD8+ T-cells	C3L-00010-T1
CA9	SCT.CPT0001220012_CD8..T.cells	0.0714285714285714	CPT0001220012_CD8..T.cells	CPT0001220012	CD8..T.cells	0.0714285714285714	CD8+ T-cells	C3L-00010-T1
PCSK6	SCT.CPT0001220012_CD8..T.cells	0	CPT0001220012_CD8..T.cells	CPT0001220012	CD8..T.cells	0	CD8+ T-cells	C3L-00010-T1
CP	SCT.CPT0001220012_Fibroblasts	1.27272727272727	CPT0001220012_Fibroblasts	CPT0001220012	Fibroblasts	1.27272727272727	Fibroblasts	C3L-00010-T1
CA9	SCT.CPT0001220012_Fibroblasts	1.09090909090909	CPT0001220012_Fibroblasts	CPT0001220012	Fibroblasts	1.09090909090909	Fibroblasts	C3L-00010-T1
PCSK6	SCT.CPT0001220012_Fibroblasts	1.72727272727273	CPT0001220012_Fibroblasts	CPT0001220012	Fibroblasts	1.72727272727273	Fibroblasts	C3L-00010-T1
CP	SCT.CPT0001260013_Tumor.cells	2.59683098591551	CPT0001260013_Tumor.cells	CPT0001260013	Tumor.cells	2.59683098591551	Tumor cells	C3L-00079-T1
CA9	SCT.CPT0001260013_Tumor.cells	0.66329225352113	CPT0001260013_Tumor.cells	CPT0001260013	Tumor.cells	0.66329225352113	Tumor cells	C3L-00079-T1
PCSK6	SCT.CPT0001260013_Tumor.cells	4.41813380281693	CPT0001260013_Tumor.cells	CPT0001260013	Tumor.cells	4.41813380281693	Tumor cells	C3L-00079-T1
CP	SCT.CPT0001260013_Macrophages	0.116751269035533	CPT0001260013_Macrophages	CPT0001260013	Macrophages	0.116751269035533	Macrophages	C3L-00079-T1
CA9	SCT.CPT0001260013_Macrophages	0.0406091370558376	CPT0001260013_Macrophages	CPT0001260013	Macrophages	0.0406091370558376	Macrophages	C3L-00079-T1
PCSK6	SCT.CPT0001260013_Macrophages	0.123096446700508	CPT0001260013_Macrophages	CPT0001260013	Macrophages	0.123096446700508	Macrophages	C3L-00079-T1
CP	SCT.CPT0001260013_CD4..T.cells	0.0496688741721854	CPT0001260013_CD4..T.cells	CPT0001260013	CD4..T.cells	0.0496688741721854	CD4+ T-cells	C3L-00079-T1
CA9	SCT.CPT0001260013_CD4..T.cells	0	CPT0001260013_CD4..T.cells	CPT0001260013	CD4..T.cells	0	CD4+ T-cells	C3L-00079-T1
PCSK6	SCT.CPT0001260013_CD4..T.cells	0.0463576158940397	CPT0001260013_CD4..T.cells	CPT0001260013	CD4..T.cells	0.0463576158940397	CD4+ T-cells	C3L-00079-T1
CP	SCT.CPT0001260013_Fibroblasts	0.538461538461538	CPT0001260013_Fibroblasts	CPT0001260013	Fibroblasts	0.538461538461538	Fibroblasts	C3L-00079-T1
CA9	SCT.CPT0001260013_Fibroblasts	0.326923076923077	CPT0001260013_Fibroblasts	CPT0001260013	Fibroblasts	0.326923076923077	Fibroblasts	C3L-00079-T1
PCSK6	SCT.CPT0001260013_Fibroblasts	0.846153846153846	CPT0001260013_Fibroblasts	CPT0001260013	Fibroblasts	0.846153846153846	Fibroblasts	C3L-00079-T1
CP	SCT.CPT0001260013_B.cells	0	CPT0001260013_B.cells	CPT0001260013	B.cells	0	B-cells	C3L-00079-T1
CA9	SCT.CPT0001260013_B.cells	0	CPT0001260013_B.cells	CPT0001260013	B.cells	0	B-cells	C3L-00079-T1
PCSK6	SCT.CPT0001260013_B.cells	0.15	CPT0001260013_B.cells	CPT0001260013	B.cells	0.15	B-cells	C3L-00079-T1
CP	SCT.CPT0001260013_Endothelial.cells	0.25531914893617	CPT0001260013_Endothelial.cells	CPT0001260013	Endothelial.cells	0.25531914893617	Endothelial cells	C3L-00079-T1
CA9	SCT.CPT0001260013_Endothelial.cells	0.106382978723404	CPT0001260013_Endothelial.cells	CPT0001260013	Endothelial.cells	0.106382978723404	Endothelial cells	C3L-00079-T1
PCSK6	SCT.CPT0001260013_Endothelial.cells	0.595744680851064	CPT0001260013_Endothelial.cells	CPT0001260013	Endothelial.cells	0.595744680851064	Endothelial cells	C3L-00079-T1
CP	SCT.CPT0001260013_CD8..T.cells	0.11063829787234	CPT0001260013_CD8..T.cells	CPT0001260013	CD8..T.cells	0.11063829787234	CD8+ T-cells	C3L-00079-T1
CA9	SCT.CPT0001260013_CD8..T.cells	0.0170212765957447	CPT0001260013_CD8..T.cells	CPT0001260013	CD8..T.cells	0.0170212765957447	CD8+ T-cells	C3L-00079-T1
PCSK6	SCT.CPT0001260013_CD8..T.cells	0.025531914893617	CPT0001260013_CD8..T.cells	CPT0001260013	CD8..T.cells	0.025531914893617	CD8+ T-cells	C3L-00079-T1
CP	SCT.CPT0001260013_NK.cells	0.171428571428571	CPT0001260013_NK.cells	CPT0001260013	NK.cells	0.171428571428571	NK cells	C3L-00079-T1
CA9	SCT.CPT0001260013_NK.cells	0.0285714285714286	CPT0001260013_NK.cells	CPT0001260013	NK.cells	0.0285714285714286	NK cells	C3L-00079-T1
PCSK6	SCT.CPT0001260013_NK.cells	0.0714285714285714	CPT0001260013_NK.cells	CPT0001260013	NK.cells	0.0714285714285714	NK cells	C3L-00079-T1
CP	SCT.CPT0001260013_DC	0	CPT0001260013_DC	CPT0001260013	DC	0	DC	C3L-00079-T1
CA9	SCT.CPT0001260013_DC	0.1	CPT0001260013_DC	CPT0001260013	DC	0.1	DC	C3L-00079-T1
PCSK6	SCT.CPT0001260013_DC	0.05	CPT0001260013_DC	CPT0001260013	DC	0.05	DC	C3L-00079-T1
CP	SCT.CPT0001500003_Tumor.cells	1.02002249718787	CPT0001500003_Tumor.cells	CPT0001500003	Tumor.cells	1.02002249718787	Tumor cells	C3L-00026-T1
CA9	SCT.CPT0001500003_Tumor.cells	0.286164229471318	CPT0001500003_Tumor.cells	CPT0001500003	Tumor.cells	0.286164229471318	Tumor cells	C3L-00026-T1
PCSK6	SCT.CPT0001500003_Tumor.cells	0.529358830146229	CPT0001500003_Tumor.cells	CPT0001500003	Tumor.cells	0.529358830146229	Tumor cells	C3L-00026-T1
CP	SCT.CPT0001500003_Myofibroblasts	0.5	CPT0001500003_Myofibroblasts	CPT0001500003	Myofibroblasts	0.5	Myofibroblasts	C3L-00026-T1
CA9	SCT.CPT0001500003_Myofibroblasts	0.166666666666667	CPT0001500003_Myofibroblasts	CPT0001500003	Myofibroblasts	0.166666666666667	Myofibroblasts	C3L-00026-T1
PCSK6	SCT.CPT0001500003_Myofibroblasts	0.111111111111111	CPT0001500003_Myofibroblasts	CPT0001500003	Myofibroblasts	0.111111111111111	Myofibroblasts	C3L-00026-T1
CP	SCT.CPT0001500003_Macrophages	0.236842105263158	CPT0001500003_Macrophages	CPT0001500003	Macrophages	0.236842105263158	Macrophages	C3L-00026-T1
CA9	SCT.CPT0001500003_Macrophages	0.0328947368421053	CPT0001500003_Macrophages	CPT0001500003	Macrophages	0.0328947368421053	Macrophages	C3L-00026-T1
PCSK6	SCT.CPT0001500003_Macrophages	0.0460526315789474	CPT0001500003_Macrophages	CPT0001500003	Macrophages	0.0460526315789474	Macrophages	C3L-00026-T1
CP	SCT.CPT0001500003_Endothelial.cells	0.485714285714286	CPT0001500003_Endothelial.cells	CPT0001500003	Endothelial.cells	0.485714285714286	Endothelial cells	C3L-00026-T1
CA9	SCT.CPT0001500003_Endothelial.cells	0.114285714285714	CPT0001500003_Endothelial.cells	CPT0001500003	Endothelial.cells	0.114285714285714	Endothelial cells	C3L-00026-T1
PCSK6	SCT.CPT0001500003_Endothelial.cells	0.542857142857143	CPT0001500003_Endothelial.cells	CPT0001500003	Endothelial.cells	0.542857142857143	Endothelial cells	C3L-00026-T1
CP	SCT.CPT0001540013_CD4..T.cells	0.195503421309873	CPT0001540013_CD4..T.cells	CPT0001540013	CD4..T.cells	0.195503421309873	CD4+ T-cells	C3L-00004-T1
CA9	SCT.CPT0001540013_CD4..T.cells	0.000977517106549365	CPT0001540013_CD4..T.cells	CPT0001540013	CD4..T.cells	0.000977517106549365	CD4+ T-cells	C3L-00004-T1
PCSK6	SCT.CPT0001540013_CD4..T.cells	0.0547409579667644	CPT0001540013_CD4..T.cells	CPT0001540013	CD4..T.cells	0.0547409579667644	CD4+ T-cells	C3L-00004-T1
CP	SCT.CPT0001540013_Macrophages	0.208333333333333	CPT0001540013_Macrophages	CPT0001540013	Macrophages	0.208333333333333	Macrophages	C3L-00004-T1
CA9	SCT.CPT0001540013_Macrophages	0.0101010101010101	CPT0001540013_Macrophages	CPT0001540013	Macrophages	0.0101010101010101	Macrophages	C3L-00004-T1
PCSK6	SCT.CPT0001540013_Macrophages	0.0896464646464646	CPT0001540013_Macrophages	CPT0001540013	Macrophages	0.0896464646464646	Macrophages	C3L-00004-T1
CP	SCT.CPT0001540013_Tumor.cells	4.57523085279743	CPT0001540013_Tumor.cells	CPT0001540013	Tumor.cells	4.57523085279743	Tumor cells	C3L-00004-T1
CA9	SCT.CPT0001540013_Tumor.cells	0.19174361759913	CPT0001540013_Tumor.cells	CPT0001540013	Tumor.cells	0.19174361759913	Tumor cells	C3L-00004-T1
PCSK6	SCT.CPT0001540013_Tumor.cells	2.23791417707767	CPT0001540013_Tumor.cells	CPT0001540013	Tumor.cells	2.23791417707767	Tumor cells	C3L-00004-T1
CP	SCT.CPT0001540013_Myofibroblasts	0.410714285714286	CPT0001540013_Myofibroblasts	CPT0001540013	Myofibroblasts	0.410714285714286	Myofibroblasts	C3L-00004-T1
CA9	SCT.CPT0001540013_Myofibroblasts	0.0357142857142857	CPT0001540013_Myofibroblasts	CPT0001540013	Myofibroblasts	0.0357142857142857	Myofibroblasts	C3L-00004-T1
PCSK6	SCT.CPT0001540013_Myofibroblasts	0.428571428571428	CPT0001540013_Myofibroblasts	CPT0001540013	Myofibroblasts	0.428571428571428	Myofibroblasts	C3L-00004-T1
CP	SCT.CPT0001540013_CD8..T.cells	0.200445434298441	CPT0001540013_CD8..T.cells	CPT0001540013	CD8..T.cells	0.200445434298441	CD8+ T-cells	C3L-00004-T1
CA9	SCT.CPT0001540013_CD8..T.cells	0.0111358574610245	CPT0001540013_CD8..T.cells	CPT0001540013	CD8..T.cells	0.0111358574610245	CD8+ T-cells	C3L-00004-T1
PCSK6	SCT.CPT0001540013_CD8..T.cells	0.0690423162583519	CPT0001540013_CD8..T.cells	CPT0001540013	CD8..T.cells	0.0690423162583519	CD8+ T-cells	C3L-00004-T1
CP	SCT.CPT0001540013_B.cells	0.247058823529412	CPT0001540013_B.cells	CPT0001540013	B.cells	0.247058823529412	B-cells	C3L-00004-T1
CA9	SCT.CPT0001540013_B.cells	0	CPT0001540013_B.cells	CPT0001540013	B.cells	0	B-cells	C3L-00004-T1
PCSK6	SCT.CPT0001540013_B.cells	0.141176470588235	CPT0001540013_B.cells	CPT0001540013	B.cells	0.141176470588235	B-cells	C3L-00004-T1
CP	SCT.CPT0001540013_NK.cells	0.252796420581656	CPT0001540013_NK.cells	CPT0001540013	NK.cells	0.252796420581656	NK cells	C3L-00004-T1
CA9	SCT.CPT0001540013_NK.cells	0	CPT0001540013_NK.cells	CPT0001540013	NK.cells	0	NK cells	C3L-00004-T1
PCSK6	SCT.CPT0001540013_NK.cells	0.118568232662192	CPT0001540013_NK.cells	CPT0001540013	NK.cells	0.118568232662192	NK cells	C3L-00004-T1
CP	SCT.CPT0001540013_Endothelial.cells	0.48	CPT0001540013_Endothelial.cells	CPT0001540013	Endothelial.cells	0.48	Endothelial cells	C3L-00004-T1
CA9	SCT.CPT0001540013_Endothelial.cells	0	CPT0001540013_Endothelial.cells	CPT0001540013	Endothelial.cells	0	Endothelial cells	C3L-00004-T1
PCSK6	SCT.CPT0001540013_Endothelial.cells	0.12	CPT0001540013_Endothelial.cells	CPT0001540013	Endothelial.cells	0.12	Endothelial cells	C3L-00004-T1
CP	SCT.CPT0001540013_DC	0.115384615384615	CPT0001540013_DC	CPT0001540013	DC	0.115384615384615	DC	C3L-00004-T1
CA9	SCT.CPT0001540013_DC	0	CPT0001540013_DC	CPT0001540013	DC	0	DC	C3L-00004-T1
PCSK6	SCT.CPT0001540013_DC	0.0769230769230769	CPT0001540013_DC	CPT0001540013	DC	0.0769230769230769	DC	C3L-00004-T1
CP	SCT.CPT0010100001_Macrophages	0.144160583941606	CPT0010100001_Macrophages	CPT0010100001	Macrophages	0.144160583941606	Macrophages	C3L-00416-T2
CA9	SCT.CPT0010100001_Macrophages	0.0127737226277372	CPT0010100001_Macrophages	CPT0010100001	Macrophages	0.0127737226277372	Macrophages	C3L-00416-T2
PCSK6	SCT.CPT0010100001_Macrophages	0.0857664233576642	CPT0010100001_Macrophages	CPT0010100001	Macrophages	0.0857664233576642	Macrophages	C3L-00416-T2
CP	SCT.CPT0010100001_Tumor.cells	2.38169379570656	CPT0010100001_Tumor.cells	CPT0010100001	Tumor.cells	2.38169379570656	Tumor cells	C3L-00416-T2
CA9	SCT.CPT0010100001_Tumor.cells	0.285444680349133	CPT0010100001_Tumor.cells	CPT0010100001	Tumor.cells	0.285444680349133	Tumor cells	C3L-00416-T2
PCSK6	SCT.CPT0010100001_Tumor.cells	1.92734135409298	CPT0010100001_Tumor.cells	CPT0010100001	Tumor.cells	1.92734135409298	Tumor cells	C3L-00416-T2
CP	SCT.CPT0010100001_DC	0.142857142857143	CPT0010100001_DC	CPT0010100001	DC	0.142857142857143	DC	C3L-00416-T2
CA9	SCT.CPT0010100001_DC	0	CPT0010100001_DC	CPT0010100001	DC	0	DC	C3L-00416-T2
PCSK6	SCT.CPT0010100001_DC	0.0714285714285714	CPT0010100001_DC	CPT0010100001	DC	0.0714285714285714	DC	C3L-00416-T2
CP	SCT.CPT0010100001_Myofibroblasts	0.333333333333333	CPT0010100001_Myofibroblasts	CPT0010100001	Myofibroblasts	0.333333333333333	Myofibroblasts	C3L-00416-T2
CA9	SCT.CPT0010100001_Myofibroblasts	0.166666666666667	CPT0010100001_Myofibroblasts	CPT0010100001	Myofibroblasts	0.166666666666667	Myofibroblasts	C3L-00416-T2
PCSK6	SCT.CPT0010100001_Myofibroblasts	0.666666666666667	CPT0010100001_Myofibroblasts	CPT0010100001	Myofibroblasts	0.666666666666667	Myofibroblasts	C3L-00416-T2
CP	SCT.CPT0010100001_Endothelial.cells	0.303030303030303	CPT0010100001_Endothelial.cells	CPT0010100001	Endothelial.cells	0.303030303030303	Endothelial cells	C3L-00416-T2
CA9	SCT.CPT0010100001_Endothelial.cells	0	CPT0010100001_Endothelial.cells	CPT0010100001	Endothelial.cells	0	Endothelial cells	C3L-00416-T2
PCSK6	SCT.CPT0010100001_Endothelial.cells	0.848484848484848	CPT0010100001_Endothelial.cells	CPT0010100001	Endothelial.cells	0.848484848484848	Endothelial cells	C3L-00416-T2
CP	SCT.CPT0010100001_CD8..T.cells	0.391304347826087	CPT0010100001_CD8..T.cells	CPT0010100001	CD8..T.cells	0.391304347826087	CD8+ T-cells	C3L-00416-T2
CA9	SCT.CPT0010100001_CD8..T.cells	0	CPT0010100001_CD8..T.cells	CPT0010100001	CD8..T.cells	0	CD8+ T-cells	C3L-00416-T2
PCSK6	SCT.CPT0010100001_CD8..T.cells	0	CPT0010100001_CD8..T.cells	CPT0010100001	CD8..T.cells	0	CD8+ T-cells	C3L-00416-T2
CP	SCT.CPT0010100001_CD4..T.cells	0.166666666666667	CPT0010100001_CD4..T.cells	CPT0010100001	CD4..T.cells	0.166666666666667	CD4+ T-cells	C3L-00416-T2
CA9	SCT.CPT0010100001_CD4..T.cells	0	CPT0010100001_CD4..T.cells	CPT0010100001	CD4..T.cells	0	CD4+ T-cells	C3L-00416-T2
PCSK6	SCT.CPT0010100001_CD4..T.cells	0.333333333333333	CPT0010100001_CD4..T.cells	CPT0010100001	CD4..T.cells	0.333333333333333	CD4+ T-cells	C3L-00416-T2
CP	SCT.CPT0010110013_Tumor.cells	1.45572278613931	CPT0010110013_Tumor.cells	CPT0010110013	Tumor.cells	1.45572278613931	Tumor cells	C3L-00416-T1
CA9	SCT.CPT0010110013_Tumor.cells	0.283514175708786	CPT0010110013_Tumor.cells	CPT0010110013	Tumor.cells	0.283514175708786	Tumor cells	C3L-00416-T1
PCSK6	SCT.CPT0010110013_Tumor.cells	2.34721736086804	CPT0010110013_Tumor.cells	CPT0010110013	Tumor.cells	2.34721736086804	Tumor cells	C3L-00416-T1
CP	SCT.CPT0010110013_Macrophages	0.0837520938023451	CPT0010110013_Macrophages	CPT0010110013	Macrophages	0.0837520938023451	Macrophages	C3L-00416-T1
CA9	SCT.CPT0010110013_Macrophages	0.0134003350083752	CPT0010110013_Macrophages	CPT0010110013	Macrophages	0.0134003350083752	Macrophages	C3L-00416-T1
PCSK6	SCT.CPT0010110013_Macrophages	0.0820770519262982	CPT0010110013_Macrophages	CPT0010110013	Macrophages	0.0820770519262982	Macrophages	C3L-00416-T1
CP	SCT.CPT0010110013_CD8..T.cells	0.027027027027027	CPT0010110013_CD8..T.cells	CPT0010110013	CD8..T.cells	0.027027027027027	CD8+ T-cells	C3L-00416-T1
CA9	SCT.CPT0010110013_CD8..T.cells	0.00900900900900901	CPT0010110013_CD8..T.cells	CPT0010110013	CD8..T.cells	0.00900900900900901	CD8+ T-cells	C3L-00416-T1
PCSK6	SCT.CPT0010110013_CD8..T.cells	0.0990990990990991	CPT0010110013_CD8..T.cells	CPT0010110013	CD8..T.cells	0.0990990990990991	CD8+ T-cells	C3L-00416-T1
CP	SCT.CPT0010110013_DC	0	CPT0010110013_DC	CPT0010110013	DC	0	DC	C3L-00416-T1
CA9	SCT.CPT0010110013_DC	0.0238095238095238	CPT0010110013_DC	CPT0010110013	DC	0.0238095238095238	DC	C3L-00416-T1
PCSK6	SCT.CPT0010110013_DC	0	CPT0010110013_DC	CPT0010110013	DC	0	DC	C3L-00416-T1
CP	SCT.CPT0010110013_Endothelial.cells	0.210526315789474	CPT0010110013_Endothelial.cells	CPT0010110013	Endothelial.cells	0.210526315789474	Endothelial cells	C3L-00416-T1
