V1	variable	value	id_sample_cell_group	aliquot	cell_group.columnname	x_plot	cell_group	id_sample
CA9	SCT.CPT0025110004_CD4..T.cells	0.0416666666666667	CPT0025110004_CD4..T.cells	CPT0025110004	CD4..T.cells	0.0416666666666667	CD4+ T-cells	C3L-00610-T1
PCSK6	SCT.CPT0025110004_CD4..T.cells	0.25	CPT0025110004_CD4..T.cells	CPT0025110004	CD4..T.cells	0.25	CD4+ T-cells	C3L-00610-T1
CP	SCT.CPT0025110004_NK.cells	0.157142857142857	CPT0025110004_NK.cells	CPT0025110004	NK.cells	0.157142857142857	NK cells	C3L-00610-T1
CA9	SCT.CPT0025110004_NK.cells	0	CPT0025110004_NK.cells	CPT0025110004	NK.cells	0	NK cells	C3L-00610-T1
PCSK6	SCT.CPT0025110004_NK.cells	0.314285714285714	CPT0025110004_NK.cells	CPT0025110004	NK.cells	0.314285714285714	NK cells	C3L-00610-T1
CP	SCT.CPT0025110004_CD8..T.cells	0	CPT0025110004_CD8..T.cells	CPT0025110004	CD8..T.cells	0	CD8+ T-cells	C3L-00610-T1
CA9	SCT.CPT0025110004_CD8..T.cells	0	CPT0025110004_CD8..T.cells	CPT0025110004	CD8..T.cells	0	CD8+ T-cells	C3L-00610-T1
PCSK6	SCT.CPT0025110004_CD8..T.cells	0.153846153846154	CPT0025110004_CD8..T.cells	CPT0025110004	CD8..T.cells	0.153846153846154	CD8+ T-cells	C3L-00610-T1
CP	SCT.CPT0025110004_Myofibroblasts	0.347826086956522	CPT0025110004_Myofibroblasts	CPT0025110004	Myofibroblasts	0.347826086956522	Myofibroblasts	C3L-00610-T1
CA9	SCT.CPT0025110004_Myofibroblasts	0.144927536231884	CPT0025110004_Myofibroblasts	CPT0025110004	Myofibroblasts	0.144927536231884	Myofibroblasts	C3L-00610-T1
PCSK6	SCT.CPT0025110004_Myofibroblasts	2.65217391304348	CPT0025110004_Myofibroblasts	CPT0025110004	Myofibroblasts	2.65217391304348	Myofibroblasts	C3L-00610-T1
CP	SCT.CPT0025110004_Endothelial.cells	0.306122448979592	CPT0025110004_Endothelial.cells	CPT0025110004	Endothelial.cells	0.306122448979592	Endothelial cells	C3L-00610-T1
CA9	SCT.CPT0025110004_Endothelial.cells	0.0816326530612245	CPT0025110004_Endothelial.cells	CPT0025110004	Endothelial.cells	0.0816326530612245	Endothelial cells	C3L-00610-T1
PCSK6	SCT.CPT0025110004_Endothelial.cells	1.08163265306122	CPT0025110004_Endothelial.cells	CPT0025110004	Endothelial.cells	1.08163265306122	Endothelial cells	C3L-00610-T1
CP	SCT.CPT0025880013_Tumor.cells	1.31791500352195	CPT0025880013_Tumor.cells	CPT0025880013	Tumor.cells	1.31791500352195	Tumor cells	C3N-00733-T1
CA9	SCT.CPT0025880013_Tumor.cells	0.201220943883539	CPT0025880013_Tumor.cells	CPT0025880013	Tumor.cells	0.201220943883539	Tumor cells	C3N-00733-T1
PCSK6	SCT.CPT0025880013_Tumor.cells	4.83141582531107	CPT0025880013_Tumor.cells	CPT0025880013	Tumor.cells	4.83141582531107	Tumor cells	C3N-00733-T1
CP	SCT.CPT0025880013_Macrophages	0.0684931506849315	CPT0025880013_Macrophages	CPT0025880013	Macrophages	0.0684931506849315	Macrophages	C3N-00733-T1
CA9	SCT.CPT0025880013_Macrophages	0.0273972602739726	CPT0025880013_Macrophages	CPT0025880013	Macrophages	0.0273972602739726	Macrophages	C3N-00733-T1
PCSK6	SCT.CPT0025880013_Macrophages	0.178082191780822	CPT0025880013_Macrophages	CPT0025880013	Macrophages	0.178082191780822	Macrophages	C3N-00733-T1
CP	SCT.CPT0025880013_Endothelial.cells	0.24390243902439	CPT0025880013_Endothelial.cells	CPT0025880013	Endothelial.cells	0.24390243902439	Endothelial cells	C3N-00733-T1
CA9	SCT.CPT0025880013_Endothelial.cells	0.0365853658536585	CPT0025880013_Endothelial.cells	CPT0025880013	Endothelial.cells	0.0365853658536585	Endothelial cells	C3N-00733-T1
PCSK6	SCT.CPT0025880013_Endothelial.cells	1.19512195121951	CPT0025880013_Endothelial.cells	CPT0025880013	Endothelial.cells	1.19512195121951	Endothelial cells	C3N-00733-T1
CP	SCT.CPT0025880013_Myofibroblasts	1.12244897959184	CPT0025880013_Myofibroblasts	CPT0025880013	Myofibroblasts	1.12244897959184	Myofibroblasts	C3N-00733-T1
CA9	SCT.CPT0025880013_Myofibroblasts	0.102040816326531	CPT0025880013_Myofibroblasts	CPT0025880013	Myofibroblasts	0.102040816326531	Myofibroblasts	C3N-00733-T1
PCSK6	SCT.CPT0025880013_Myofibroblasts	3.04081632653061	CPT0025880013_Myofibroblasts	CPT0025880013	Myofibroblasts	3.04081632653061	Myofibroblasts	C3N-00733-T1
CP	SCT.CPT0025890002_Tumor.cells	1.36024464831802	CPT0025890002_Tumor.cells	CPT0025890002	Tumor.cells	1.36024464831802	Tumor cells	C3N-00733-T2
CA9	SCT.CPT0025890002_Tumor.cells	0.262079510703362	CPT0025890002_Tumor.cells	CPT0025890002	Tumor.cells	0.262079510703362	Tumor cells	C3N-00733-T2
PCSK6	SCT.CPT0025890002_Tumor.cells	6.11712538226286	CPT0025890002_Tumor.cells	CPT0025890002	Tumor.cells	6.11712538226286	Tumor cells	C3N-00733-T2
CP	SCT.CPT0025890002_Myofibroblasts	0.880597014925373	CPT0025890002_Myofibroblasts	CPT0025890002	Myofibroblasts	0.880597014925373	Myofibroblasts	C3N-00733-T2
CA9	SCT.CPT0025890002_Myofibroblasts	0.149253731343284	CPT0025890002_Myofibroblasts	CPT0025890002	Myofibroblasts	0.149253731343284	Myofibroblasts	C3N-00733-T2
PCSK6	SCT.CPT0025890002_Myofibroblasts	2.86567164179105	CPT0025890002_Myofibroblasts	CPT0025890002	Myofibroblasts	2.86567164179105	Myofibroblasts	C3N-00733-T2
CP	SCT.CPT0025890002_Endothelial.cells	0.483870967741935	CPT0025890002_Endothelial.cells	CPT0025890002	Endothelial.cells	0.483870967741935	Endothelial cells	C3N-00733-T2
CA9	SCT.CPT0025890002_Endothelial.cells	0.129032258064516	CPT0025890002_Endothelial.cells	CPT0025890002	Endothelial.cells	0.129032258064516	Endothelial cells	C3N-00733-T2
PCSK6	SCT.CPT0025890002_Endothelial.cells	2.04301075268817	CPT0025890002_Endothelial.cells	CPT0025890002	Endothelial.cells	2.04301075268817	Endothelial cells	C3N-00733-T2
CP	SCT.CPT0025890002_Macrophages	0.275862068965517	CPT0025890002_Macrophages	CPT0025890002	Macrophages	0.275862068965517	Macrophages	C3N-00733-T2
CA9	SCT.CPT0025890002_Macrophages	0.00862068965517241	CPT0025890002_Macrophages	CPT0025890002	Macrophages	0.00862068965517241	Macrophages	C3N-00733-T2
PCSK6	SCT.CPT0025890002_Macrophages	0.620689655172414	CPT0025890002_Macrophages	CPT0025890002	Macrophages	0.620689655172414	Macrophages	C3N-00733-T2
CP	SCT.CPT0025890002_DC	0.0714285714285714	CPT0025890002_DC	CPT0025890002	DC	0.0714285714285714	DC	C3N-00733-T2
CA9	SCT.CPT0025890002_DC	0	CPT0025890002_DC	CPT0025890002	DC	0	DC	C3N-00733-T2
PCSK6	SCT.CPT0025890002_DC	0.214285714285714	CPT0025890002_DC	CPT0025890002	DC	0.214285714285714	DC	C3N-00733-T2
CP	SCT.CPT0063630004_Tumor.cells	1.50170794192998	CPT0063630004_Tumor.cells	CPT0063630004	Tumor.cells	1.50170794192998	Tumor cells	C3L-01302-T1
CA9	SCT.CPT0063630004_Tumor.cells	0.322801024765157	CPT0063630004_Tumor.cells	CPT0063630004	Tumor.cells	0.322801024765157	Tumor cells	C3L-01302-T1
PCSK6	SCT.CPT0063630004_Tumor.cells	3.90563620836893	CPT0063630004_Tumor.cells	CPT0063630004	Tumor.cells	3.90563620836893	Tumor cells	C3L-01302-T1
CP	SCT.CPT0063630004_Macrophages	0.211678832116788	CPT0063630004_Macrophages	CPT0063630004	Macrophages	0.211678832116788	Macrophages	C3L-01302-T1
CA9	SCT.CPT0063630004_Macrophages	0.0364963503649635	CPT0063630004_Macrophages	CPT0063630004	Macrophages	0.0364963503649635	Macrophages	C3L-01302-T1
PCSK6	SCT.CPT0063630004_Macrophages	0.525547445255474	CPT0063630004_Macrophages	CPT0063630004	Macrophages	0.525547445255474	Macrophages	C3L-01302-T1
CP	SCT.CPT0063630004_Myofibroblasts	0.4	CPT0063630004_Myofibroblasts	CPT0063630004	Myofibroblasts	0.4	Myofibroblasts	C3L-01302-T1
CA9	SCT.CPT0063630004_Myofibroblasts	0.05	CPT0063630004_Myofibroblasts	CPT0063630004	Myofibroblasts	0.05	Myofibroblasts	C3L-01302-T1
PCSK6	SCT.CPT0063630004_Myofibroblasts	0.55	CPT0063630004_Myofibroblasts	CPT0063630004	Myofibroblasts	0.55	Myofibroblasts	C3L-01302-T1
CP	SCT.CPT0063630004_NK.cells	0	CPT0063630004_NK.cells	CPT0063630004	NK.cells	0	NK cells	C3L-01302-T1
CA9	SCT.CPT0063630004_NK.cells	0	CPT0063630004_NK.cells	CPT0063630004	NK.cells	0	NK cells	C3L-01302-T1
PCSK6	SCT.CPT0063630004_NK.cells	0.916666666666667	CPT0063630004_NK.cells	CPT0063630004	NK.cells	0.916666666666667	NK cells	C3L-01302-T1
CP	SCT.CPT0063630004_CD4..T.cells	0.166666666666667	CPT0063630004_CD4..T.cells	CPT0063630004	CD4..T.cells	0.166666666666667	CD4+ T-cells	C3L-01302-T1
CA9	SCT.CPT0063630004_CD4..T.cells	0.111111111111111	CPT0063630004_CD4..T.cells	CPT0063630004	CD4..T.cells	0.111111111111111	CD4+ T-cells	C3L-01302-T1
PCSK6	SCT.CPT0063630004_CD4..T.cells	0.5	CPT0063630004_CD4..T.cells	CPT0063630004	CD4..T.cells	0.5	CD4+ T-cells	C3L-01302-T1
CP	SCT.CPT0063630004_Endothelial.cells	0	CPT0063630004_Endothelial.cells	CPT0063630004	Endothelial.cells	0	Endothelial cells	C3L-01302-T1
CA9	SCT.CPT0063630004_Endothelial.cells	0.3125	CPT0063630004_Endothelial.cells	CPT0063630004	Endothelial.cells	0.3125	Endothelial cells	C3L-01302-T1
PCSK6	SCT.CPT0063630004_Endothelial.cells	0.875	CPT0063630004_Endothelial.cells	CPT0063630004	Endothelial.cells	0.875	Endothelial cells	C3L-01302-T1
CP	SCT.CPT0065690004_Myofibroblasts	0.105769230769231	CPT0065690004_Myofibroblasts	CPT0065690004	Myofibroblasts	0.105769230769231	Myofibroblasts	C3L-00790-T1
CA9	SCT.CPT0065690004_Myofibroblasts	0.0480769230769231	CPT0065690004_Myofibroblasts	CPT0065690004	Myofibroblasts	0.0480769230769231	Myofibroblasts	C3L-00790-T1
PCSK6	SCT.CPT0065690004_Myofibroblasts	0.48076923076923	CPT0065690004_Myofibroblasts	CPT0065690004	Myofibroblasts	0.48076923076923	Myofibroblasts	C3L-00790-T1
CP	SCT.CPT0065690004_Tumor.cells	0.937519142419611	CPT0065690004_Tumor.cells	CPT0065690004	Tumor.cells	0.937519142419611	Tumor cells	C3L-00790-T1
CA9	SCT.CPT0065690004_Tumor.cells	0.243797856049003	CPT0065690004_Tumor.cells	CPT0065690004	Tumor.cells	0.243797856049003	Tumor cells	C3L-00790-T1
PCSK6	SCT.CPT0065690004_Tumor.cells	3.8367534456355	CPT0065690004_Tumor.cells	CPT0065690004	Tumor.cells	3.8367534456355	Tumor cells	C3L-00790-T1
CP	SCT.CPT0065690004_Macrophages	0.103211009174312	CPT0065690004_Macrophages	CPT0065690004	Macrophages	0.103211009174312	Macrophages	C3L-00790-T1
CA9	SCT.CPT0065690004_Macrophages	0.0137614678899083	CPT0065690004_Macrophages	CPT0065690004	Macrophages	0.0137614678899083	Macrophages	C3L-00790-T1
PCSK6	SCT.CPT0065690004_Macrophages	0.263761467889908	CPT0065690004_Macrophages	CPT0065690004	Macrophages	0.263761467889908	Macrophages	C3L-00790-T1
CP	SCT.CPT0065690004_Endothelial.cells	0.141935483870968	CPT0065690004_Endothelial.cells	CPT0065690004	Endothelial.cells	0.141935483870968	Endothelial cells	C3L-00790-T1
CA9	SCT.CPT0065690004_Endothelial.cells	0.0258064516129032	CPT0065690004_Endothelial.cells	CPT0065690004	Endothelial.cells	0.0258064516129032	Endothelial cells	C3L-00790-T1
PCSK6	SCT.CPT0065690004_Endothelial.cells	0.393548387096775	CPT0065690004_Endothelial.cells	CPT0065690004	Endothelial.cells	0.393548387096775	Endothelial cells	C3L-00790-T1
CP	SCT.CPT0065690004_CD8..T.cells	0.0303030303030303	CPT0065690004_CD8..T.cells	CPT0065690004	CD8..T.cells	0.0303030303030303	CD8+ T-cells	C3L-00790-T1
CA9	SCT.CPT0065690004_CD8..T.cells	0	CPT0065690004_CD8..T.cells	CPT0065690004	CD8..T.cells	0	CD8+ T-cells	C3L-00790-T1
PCSK6	SCT.CPT0065690004_CD8..T.cells	0.0909090909090909	CPT0065690004_CD8..T.cells	CPT0065690004	CD8..T.cells	0.0909090909090909	CD8+ T-cells	C3L-00790-T1
CP	SCT.CPT0065690004_NK.cells	0.0857142857142857	CPT0065690004_NK.cells	CPT0065690004	NK.cells	0.0857142857142857	NK cells	C3L-00790-T1
CA9	SCT.CPT0065690004_NK.cells	0	CPT0065690004_NK.cells	CPT0065690004	NK.cells	0	NK cells	C3L-00790-T1
PCSK6	SCT.CPT0065690004_NK.cells	0.4	CPT0065690004_NK.cells	CPT0065690004	NK.cells	0.4	NK cells	C3L-00790-T1
CP	SCT.CPT0065690004_CD4..T.cells	0.0555555555555555	CPT0065690004_CD4..T.cells	CPT0065690004	CD4..T.cells	0.0555555555555555	CD4+ T-cells	C3L-00790-T1
CA9	SCT.CPT0065690004_CD4..T.cells	0.0185185185185185	CPT0065690004_CD4..T.cells	CPT0065690004	CD4..T.cells	0.0185185185185185	CD4+ T-cells	C3L-00790-T1
PCSK6	SCT.CPT0065690004_CD4..T.cells	0.296296296296296	CPT0065690004_CD4..T.cells	CPT0065690004	CD4..T.cells	0.296296296296296	CD4+ T-cells	C3L-00790-T1
CP	SCT.CPT0065690004_DC	0	CPT0065690004_DC	CPT0065690004	DC	0	DC	C3L-00790-T1
CA9	SCT.CPT0065690004_DC	0	CPT0065690004_DC	CPT0065690004	DC	0	DC	C3L-00790-T1
PCSK6	SCT.CPT0065690004_DC	0.0434782608695652	CPT0065690004_DC	CPT0065690004	DC	0.0434782608695652	DC	C3L-00790-T1
CP	SCT.CPT0075120002_Macrophages	0.847699050401735	CPT0075120002_Macrophages	CPT0075120002	Macrophages	0.847699050401735	Macrophages	C3N-01200-T3
CA9	SCT.CPT0075120002_Macrophages	0.00328707085463842	CPT0075120002_Macrophages	CPT0075120002	Macrophages	0.00328707085463842	Macrophages	C3N-01200-T3
PCSK6	SCT.CPT0075120002_Macrophages	0.0135135135135135	CPT0075120002_Macrophages	CPT0075120002	Macrophages	0.0135135135135135	Macrophages	C3N-01200-T3
CP	SCT.CPT0075120002_CD4..T.cells	1.16561844863732	CPT0075120002_CD4..T.cells	CPT0075120002	CD4..T.cells	1.16561844863732	CD4+ T-cells	C3N-01200-T3
CA9	SCT.CPT0075120002_CD4..T.cells	0.00209643605870021	CPT0075120002_CD4..T.cells	CPT0075120002	CD4..T.cells	0.00209643605870021	CD4+ T-cells	C3N-01200-T3
PCSK6	SCT.CPT0075120002_CD4..T.cells	0.0209643605870021	CPT0075120002_CD4..T.cells	CPT0075120002	CD4..T.cells	0.0209643605870021	CD4+ T-cells	C3N-01200-T3
CP	SCT.CPT0075120002_Tumor.cells	9.25333333333334	CPT0075120002_Tumor.cells	CPT0075120002	Tumor.cells	9.25333333333334	Tumor cells	C3N-01200-T3
CA9	SCT.CPT0075120002_Tumor.cells	0.0742857142857143	CPT0075120002_Tumor.cells	CPT0075120002	Tumor.cells	0.0742857142857143	Tumor cells	C3N-01200-T3
PCSK6	SCT.CPT0075120002_Tumor.cells	0.28	CPT0075120002_Tumor.cells	CPT0075120002	Tumor.cells	0.28	Tumor cells	C3N-01200-T3
CP	SCT.CPT0075120002_Fibroblasts	0.785714285714285	CPT0075120002_Fibroblasts	CPT0075120002	Fibroblasts	0.785714285714285	Fibroblasts	C3N-01200-T3
CA9	SCT.CPT0075120002_Fibroblasts	0	CPT0075120002_Fibroblasts	CPT0075120002	Fibroblasts	0	Fibroblasts	C3N-01200-T3
PCSK6	SCT.CPT0075120002_Fibroblasts	0.0142857142857143	CPT0075120002_Fibroblasts	CPT0075120002	Fibroblasts	0.0142857142857143	Fibroblasts	C3N-01200-T3
CP	SCT.CPT0075120002_B.cells	1.8	CPT0075120002_B.cells	CPT0075120002	B.cells	1.8	B-cells	C3N-01200-T3
CA9	SCT.CPT0075120002_B.cells	0	CPT0075120002_B.cells	CPT0075120002	B.cells	0	B-cells	C3N-01200-T3
PCSK6	SCT.CPT0075120002_B.cells	0.0166666666666667	CPT0075120002_B.cells	CPT0075120002	B.cells	0.0166666666666667	B-cells	C3N-01200-T3
CP	SCT.CPT0075120002_DC	0.67032967032967	CPT0075120002_DC	CPT0075120002	DC	0.67032967032967	DC	C3N-01200-T3
CA9	SCT.CPT0075120002_DC	0	CPT0075120002_DC	CPT0075120002	DC	0	DC	C3N-01200-T3
PCSK6	SCT.CPT0075120002_DC	0	CPT0075120002_DC	CPT0075120002	DC	0	DC	C3N-01200-T3
CP	SCT.CPT0075120002_Myofibroblasts	0.918918918918918	CPT0075120002_Myofibroblasts	CPT0075120002	Myofibroblasts	0.918918918918918	Myofibroblasts	C3N-01200-T3
CA9	SCT.CPT0075120002_Myofibroblasts	0	CPT0075120002_Myofibroblasts	CPT0075120002	Myofibroblasts	0	Myofibroblasts	C3N-01200-T3
PCSK6	SCT.CPT0075120002_Myofibroblasts	0.0405405405405405	CPT0075120002_Myofibroblasts	CPT0075120002	Myofibroblasts	0.0405405405405405	Myofibroblasts	C3N-01200-T3
CP	SCT.CPT0075120002_Endothelial.cells	0.84070796460177	CPT0075120002_Endothelial.cells	CPT0075120002	Endothelial.cells	0.84070796460177	Endothelial cells	C3N-01200-T3
CA9	SCT.CPT0075120002_Endothelial.cells	0	CPT0075120002_Endothelial.cells	CPT0075120002	Endothelial.cells	0	Endothelial cells	C3N-01200-T3
PCSK6	SCT.CPT0075120002_Endothelial.cells	0.442477876106195	CPT0075120002_Endothelial.cells	CPT0075120002	Endothelial.cells	0.442477876106195	Endothelial cells	C3N-01200-T3
CP	SCT.CPT0075120002_Proximal.tubule	1.67741935483871	CPT0075120002_Proximal.tubule	CPT0075120002	Proximal.tubule	1.67741935483871	Proximal tubule	C3N-01200-T3
CA9	SCT.CPT0075120002_Proximal.tubule	0	CPT0075120002_Proximal.tubule	CPT0075120002	Proximal.tubule	0	Proximal tubule	C3N-01200-T3
PCSK6	SCT.CPT0075120002_Proximal.tubule	0.032258064516129	CPT0075120002_Proximal.tubule	CPT0075120002	Proximal.tubule	0.032258064516129	Proximal tubule	C3N-01200-T3
CP	SCT.CPT0075120002_Loop.of.Henle	1.77777777777778	CPT0075120002_Loop.of.Henle	CPT0075120002	Loop.of.Henle	1.77777777777778	Loop of Henle	C3N-01200-T3
CA9	SCT.CPT0075120002_Loop.of.Henle	0	CPT0075120002_Loop.of.Henle	CPT0075120002	Loop.of.Henle	0	Loop of Henle	C3N-01200-T3
PCSK6	SCT.CPT0075120002_Loop.of.Henle	0.37037037037037	CPT0075120002_Loop.of.Henle	CPT0075120002	Loop.of.Henle	0.37037037037037	Loop of Henle	C3N-01200-T3
CP	SCT.CPT0075120002_NK.cells	0.730769230769231	CPT0075120002_NK.cells	CPT0075120002	NK.cells	0.730769230769231	NK cells	C3N-01200-T3
CA9	SCT.CPT0075120002_NK.cells	0	CPT0075120002_NK.cells	CPT0075120002	NK.cells	0	NK cells	C3N-01200-T3
PCSK6	SCT.CPT0075120002_NK.cells	0	CPT0075120002_NK.cells	CPT0075120002	NK.cells	0	NK cells	C3N-01200-T3
CP	SCT.CPT0075130004_Endothelial.cells	0.51063829787234	CPT0075130004_Endothelial.cells	CPT0075130004	Endothelial.cells	0.51063829787234	Endothelial cells	C3N-01200-T1
CA9	SCT.CPT0075130004_Endothelial.cells	0.0425531914893617	CPT0075130004_Endothelial.cells	CPT0075130004	Endothelial.cells	0.0425531914893617	Endothelial cells	C3N-01200-T1
PCSK6	SCT.CPT0075130004_Endothelial.cells	0.680851063829787	CPT0075130004_Endothelial.cells	CPT0075130004	Endothelial.cells	0.680851063829787	Endothelial cells	C3N-01200-T1
CP	SCT.CPT0075130004_Macrophages	0.224114441416894	CPT0075130004_Macrophages	CPT0075130004	Macrophages	0.224114441416894	Macrophages	C3N-01200-T1
CA9	SCT.CPT0075130004_Macrophages	0.0122615803814714	CPT0075130004_Macrophages	CPT0075130004	Macrophages	0.0122615803814714	Macrophages	C3N-01200-T1
PCSK6	SCT.CPT0075130004_Macrophages	0.0769754768392371	CPT0075130004_Macrophages	CPT0075130004	Macrophages	0.0769754768392371	Macrophages	C3N-01200-T1
CP	SCT.CPT0075130004_Tumor.cells	1.76141384388807	CPT0075130004_Tumor.cells	CPT0075130004	Tumor.cells	1.76141384388807	Tumor cells	C3N-01200-T1
CA9	SCT.CPT0075130004_Tumor.cells	0.208762886597938	CPT0075130004_Tumor.cells	CPT0075130004	Tumor.cells	0.208762886597938	Tumor cells	C3N-01200-T1
PCSK6	SCT.CPT0075130004_Tumor.cells	1.92709867452135	CPT0075130004_Tumor.cells	CPT0075130004	Tumor.cells	1.92709867452135	Tumor cells	C3N-01200-T1
CP	SCT.CPT0075130004_CD4..T.cells	0.224299065420561	CPT0075130004_CD4..T.cells	CPT0075130004	CD4..T.cells	0.224299065420561	CD4+ T-cells	C3N-01200-T1
CA9	SCT.CPT0075130004_CD4..T.cells	0.0186915887850467	CPT0075130004_CD4..T.cells	CPT0075130004	CD4..T.cells	0.0186915887850467	CD4+ T-cells	C3N-01200-T1
PCSK6	SCT.CPT0075130004_CD4..T.cells	0.102803738317757	CPT0075130004_CD4..T.cells	CPT0075130004	CD4..T.cells	0.102803738317757	CD4+ T-cells	C3N-01200-T1
CP	SCT.CPT0075130004_DC	0.0476190476190476	CPT0075130004_DC	CPT0075130004	DC	0.0476190476190476	DC	C3N-01200-T1
CA9	SCT.CPT0075130004_DC	0.0476190476190476	CPT0075130004_DC	CPT0075130004	DC	0.0476190476190476	DC	C3N-01200-T1
PCSK6	SCT.CPT0075130004_DC	0	CPT0075130004_DC	CPT0075130004	DC	0	DC	C3N-01200-T1
CP	SCT.CPT0075130004_Fibroblasts	0.672727272727273	CPT0075130004_Fibroblasts	CPT0075130004	Fibroblasts	0.672727272727273	Fibroblasts	C3N-01200-T1
CA9	SCT.CPT0075130004_Fibroblasts	0	CPT0075130004_Fibroblasts	CPT0075130004	Fibroblasts	0	Fibroblasts	C3N-01200-T1
PCSK6	SCT.CPT0075130004_Fibroblasts	0.890909090909091	CPT0075130004_Fibroblasts	CPT0075130004	Fibroblasts	0.890909090909091	Fibroblasts	C3N-01200-T1
CP	SCT.CPT0075130004_CD8..T.cells	0.285714285714286	CPT0075130004_CD8..T.cells	CPT0075130004	CD8..T.cells	0.285714285714286	CD8+ T-cells	C3N-01200-T1
CA9	SCT.CPT0075130004_CD8..T.cells	0	CPT0075130004_CD8..T.cells	CPT0075130004	CD8..T.cells	0	CD8+ T-cells	C3N-01200-T1
PCSK6	SCT.CPT0075130004_CD8..T.cells	0	CPT0075130004_CD8..T.cells	CPT0075130004	CD8..T.cells	0	CD8+ T-cells	C3N-01200-T1
CP	SCT.CPT0075140002_Macrophages	0.207238605898122	CPT0075140002_Macrophages	CPT0075140002	Macrophages	0.207238605898122	Macrophages	C3N-01200-T2
CA9	SCT.CPT0075140002_Macrophages	0.00402144772117962	CPT0075140002_Macrophages	CPT0075140002	Macrophages	0.00402144772117962	Macrophages	C3N-01200-T2
PCSK6	SCT.CPT0075140002_Macrophages	0.0233243967828418	CPT0075140002_Macrophages	CPT0075140002	Macrophages	0.0233243967828418	Macrophages	C3N-01200-T2
CP	SCT.CPT0075140002_Tumor.cells	7.36619718309859	CPT0075140002_Tumor.cells	CPT0075140002	Tumor.cells	7.36619718309859	Tumor cells	C3N-01200-T2
CA9	SCT.CPT0075140002_Tumor.cells	0.112676056338028	CPT0075140002_Tumor.cells	CPT0075140002	Tumor.cells	0.112676056338028	Tumor cells	C3N-01200-T2
PCSK6	SCT.CPT0075140002_Tumor.cells	0.375586854460094	CPT0075140002_Tumor.cells	CPT0075140002	Tumor.cells	0.375586854460094	Tumor cells	C3N-01200-T2
CP	SCT.CPT0075140002_CD4..T.cells	0.234421364985163	CPT0075140002_CD4..T.cells	CPT0075140002	CD4..T.cells	0.234421364985163	CD4+ T-cells	C3N-01200-T2
CA9	SCT.CPT0075140002_CD4..T.cells	0.00593471810089021	CPT0075140002_CD4..T.cells	CPT0075140002	CD4..T.cells	0.00593471810089021	CD4+ T-cells	C3N-01200-T2
PCSK6	SCT.CPT0075140002_CD4..T.cells	0.00890207715133531	CPT0075140002_CD4..T.cells	CPT0075140002	CD4..T.cells	0.00890207715133531	CD4+ T-cells	C3N-01200-T2
CP	SCT.CPT0075140002_NK.cells	0.25	CPT0075140002_NK.cells	CPT0075140002	NK.cells	0.25	NK cells	C3N-01200-T2
CA9	SCT.CPT0075140002_NK.cells	0	CPT0075140002_NK.cells	CPT0075140002	NK.cells	0	NK cells	C3N-01200-T2
PCSK6	SCT.CPT0075140002_NK.cells	0.1	CPT0075140002_NK.cells	CPT0075140002	NK.cells	0.1	NK cells	C3N-01200-T2
CP	SCT.CPT0075140002_Endothelial.cells	0.527777777777778	CPT0075140002_Endothelial.cells	CPT0075140002	Endothelial.cells	0.527777777777778	Endothelial cells	C3N-01200-T2
CA9	SCT.CPT0075140002_Endothelial.cells	0	CPT0075140002_Endothelial.cells	CPT0075140002	Endothelial.cells	0	Endothelial cells	C3N-01200-T2
PCSK6	SCT.CPT0075140002_Endothelial.cells	1.44444444444444	CPT0075140002_Endothelial.cells	CPT0075140002	Endothelial.cells	1.44444444444444	Endothelial cells	C3N-01200-T2
CP	SCT.CPT0075140002_B.cells	0.0833333333333333	CPT0075140002_B.cells	CPT0075140002	B.cells	0.0833333333333333	B-cells	C3N-01200-T2
CA9	SCT.CPT0075140002_B.cells	0	CPT0075140002_B.cells	CPT0075140002	B.cells	0	B-cells	C3N-01200-T2
PCSK6	SCT.CPT0075140002_B.cells	0	CPT0075140002_B.cells	CPT0075140002	B.cells	0	B-cells	C3N-01200-T2
CP	SCT.CPT0075140002_DC	0.166666666666667	CPT0075140002_DC	CPT0075140002	DC	0.166666666666667	DC	C3N-01200-T2
CA9	SCT.CPT0075140002_DC	0	CPT0075140002_DC	CPT0075140002	DC	0	DC	C3N-01200-T2
PCSK6	SCT.CPT0075140002_DC	0	CPT0075140002_DC	CPT0075140002	DC	0	DC	C3N-01200-T2
CP	SCT.CPT0075140002_Myofibroblasts	0.3125	CPT0075140002_Myofibroblasts	CPT0075140002	Myofibroblasts	0.3125	Myofibroblasts	C3N-01200-T2
CA9	SCT.CPT0075140002_Myofibroblasts	0	CPT0075140002_Myofibroblasts	CPT0075140002	Myofibroblasts	0	Myofibroblasts	C3N-01200-T2
PCSK6	SCT.CPT0075140002_Myofibroblasts	0.03125	CPT0075140002_Myofibroblasts	CPT0075140002	Myofibroblasts	0.03125	Myofibroblasts	C3N-01200-T2
CP	SCT.CPT0075140002_Proximal.tubule	0.7	CPT0075140002_Proximal.tubule	CPT0075140002	Proximal.tubule	0.7	Proximal tubule	C3N-01200-T2
CA9	SCT.CPT0075140002_Proximal.tubule	0	CPT0075140002_Proximal.tubule	CPT0075140002	Proximal.tubule	0	Proximal tubule	C3N-01200-T2
