x_plot	y_plot	text_TF
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	MAFK
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	RUNX2
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	CEBPB
1.5	306.718124061845	JUN
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.5	306.718124061845	NA
1.4811039186471	306.718124061845	NA
1.47195956978963	306.718124061845	NA
1.46464997982904	306.718124061845	NA
1.46325980888461	306.718124061845	NA
1.45748932516638	306.718124061845	NA
1.40927968479411	306.718124061845	NA
1.38654822095368	306.718124061845	NA
1.3445492444703	306.718124061845	NA
1.34284180437399	306.718124061845	NA
1.32130630136697	306.718124061845	NA
1.30201864506564	306.718124061845	NA
1.29184104567422	306.718124061845	NA
1.28760366002428	306.718124061845	NA
1.24504514035133	306.718124061845	NA
1.22343622408288	306.718124061845	NA
1.21887896753522	306.718124061845	NA
1.20822953059322	306.718124061845	NA
1.20594731931266	306.718124061845	NA
1.18190660719931	306.718124061845	NA
1.17643784930963	306.718124061845	NA
1.15533903273113	306.718124061845	NA
1.1385777493636	306.718124061845	NA
1.13362544834944	306.718124061845	NA
1.06067944700536	306.718124061845	NA
1.04678458733283	306.718124061845	NA
1.03409023046241	306.718124061845	ZNF384
1.0306027184057	306.718124061845	NA
1.01855517372453	306.718124061845	EGR1
1.00287349837985	306.718124061845	NA
1.00249240530163	306.718124061845	NA
0.996561744007014	306.718124061845	KLF10
0.971765290760518	306.718124061845	NA
0.9544095540759	306.718124061845	NA
0.953048333686123	306.718124061845	NA
0.94787289531933	306.718124061845	NA
0.935813993064533	306.718124061845	NA
