UMAP_1	UMAP_2	Name_TumorCluster
-2.1758770407611	3.41988793633456	C1
-0.390331691640002	-0.926480376501137	C1
-1.37406081570922	-1.13136717059141	C1
-0.623227781193835	-2.87999805190092	C1
8.05121331797304	2.33581916115755	C2
-3.04804939641295	-3.33583863951688	C1
-1.98563856496154	-3.29110892989164	C1
-0.282592719929797	2.28198317311282	C1
-1.4937571944171	1.35351101181979	C1
0.852424436671155	1.07980606577868	C1
-2.74756473912535	-1.51788743712431	C1
-0.77633184804259	-3.01377042510038	C1
-0.381519025700671	2.74134746811861	C1
-0.683421796696765	2.76328889153475	C1
-0.0109674395495483	-2.08711656310087	C1
-0.951340621846301	-0.439065062780434	C1
-1.68162412061034	-3.22547706343656	C1
-2.79226011647521	-2.19476922728544	C1
-1.15786165608702	3.77178636811251	C1
-1.97568411244689	0.252930706958717	C1
-1.61205810918151	3.62985817215914	C1
-0.425371593373401	-2.53013309218412	C1
0.958756619555371	2.81656066201205	C1
-0.339165395634753	-2.28777273871427	C1
0.240157896143811	-0.800628983755165	C1
0.824741417033093	1.33847788594241	C1
-1.40671820058165	-1.28933712222105	C1
-2.99785560979186	-1.98655160643583	C1
-0.816383069890124	4.14771834633822	C1
-1.23819894208251	2.31413034222598	C1
6.27707009897889	-0.872006261129433	C3
-2.63937420262633	0.317132598380989	C1
-4.10033220662413	-2.90215381361967	C1
-2.84606880559264	-3.49787195899015	C1
-1.96459907903014	-1.7894700405789	C1
-4.01696676625548	-0.894628011961037	C1
-2.65374941243468	-3.85551556326871	C1
-3.39430374516783	0.103797590951866	C1
-1.27706474675475	-3.60633286215787	C1
-3.04569763554869	0.286634779195732	C1
-2.51296038045226	-0.369514190931374	C1
-3.92366070164977	-0.0695587036800919	C1
-2.01090378178893	2.25727120659823	C1
-2.00085062398253	0.464393815617508	C1
-3.70444197072325	-2.40640815474516	C1
-3.37006849660216	-3.72134598471647	C1
-3.23011679066954	-3.16343935706144	C1
-1.257110780614	2.6101916196155	C1
8.31473355875673	1.72265878937716	C2
0.614020162684338	3.5525459410953	C1
-2.33462852849303	-2.20664294936185	C1
-1.4892029227191	-3.4894257424069	C1
1.46848600493135	-0.393238627691322	C1
-1.42785257710753	-1.81136020400053	C1
-3.98132223500548	-0.837247693319374	C1
0.749791794878857	-1.28475960471159	C1
-1.12121123685179	-3.31313713767057	C1
-1.79650611295043	-1.50424631812101	C1
2.4927206872529	0.871666556816048	C1
-3.55505985631285	-2.10287340857511	C1
-2.54112810506163	0.389045140366501	C1
0.515362673861401	0.700871913354343	C1
-1.9679946364337	1.45442358277316	C1
-1.87227911366759	-0.623536431570107	C1
-0.353213018315417	1.18228647730822	C1
-1.51183313741027	-3.03387435652738	C1
2.36937566981973	-0.422309124250465	C1
-3.14406866444884	-2.85622724272733	C1
-0.29402679814635	-1.48576101042753	C1
-0.709726041691882	3.53398505471224	C1
-3.47685236348448	0.723414598624653	C1
0.660010391337293	-1.13558872916227	C1
-2.20138592137633	-3.8865319130612	C1
-1.99608272923766	2.89161602280611	C1
0.851458006960767	-0.583626830358559	C1
0.117746883494275	0.529215282421059	C1
-1.48576492680846	2.87465325615878	C1
-0.999753898518664	-2.19893511511808	C1
-2.67141384496031	0.611797417698393	C1
1.22253631935777	2.18135408185	C1
-3.73418373479186	-2.85298093535429	C1
-1.96863502873717	0.128673202018684	C1
