avg_log2FC.snATAC	avg_log2FC.snRNA	highlight	Gene
-0.31222432837621	-0.189950723736226	FALSE	C9orf72
-0.3058329192627	-0.371093858958877	FALSE	C9orf85
0.997887770349832	0.117123388268401	FALSE	CA5B
0.843146623916438	-0.0316606511884451	FALSE	CALCR
0.31070723798304	-0.360384483432277	FALSE	CALD1
0.346817234056454	0.126213609069983	FALSE	CALU
0.264797630450096	0.114769722723925	FALSE	CAMKK2
-0.255110533729039	-0.141265625383302	FALSE	CAMSAP1
0.316454140661859	-0.0294930960927687	FALSE	CAND1
0.362640440688561	0.184008693368173	FALSE	CAPRIN2
-0.268731371447117	-0.454850505782158	FALSE	CARMIL1
-0.212435681477545	-0.176288736756304	FALSE	CARNMT1
-0.361503819279982	-0.118555254464836	FALSE	CASP6
0.390159774745138	-0.388075709873954	FALSE	CAST
0.496910746367294	0.182909557564742	FALSE	CAV1
0.99031320112688	0.182909557564742	FALSE	CAV1
0.218756626302342	0.0931363649135606	FALSE	CBFA2T2
-0.60596406667384	-0.853328397227047	FALSE	CBR4
0.389444621934719	-0.0914555126523684	FALSE	CBX5
-0.799816922356267	-0.655610244007102	FALSE	CC2D2A
-0.346240588553345	-0.413269973420845	FALSE	CCDC171
0.367570023837005	-0.0190315869143702	FALSE	CCDC92
-1.53413007391183	-0.308525809248922	FALSE	CCL28
0.287354349063832	0.208389266192323	FALSE	CCM2
-0.492569665682342	-0.160725885176272	FALSE	CCND3
-0.284298155085097	-0.100725098690083	FALSE	CCNG1
-0.308625588530256	-0.249243489915994	FALSE	CCNG2
0.329387691784727	-0.616200685666323	FALSE	CCNH
0.404953707192763	0.0146049827277602	FALSE	CCNT1
0.216757582526085	0.00821140218214877	FALSE	CCT3
0.32970971050836	0.578648118409105	FALSE	CD151
0.71175615736441	0.0660584770250179	FALSE	CD63
0.741317492748814	0.0660584770250179	FALSE	CD63
-0.50669970512755	-0.376960090297432	FALSE	CD74
-0.471344147064877	-0.0602276592678814	FALSE	CD81
-0.434597073636419	-0.129230644902258	FALSE	CDADC1
-0.419902733929931	-0.290576065430712	FALSE	CDC14B
0.294322334069548	-0.043308612329813	FALSE	CDC42
-0.458859595435685	0.539265165137565	FALSE	CDH16
-0.684936559472538	-0.146569214613319	FALSE	CDHR2
-0.301854114306905	-0.235580021001038	FALSE	CDK5RAP2
-0.570386358735134	-0.537246118469576	FALSE	CDKL1
-0.382610792551946	-0.191943135172903	FALSE	CDKL2
0.246742569996278	-0.458344322427628	FALSE	CDON
-0.504600513726547	-0.219586184355862	FALSE	CDS1
0.798016841961485	1.01344233151484	FALSE	CEBPB
-0.362367260311356	-0.336846599382111	FALSE	CENPC
-0.263823908684305	-0.248322354638904	FALSE	CEP152
0.405221345630347	0.234460754755524	FALSE	CEP250
0.196878740104756	0.0256020272440126	FALSE	CEP290
0.362176455690776	0.12899888858953	FALSE	CERS5
-0.923997600603408	-0.106987759633224	FALSE	CES2
-0.612750404285467	-0.169778595400596	FALSE	CFAP97
-0.498374176014472	-0.169778595400596	FALSE	CFAP97
-0.505433673809452	-0.260605700264801	FALSE	CFLAR
-0.259358790525407	-0.0446762088510567	FALSE	CGGBP1
0.207455810369783	-0.517746842129169	FALSE	CHCHD3
0.334800720925376	-0.0744058740936518	FALSE	CHD6
-0.354804283239938	-0.160884713004348	FALSE	CHD8
-0.347658171261306	-0.160884713004348	FALSE	CHD8
-0.489722020067306	-1.25890232051817	FALSE	CIT
-1.61970097336196	-1.25890232051817	TRUE	CIT
-0.545312022000447	0.334036366516693	FALSE	CKB
-0.747300091748729	-0.634651075104929	FALSE	CLCN3
0.459970265004965	-0.0915846922362832	FALSE	CLDN4
-0.533660649082578	-0.0683258837548423	FALSE	CLDND1
-0.39600187936952	-0.038494366754441	FALSE	CLSTN1
-0.289245987668538	-0.183012850138508	FALSE	CLTA
-0.584420120057109	-0.604520656498819	FALSE	CNDP2
-0.790952815635489	-0.497442581760074	FALSE	CNKSR3
-0.628571400889926	-0.497442581760074	FALSE	CNKSR3
-0.451189102795678	-0.365382905288028	FALSE	CNTLN
-0.345183451513176	-0.645661505250158	FALSE	COL23A1
-0.78410570888487	-0.417698010815257	FALSE	COL4A4
0.2561671829056	0.00987453855145309	FALSE	COPZ1
0.235033222497669	0.287304565254469	FALSE	COQ8B
0.358031707457882	0.287304565254469	FALSE	COQ8B
0.830994387689015	0.287304565254469	FALSE	COQ8B
0.505969480890524	0.17890270583335	FALSE	CORO1C
0.233149590370209	-0.15423635234454	FALSE	COX20
0.370890927688624	-0.969140813884143	FALSE	CPNE8
0.37999679738705	-0.392967389003623	FALSE	CREB5
0.871605781138653	-0.392967389003623	FALSE	CREB5
0.422538182861711	0.0516339042684986	FALSE	CRK
0.342110077610669	-0.0915231224080659	FALSE	CRY1
-0.913052225734475	-0.321800721656241	FALSE	CRY2
-0.549115008656145	-0.321800721656241	FALSE	CRY2
-0.359115282428209	0.491433793119756	FALSE	CRYAB
0.203731506260171	0.0858403790693376	FALSE	CS
0.354932436779785	0.487699354174253	FALSE	CSAD
0.310766117967892	-0.205186348126611	FALSE	CSNK2A1
0.292619414014951	-0.139439766093974	FALSE	CSRP2
0.59189330090296	-0.0509323564422271	FALSE	CST3
0.315404231899741	0.00645812627215475	FALSE	CTDSP2
0.411496981579923	-0.095627344224877	FALSE	CTNNBL1
0.377261174191722	-0.178868149366826	FALSE	CUL1
-0.471098119470168	-0.257253408270147	FALSE	CXCL14
0.393307304147062	1.26952535950031	FALSE	CXCL2
0.937705940806414	0.0184683000970464	FALSE	CXorf38
-0.481856501162127	0.170167915131254	FALSE	CXXC5
-0.520131123919106	0.170167915131254	FALSE	CXXC5
-0.760405809253393	-0.509288177841495	FALSE	CYP2J2
-0.395095806577737	-0.221402734704983	FALSE	DAAM1
-0.355581133793907	-0.0919601811642625	FALSE	DAD1
-0.407454347775379	-0.364003996624569	FALSE	DCAF5
-0.521481061583603	0.259827582360241	FALSE	DCBLD2
0.535377600015048	-0.201594478987807	FALSE	DCP1B
0.331726807463573	0.278370473735323	FALSE	DCTN2
-0.488870521390922	-0.132199681416508	FALSE	DDHD2
0.407587427358926	0.483894978898031	FALSE	DDX11
-0.343145693463261	-0.291812308422682	FALSE	DDX17
0.340460833387997	0.232005417648106	FALSE	DDX27
1.27299066585565	0.959188756098655	FALSE	DDX3X
1.01343116286722	0.959188756098655	FALSE	DDX3X
0.599163397576973	0.372812621422036	FALSE	DDX51
2.43770365608241	0.239328080150402	FALSE	DDX54
-0.486096296473153	-0.402277618472428	FALSE	DDX58
-0.326698140845038	0.189711990642707	FALSE	DEAF1
0.286355586280588	0.00938875773659081	FALSE	DHFR
0.273760106670391	-0.195771355536932	FALSE	DHRS3
0.30549259451926	-0.143798061675894	FALSE	DHX29
0.26043334345326	-0.119515398851048	FALSE	DHX35
-0.327623526094636	-0.964565804745997	FALSE	DIAPH1
-1.54792144977677	-0.964565804745997	FALSE	DIAPH1
-0.376916119143116	-0.418478443262472	FALSE	DICER1
0.348823941694545	-0.172711251575089	FALSE	DIDO1
-0.383333459492791	-0.220958020378682	FALSE	DIP2C
-0.785780247318487	-0.186170707427391	FALSE	DIRAS2
0.273173475942089	-0.104639994929395	FALSE	DLD
1.65361492391598	0.908674021238036	FALSE	DLG5
0.354325379361345	0.187732266487086	FALSE	DLGAP4
-0.676453711323134	-0.495090897700555	FALSE	DMGDH
-0.391946739953529	-0.0900355496534222	FALSE	DMXL2
0.522376148505247	0.0521976136419153	FALSE	DNAAF5
0.288080477934867	-0.0864845951406237	FALSE	DNAJC21
0.339582215065477	0.249810631970146	FALSE	DNAJC5
0.292819337187253	0.0213348936831075	FALSE	DNM1L
-0.370914361326191	-0.996707401886577	FALSE	DOC2A
0.256577458174543	0.668326062696106	FALSE	DOCK4
-0.613415765749466	-0.321068474551545	FALSE	DPP4
-0.268197288432777	-0.438223866334982	FALSE	DPYSL2
-0.683331046041981	-1.33773849367881	FALSE	DRAIC
0.364557221737234	-0.140083792603335	FALSE	DRAM1
-0.284395201609238	-0.174772462170722	FALSE	DRG1
-0.485130299450585	-0.20540118891825	FALSE	DSG2
-0.300615985752998	0.737162527700971	FALSE	DST
0.429665855829166	-0.24100717815092	FALSE	DSTN
0.505553080475322	0.491288164238034	FALSE	DUSP6
0.387029394007668	0.491288164238034	FALSE	DUSP6
-0.449546158251411	0.0534059085723266	FALSE	DYNC1H1
0.308086275235192	-0.0230071904625546	FALSE	DZANK1
-0.552376709140858	-0.0518393868824137	FALSE	DZIP1L
0.355420001518744	-0.0165524087829948	FALSE	EEA1
-0.26997015954089	-0.230370070188248	FALSE	EEF2K
-0.32565397721843	-0.245912709314956	FALSE	EFCAB11
0.238714092730464	-0.47044588475254	FALSE	EFCAB2
0.288798287963533	-0.369532397674037	FALSE	EGFR
-0.468803555401407	-0.806218533386166	FALSE	EGLN3
0.215271335933346	2.81241571655683	FALSE	EGR1
0.878550183796722	-0.140284377680234	FALSE	EIF1AX
0.466119600756591	0.13185827950066	FALSE	EIF2B1
0.29186097104437	0.0312735564807237	FALSE	EIF2S2
0.898167646800877	0.144281522005788	FALSE	EIF2S3
-0.28643377934628	0.0753699422075322	FALSE	EIF3D
0.373272443842462	-0.0881877860864697	FALSE	EIF4B
0.356701900375849	-0.0461496219587438	FALSE	EIF4H
-0.348492141622796	-0.144980583445896	FALSE	EIF5
-0.891382579392226	-0.181877901057498	FALSE	EIPR1
-0.662740658398551	0.356338362856003	FALSE	ELMO3
-0.610265250303504	-0.0662843927244082	FALSE	EMX1
-0.755840625312883	-0.0662843927244082	FALSE	EMX1
-0.773987357820292	-0.689178137262459	FALSE	EMX2OS
0.458818481292044	0.280480070330386	FALSE	ENAH
0.311677358340498	0.259193570802578	FALSE	ENGASE
0.425790990434841	-0.129116344163154	FALSE	ENKUR
0.226198128377928	0.777330573600959	FALSE	ENO1
0.83965687505422	2.0459536804656	FALSE	ENO2
-0.41163497768203	-0.764812437278898	FALSE	ENPEP
-0.366776401081249	0.039301323006621	FALSE	ENTPD4
-0.321329091115691	-0.227019521015603	FALSE	ENTPD5
0.369375788478652	0.779750763463012	FALSE	ENTPD6
0.304584044978703	0.193337604974909	FALSE	EP400
-0.806301982059793	-1.09392200411395	FALSE	EPB41L3
-1.04177582285067	-1.16782103195896	TRUE	EPB41L4A
-0.458465016566527	-0.573685944294639	FALSE	EPHX2
0.23196622736139	-0.648497183021819	FALSE	EPS8
-1.20810810307012	0.870041115922778	FALSE	EPS8L2
-0.595232891195685	0.870041115922778	FALSE	EPS8L2
-0.225604219839366	-0.114583985761483	FALSE	ERCC4
-0.36128526095434	-0.320151117781958	FALSE	ERGIC1
0.324899250764267	0.304108362329968	FALSE	ERGIC3
-0.256423040203058	-0.0630536519966544	FALSE	ERI1
-0.233280369403721	-0.35178725149987	FALSE	ERP44
-0.604919845143054	-0.141332750063336	FALSE	ESPN
0.225694887859592	0.226836296088922	FALSE	ESYT2
0.461907173462502	0.41794439689748	FALSE	ETV1
-0.497513795570365	-0.668410279143224	FALSE	EVA1C
-0.627119403822443	-0.668410279143224	FALSE	EVA1C
-0.252461973137311	-0.294001765478014	FALSE	FAF2
2.04827538364918	0.0324246446463832	FALSE	FAH
-0.341966825439316	-0.108851603266424	FALSE	FAM102B
-0.245278136965106	0.167004633377974	FALSE	FAM118A
-1.01146428869841	-0.414167869849946	FALSE	FAM13A
-0.846818070060202	-1.11321897437291	FALSE	FAM160A1
-0.407437094456678	-0.299335232510773	FALSE	FAM177A1
-0.316965319385048	-0.125724424138864	FALSE	FAM219A
0.452178391170179	0.0212335039831985	FALSE	FAM3C
0.243656738633938	-0.0389305971948756	FALSE	FAR1
0.259212447848946	0.505975395284284	FALSE	FASTK
0.249978190476338	-0.203124175213999	FALSE	FBXL13
-0.648385615200174	-0.335638160045249	FALSE	FBXO16
-0.385228511774305	-0.153819480570576	FALSE	FBXO25
-0.360001781380372	-0.22134593570265	FALSE	FBXO3
-0.353760354059082	-0.104074423949441	FALSE	FBXO33
-0.374564648262324	-0.497367342385217	FALSE	FBXO34
-0.273236044626178	-0.28255519221419	FALSE	FBXO9
-0.464885136290873	-0.664588833427962	FALSE	FBXW7
-0.322779913670272	-0.164381189873321	FALSE	FDFT1
-0.423437120382868	-0.276992754965623	FALSE	FERMT2
0.294452212921617	0.0197947888136877	FALSE	FGD6
-0.522997467993022	-0.879533398319256	FALSE	FGFR2
-0.730686764371154	0.147986908183148	FALSE	FGFR4
0.653174826576464	-0.0100364559324346	FALSE	FIGNL2
-0.351663914610861	-0.0591114245922149	FALSE	FKBP3
0.185420830550147	0.199459656175446	FALSE	FLOT1
0.379808338342976	0.159984356606763	FALSE	FNDC3B
-0.772431081776325	-0.69470285217128	FALSE	FNIP2
-0.8470452093586	-1.42676642685131	FALSE	FOXP2
-0.520563990024004	-0.191479162456517	FALSE	FRG1-DT
-1.26973302677439	-1.76788934203664	TRUE	FRMD3
-0.877372662172454	-1.76788934203664	FALSE	FRMD3
0.697458794318508	0.440017501799756	FALSE	FRMD5
0.25809695728706	1.75841446057495	FALSE	FTH1
-0.33313985695699	0.00964804899224481	FALSE	FXYD2
0.252097219401952	-0.129377857892709	FALSE	GABARAPL1
0.44793341028007	1.10440313568334	FALSE	GABBR1
-0.606341311632273	-0.155355014371538	FALSE	GAL3ST1
-0.476094567812193	-0.327384025264885	FALSE	GALM
-0.402758328968487	-1.06964048569247	FALSE	GALNT14
0.664423556662996	1.20584752636307	FALSE	GAPDH
-0.26307937499464	-1.47979097091407	FALSE	GAREM1
-0.386168409862526	-0.270921573607891	FALSE	GARNL3
-0.772679651702548	-0.158301233742318	FALSE	GATB
-0.819039923725934	-1.63317340136914	FALSE	GATM
-0.644785784307888	-1.63317340136914	FALSE	GATM
-0.320867576903163	-0.0621865004135941	FALSE	GBA2
-0.329610239843061	-0.458324005037753	FALSE	GCLM
0.366576201112941	0.255936857992457	FALSE	GDF15
0.857568534902486	0.0394911822366228	FALSE	GEMIN8
2.8699921361901	0.413796124255406	FALSE	GFPT2
0.489020600914256	0.413796124255406	FALSE	GFPT2
0.197926856152238	-0.379247214512097	FALSE	GLCCI1
-0.373723353413316	-1.01866991355038	FALSE	GLIS3
-1.0861661304594	-0.396297971695383	FALSE	GLYATL1
0.302344228524793	-0.0702196528824917	FALSE	GNAI1
-0.330343862802524	-0.482582519822405	FALSE	GNAQ
0.398914349429573	0.118925346688493	FALSE	GNB2
-0.334405577569586	-0.0567517429749277	FALSE	GNE
0.250023246015922	-0.00176609885468171	FALSE	GNPTAB
0.368522325716253	-0.0966469411175427	FALSE	GON4L
-1.22949164000498	-0.173642010599534	FALSE	GPAT3
0.343753407582924	0.0844563042586981	FALSE	GPBP1
0.421563736639935	0.341158556105016	FALSE	GPCPD1
-0.299270684896601	-0.827749794131521	FALSE	GPHN
2.23745854405656	0.387278998572377	FALSE	GPRC5A
-0.520012112775912	-0.428544374132018	FALSE	GPX3
-0.370585231999358	-0.698768692264288	FALSE	GRAMD2B
-0.674009944975547	-0.0435789448526836	FALSE	GRB7
-0.684040781726245	0.477521310254513	FALSE	GSDMD
-0.389925545596974	0.476395904056822	FALSE	GSE1
-0.294148132649467	-0.0633063001788769	FALSE	GSR
0.321473155259274	0.142780795512664	FALSE	GSS
-0.298649934250233	-0.157477298186522	FALSE	GTF2A1
-0.366136972233291	-0.288015956008523	FALSE	GTF2E2
0.303144682640353	0.263996692989091	FALSE	GTPBP6
-0.485611409922162	-0.223151438108023	FALSE	GUCY1B1
0.402574948507692	-0.203942456952654	FALSE	GXYLT1
-0.311837658851051	-0.0978352436518177	FALSE	HAAO
-0.296856937728756	-0.0424122584330168	FALSE	HAUS6
-0.70768731027948	-1.06878341208157	FALSE	HAVCR1
0.420098432132651	-0.157317501340123	FALSE	HBP1
0.281218064395131	-0.150379018051362	FALSE	HCFC2
0.491102471236745	0.344757410540549	FALSE	HDAC7
0.463116120162929	0.344757410540549	FALSE	HDAC7
0.223995277348529	-0.0869324355329934	FALSE	HDGF
-0.364043347321362	-0.222284940888047	FALSE	HDHD3
-0.397917063880753	-0.0558186144328413	FALSE	HDHD5
0.287566933175593	-0.0908423219278747	FALSE	HIF1AN
-0.313498368710144	-0.156163669988157	FALSE	HINT1
0.228600509662319	0.100847451696074	FALSE	HIP1
-0.561263022912263	-0.0982588532057836	FALSE	HIRA
0.235693151701722	-0.396028389062197	FALSE	HIVEP1
-0.554945909667051	-0.176429077787475	FALSE	HLA-F
-0.532793232065812	-0.233710859090711	FALSE	HLF
0.426479616500884	0.314985224364132	FALSE	HM13
-0.413680561250088	-0.0931733027196742	FALSE	HMOX1
0.201622866229972	0.605721127588371	FALSE	HNRNPA2B1
-0.421198312260909	-0.539095668202945	FALSE	HNRNPC
0.297894770358291	0.0437211558616126	FALSE	HNRNPL
-0.462729688033952	-0.669898075270242	FALSE	HPN
-1.16354509737895	-0.309179906012254	FALSE	HRH2
-0.332326969438151	-0.761206094694912	FALSE	HSDL2
-0.35370905418294	0.0784885294619587	FALSE	HSP90AA1
0.334169543039211	0.528838806993972	FALSE	HSP90B1
0.232723207128939	-0.105535168902106	FALSE	ICE1
0.500196159660814	1.12120559059134	FALSE	IER3
-0.304301676196626	-0.179162267199907	FALSE	IFIH1
0.258438490767156	-0.00780390136579662	FALSE	IFRD1
0.297758409577557	-0.0294469766088885	FALSE	IFT52
0.358795947225851	-0.195552593228547	FALSE	IFT81
0.516612801188826	0.0424729596816672	FALSE	IKBIP
-0.791169935715926	-0.446046145626517	FALSE	IKZF2
-0.234147728718906	-0.0190460262331188	FALSE	IL17RA
-0.521414410612188	0.0205405337344333	FALSE	IL32
0.36972874618864	-0.168998329007682	FALSE	IL6ST
-0.553958213641127	-0.364720161901407	FALSE	IL7
0.312811202972842	0.254073959372415	FALSE	ILKAP
0.312688818540358	0.218435906210824	FALSE	IMPDH1
0.308639062217179	-0.0756337321148286	FALSE	ING4
-0.253152944799871	-0.164916390132195	FALSE	INIP
0.361549712954329	0.156195805398917	FALSE	INPP5K
0.320002449691805	0.687542611482787	FALSE	INTS1
-0.296084506740294	-0.297355764673593	FALSE	INTS10
0.322335076173578	-0.03972372302076	FALSE	INTS13
-0.322726212050988	-0.235750058727378	FALSE	INTS9
0.323145185637178	-0.213677269327462	FALSE	IPO11
0.645116695449725	0.0232302786572867	FALSE	IQSEC2
0.462582796670161	-0.331942301332114	FALSE	IQUB
-0.629705077182805	-0.257064329193829	FALSE	IRF2
-0.255171204875327	-0.133055498974662	FALSE	IRX3
0.407340147510507	0.0429818157114431	FALSE	ITGA2
-0.869302784523663	-0.43285188268907	FALSE	ITGA6
0.267072583295736	-0.791431030993305	FALSE	ITGB8
0.383869722325145	0.614127514266957	FALSE	ITPR2
-0.320181878252333	0.13679934439391	FALSE	JADE2
0.351790068940498	0.248826293367966	FALSE	JAG1
1.52746390141542	0.741114042259157	FALSE	JAK3
-0.272651476474057	-0.24972172022438	FALSE	JPT2
0.215929734995118	0.806973691982691	FALSE	JUN
-0.441880736430598	-1.27463164411083	FALSE	KANK1
0.215389899910424	0.0897114294358465	FALSE	KANSL2
0.203088096921114	-0.0600435682573734	FALSE	KBTBD2
-1.34555020936883	-0.539396943377199	FALSE	KCNJ15
-0.942424571677296	-1.14773220656407	FALSE	KCNJ16
0.40633104823039	-0.127142642494679	FALSE	KCNK1
-0.539124458423808	-0.0627302274743074	FALSE	KCNK3
-0.513915929752233	-0.22447930010742	FALSE	KCNK5
-0.297213751351893	-0.311050676059695	FALSE	KCTD9
-0.352989924287526	-0.332586535422656	FALSE	KDM4C
0.97476308585828	0.458545582065946	FALSE	KDM6A
-0.460359703725	-0.550173900134989	FALSE	KHDRBS3
-0.311284863588662	-1.16834632169972	FALSE	KIAA0825
-0.69609510103191	-0.157971729510601	FALSE	KIF12
-0.684577845985389	-0.157971729510601	FALSE	KIF12
0.456888249224028	-0.386010005432352	FALSE	KIF21A
0.344098244056829	-0.0135578204615273	FALSE	KIF2A
-0.727454876337244	-0.138175095977837	FALSE	KIFC3
0.292340182364906	-0.145658845898811	FALSE	KIZ
0.191489606153536	-0.129968311878836	FALSE	KLF13
-0.41663871058344	-0.146712040804245	FALSE	KLF15
0.234980741533442	0.0193623962084937	FALSE	KLHDC10
-0.366774065823204	-0.19259259461779	FALSE	KLHL28
-0.794277616409161	-0.576678712160111	FALSE	KLHL32
0.378758777633017	-0.0180949804632674	FALSE	KMT2D
0.253269631458913	-0.0229583664189081	FALSE	KMT2E
0.269633874775809	-0.145188154792068	FALSE	KRAS
0.333307287290773	0.455754592791877	FALSE	KRBA1
0.34985351777045	0.455754592791877	FALSE	KRBA1
-0.461879422948909	-0.221982268624958	FALSE	KREMEN1
0.305807876214229	-0.242004961368467	FALSE	KRIT1
0.357106041103733	0.0423619954997677	FALSE	KRR1
0.322889539697014	1.03667396354135	FALSE	KRT8
0.50143634331518	1.03667396354135	FALSE	KRT8
-0.436045748196448	-0.407888308806629	FALSE	L2HGDH
-0.384519075832021	-0.179706011197361	FALSE	L3HYPDH
0.191804753781693	0.115890121560906	FALSE	LAMTOR4
0.241907868746786	-0.162968031200068	FALSE	LANCL2
-0.243374971235364	0.616072737017539	FALSE	LDHA
0.562848394593965	0.164178508914	FALSE	LHFPL2
1.96938824552796	-0.568658265956983	FALSE	LINC00887
