UMAP_1	UMAP_2	Name_TumorCluster
-2.4995389643367	0.434551286636647	C1
-4.39784962565262	0.068157720505055	C1
1.15437930195968	-0.386933159888927	C1
-2.76544529826004	-0.61796636587495	C1
4.82175272076767	-0.724187684119884	C2
-2.29728276163895	1.06720619195586	C1
1.74582963555496	0.984373378692921	C1
-3.63144881159623	-1.74383527121061	C1
5.89812868207138	-0.649278354705516	C2
1.50111686556976	-0.00765485769623897	C1
-3.56052214533646	3.15050821298247	C1
0.745648437434841	0.537929582535084	C1
1.07539337247055	-0.936752212108318	C1
-3.61193329722245	-0.318680119575206	C1
1.97588237493675	2.19266800874358	C1
-0.840456551616978	2.62065916055327	C1
1.93379443257492	2.21245079034453	C1
2.84203898280304	-1.38074339634294	C1
-3.70173985392411	0.897925901352223	C1
1.66150920956771	1.62959008210784	C1
3.03833120434921	1.82105140679961	C1
-2.02006298930008	3.57726268762236	C1
-3.90381438166459	1.82514362329131	C1
-2.65050131708939	3.39644699090606	C1
-4.20426661402542	-0.0463895321499743	C1
-0.0821743670161479	1.77813439363128	C1
2.4699647661988	-1.51360396748895	C1
-4.56703669459183	1.29141597741729	C1
2.85497032969635	-0.780440640510265	C1
1.61967312663238	-1.92840381419772	C1
-1.79624564081986	-0.340775561393444	C1
-2.78787667185624	3.5612209319461	C1
-3.14451891810257	-0.269234848083202	C1
1.08137279122512	-4.07293386465425	Minor cluster (<50 cells)
1.16355448334854	1.19035058015471	C1
1.8158547815625	0.180498647629078	C1
-1.05768305689652	-0.634135079444591	C1
-2.83573014170487	2.31940631860381	C1
-2.10494763285477	3.43488197320586	C1
2.04451086490791	1.94170312875396	C1
-3.04878050715287	2.3385303496707	C1
-4.18716580302079	-1.59320254331941	C1
2.44417220472734	-0.429981422485057	C1
-0.280358141964268	-0.316133213103954	C1
-1.9864249888118	-0.905586731494609	C1
-3.71075064570267	-0.564319443763439	C1
1.17626040547531	-1.33825243717546	C1
-3.86333662897904	-0.145015072883312	C1
-2.79831511408646	2.90574626916533	C1
-2.97841221720536	3.53624181741362	C1
1.05325883000534	-1.15927083498353	C1
1.16586118310134	-2.51029617792482	C1
-2.05536610514481	0.802184152542408	C1
2.17403935759704	0.710518884598073	C1
