UMAP_1	UMAP_2	cnv_cat_simple	Text_TumorCluster
0.0813836055465895	1.28889035089295	neutral	C1
-2.27578888361967	1.00684498651307	neutral	C1
2.98436786705935	1.84053086145203	neutral	C2
1.98434819752657	1.69492148263734	neutral	C3
2.29523958737337	2.28210591180604	neutral	C3
-4.17622194712675	1.4016280065326	neutral	C1
-0.726113895826701	-0.403865109846185	neutral	C1
-3.36766252940214	1.69153307779114	neutral	C1
-0.980341057234172	0.314542759492805	neutral	C1
-0.149188618116741	0.211503017976691	neutral	C1
-0.916422943525676	2.57878874643128	neutral	C1
-2.51973543589628	1.89180754525941	neutral	C1
-3.14447603648222	1.69625853402894	neutral	C1
1.12849607045137	-2.65842212335784	neutral	C1
2.52772011334383	2.19778775079529	neutral	C3
-2.76640186732328	-0.0562324632855158	neutral	C1
-3.7979289097122	1.96925829751771	neutral	C1
-2.77590856974638	1.58441590173524	neutral	C1
2.41094102436983	-0.195662986204217	neutral	C2
-2.98759756510771	2.68406151635926	neutral	C1
-0.686175922804241	1.366439808443	neutral	C1
-1.72041855280912	0.0328326116351385	neutral	C1
-2.44318352168119	1.98907326562684	neutral	C1
-2.64562616770781	-0.63897110120971	neutral	C1
1.92395820195162	-1.70166684286315	neutral	C2
-3.49869594996489	2.43140267236512	neutral	C1
-3.05788336222685	0.299622047975471	neutral	C1
-3.33283482020414	1.85937069757264	neutral	C1
-2.93306837504423	-0.0249762644024591	neutral	C1
2.60871233517611	-1.10746623174865	neutral	C2
3.54436864430391	-0.527561913892816	neutral	C2
2.81510378891909	0.0479543100146551	neutral	C2
-1.850927929335	2.27388857705872	neutral	C1
3.1724935966202	-0.520273219511102	neutral	C2
0.5480343299576	-0.685074578687737	neutral	C2
-2.29242191737211	1.86650084359925	neutral	C1
0.206257958955403	-1.49441052572448	neutral	C3
1.95033206517183	2.75714205606263	neutral	C1
2.62747206265413	2.42028378351014	neutral	C3
-4.02834330027616	1.12347267968934	gain	C1
1.74213113362276	-2.72637022630889	gain	C2
-2.55463610117948	-0.803962241575311	gain	C1
-3.02791796153105	2.15570591790955	gain	C1
-1.68794022028959	1.82580899102967	gain	C1
2.50996996933901	-0.929538976118157	gain	C2
-1.97011576121366	2.51780032022278	gain	C1
-3.52174578135527	1.13828514917176	gain	C1
1.99750079686129	0.131758917406013	gain	C2
1.92524423176729	0.573999394014289	gain	C2
3.5414430695244	-0.349803935453485	gain	C2
0.369143386430379	1.57162188394349	gain	C1
2.40012671524965	-3.33864770428855	gain	C2
-0.752126793318157	2.47111033304017	gain	C1
-3.72678909724272	1.9959301839618	gain	C1
-3.74305687373197	2.20246218545716	gain	C1
-3.43041477625883	0.219139088228156	gain	C1
1.30759110028231	-2.95594121114929	gain	C2
2.85684015328371	2.85110949380677	gain	C1
1.50557984883272	-3.57890134648998	gain	C2
2.58774473244631	-0.0922875513287287	gain	C2
-0.863050083570842	-1.23899222509582	gain	C1
-2.16800318186796	1.8139610181598	gain	C1
-2.12738810008085	1.5669841657428	gain	C1
-1.59230003779447	1.68968819482606	gain	C1
2.85044683987581	0.225077856614997	gain	C2
-0.705350975447063	1.95082615716737	gain	C1
2.73772396618807	2.36365221841614	gain	C2
2.67363705212557	-1.12913895742614	gain	C2
-3.21105442469633	-0.28977562086303	gain	C1
2.69357826287233	-3.46745664970596	gain	C2
3.11693622643435	-2.62880409853179	gain	C2
3.29268397862398	-2.54199136392791	gain	C2
-0.501450161390666	2.11579798562806	gain	C1
2.19729616219484	-3.23053188221175	gain	C2
3.19929446751558	-0.347227107450555	gain	C2
-3.5910836262039	1.09900854928773	gain	C1
-1.6909576458267	0.703963268831183	gain	C1
2.88667621190035	-2.21067918436248	gain	C2
0.972471614427205	-1.55832625524719	gain	C2
1.76520576054537	-0.585224400922845	gain	C2
-3.9720068973831	1.39616488321107	gain	C1
1.17030920559847	0.0902778993396063	gain	C2
3.42531557852709	-0.772779714033196	gain	C2
1.96326603466951	-0.472009669706414	gain	C2
-3.58681497996366	-0.238938580915521	gain	C1
-0.160617451124553	1.71083020074647	gain	C1
2.04183139378511	-3.43938524620254	gain	C2
-2.77295265620268	2.2991037259845	gain	C1
2.69363917881929	-2.87879962818343	gain	C2
-2.06985912745512	2.93727635247987	gain	C1
1.9767612415024	-3.67249241070468	gain	C2
2.5533027845093	-0.848197709486077	gain	C2
2.92822231823885	-1.38697911398132	gain	C2
2.58864917332613	-0.582521211072991	gain	C2
2.98020340973818	-0.691499720975945	gain	C2
-3.64194164698637	1.65827893121522	gain	C1
-2.04218159144438	2.02473496301453	gain	C1
2.93990184838259	-0.329236756727288	gain	C2
1.41262950474703	0.466271389558722	gain	C2
-3.91751633112944	1.64634560449403	gain	C1
-1.16192255442656	-0.733848105833123	gain	C1
-1.70091925089872	2.19728278024476	gain	C1
-3.10809288447416	2.87622403009217	gain	C1
2.2992435889908	-0.717358600065301	gain	C2
2.2516019540497	-0.291435491010736	gain	C2
3.49399622256243	-1.68091059820373	gain	C2
2.71875967556917	-1.70146847860534	gain	C2
-3.27866135066069	1.31751822335999	gain	C1
-0.767641643934612	-1.09237528936584	gain	C1
1.79579796368563	-3.45142311947067	gain	C2
2.38458742672884	-1.68683243887145	gain	C2
-3.48068390315092	0.341622818544318	gain	C1
-0.251842121534709	1.25173472268861	gain	C1
-3.23294697230375	2.20128725869935	gain	C1
-3.65507755702055	0.670845497682502	gain	C1
1.35862149769747	-0.190716039106439	gain	C2
3.27722187811815	-1.83122159139831	gain	C2
-1.19767628138578	2.61696146829407	gain	C1
2.27510501915896	-0.227443467542718	gain	C2
2.39831401879274	2.85547827585023	gain	C1
-0.367387871199016	-1.25352884428222	gain	C1
-1.1859847111038	2.20202015741151	gain	C1
0.939237495011922	0.387756336763312	gain	C2
-2.85127745097197	1.41830443246644	gain	C1
2.65015830571138	-1.44143654005248	gain	C2
-2.89773045008696	2.54712199075501	gain	C1
-0.771837810926799	0.0574447999743719	gain	C1
2.27389552170717	0.26814936502259	gain	C2
-0.792209724836711	1.53255223138612	gain	C1
3.2967999177643	-2.69832266466338	gain	C2
-1.18585071986235	1.70193766458314	gain	C1
2.12544216687166	0.0481610189227362	gain	C2
-2.07273636286772	1.57118891580384	gain	C1
-2.11423550074614	-0.529416333601068	gain	C2
0.20627464825594	1.11805390222352	gain	C1
-3.68740950053251	0.352566708162238	gain	C1
2.08480586583101	-0.622204791471551	gain	C2
-1.32102451746977	1.86609505517762	gain	C1
-3.37178812449491	0.980810154512336	gain	C1
2.67615820939028	-2.42286122934539	gain	C2
2.50197293335878	2.54425381524842	gain	C1
-1.81239233439482	0.835503090455939	gain	C1
2.67578997189486	-0.402822743818353	gain	C2
-1.33238945429838	-2.24396384851653	gain	C3
-3.384459595137	-0.217591296598504	gain	C1
3.14679565007174	-1.09518028394897	gain	C2
-3.8721157116226	1.30524777276795	gain	C1
3.11675282294237	-2.88602454559524	gain	C2
-0.809746365003948	-2.02862704889495	gain	C3
1.44255604321444	-3.34985445038993	gain	C2
-0.497604946546916	-1.85482860700805	gain	C3
1.85484637791597	-2.4120949615689	gain	C2
-3.13176689570463	0.0190343747882147	gain	C1
-3.29776726191557	2.44713496072571	gain	C1
-1.50924120371855	1.56110190255921	gain	C1
2.61312903935396	2.78217600686829	gain	C1
-1.19188080256498	-2.27351499693115	gain	C3
1.47006191784823	-0.145914803907464	gain	C2
2.58492042595827	0.35771178109925	gain	C2
-3.10908375208891	1.49771641595643	gain	C1
2.03466357762301	2.59993695123475	gain	C1
-0.148605446272258	1.51021670205872	gain	C1
-3.14538822596586	2.22059964044373	gain	C1
-1.54299269145048	0.421037663057258	gain	C1
-2.16259155695951	0.640515316560676	gain	C1
3.265407343454	-0.967098485395501	gain	C2
-0.42112694209135	-2.77956588165481	gain	C2
3.46630563313448	-1.23108912603576	gain	C2
2.36363389069521	-3.55912139610965	gain	C2
-1.2829290432266	-1.59141160146911	gain	C1
3.04823448235476	-2.57792044775207	gain	C2
1.03657497937166	-3.2957682122441	gain	C2
3.10492249304735	-1.96548689501006	gain	C2
-1.94859991496122	1.08801077707093	gain	C1
-2.83354483073271	-0.605389367506097	gain	C1
3.34501578385317	-2.34614719049651	gain	C2
-2.31868181651152	-0.483047734663079	gain	C2
-0.737942795210246	2.11633156640809	gain	C1
1.56327857548678	-2.91925920145232	gain	C2
2.13486673409426	0.309208859041144	gain	C2
-1.08328113978422	1.64010285241883	gain	C1
-0.36661730235136	-1.57940841810424	gain	C3
-3.66626034205473	1.69117926461976	gain	C1
