UMAP_1	UMAP_2	Name_TumorCluster
4.09824449848523	1.16506014530424	C1
-12.8267008559764	2.29642349247698	C4
-3.49043255019794	-1.31756688888308	C2
3.92110664677014	0.80329940979246	C1
2.61125643085828	4.03406141464476	C1
5.09936554264416	3.81254730884794	C1
-1.38904773164401	-2.35577275092836	C2
-1.96209615934501	-1.75511147315737	C2
-12.8040892379344	1.64202485744718	C2
6.0239051086842	2.20113313709263	C1
-11.9530169265331	1.38001940910581	C4
-5.36210482288013	-7.53573109443422	C3
5.11988670658459	-1.36864592368837	C1
-0.651003410106995	-0.135842817380391	C1
-5.04371254611621	-9.76207043464419	C3
6.00105316471448	3.16508708660368	C1
-12.4464642303051	1.75833622877363	C4
2.70698911976208	-1.08898808295961	C1
0.899628709071777	1.93089253966574	C1
5.48152143787732	-0.514248149945699	C1
-11.4465662734569	1.21949349109892	C4
-1.86779945064197	-0.454403656079732	C2
-12.4261242644847	0.988154632494487	C4
-5.05040471721301	-9.05752636726137	C3
2.82049829792371	1.62543128196958	C1
5.53464491199841	1.27197442714933	C1
-2.94272141624103	-1.04374553497072	C2
-5.07421868014941	-8.86648537452456	C3
2.79563457798352	3.23770539228681	C1
-5.67765038180957	-7.66918255622622	C3
3.40903312992444	1.43392936651472	C1
0.774569819682739	-1.37882949645754	C1
2.9186280472218	2.55393536154989	C1
-13.4994398849071	0.829676610872783	C1
3.14924843143811	-0.292581813886128	C1
5.7794621689259	3.51181934540037	C1
-13.5509545104564	0.934829337046184	C4
-2.42325588036189	-1.62510134513613	C2
-12.9136273162426	1.79227669303183	C4
2.18794567417493	3.66762552921537	C1
-2.49653526116023	-1.83971573646303	C2
-1.74278329778323	-2.37555481727358	C2
5.3301795227467	3.54157744114164	C1
-3.23189966846118	-0.764400260999166	C2
2.29529220890393	0.886288148806132	C1
2.67454082798352	-1.88479401405092	C1
-3.05340557265888	-0.641046064450704	C2
-5.86966769862781	2.89586518471006	C5
-5.44804327655444	-9.15215660865542	C3
1.38235528301587	2.76071052019361	C1
6.01438171696057	-0.441760080411397	C1
-2.65676169562946	-1.70453335578676	C2
-5.94406693149219	3.23564253513578	C5
2.85875160526623	0.49220321838621	C1
0.531833956950805	-0.452119606091939	C1
4.73708469700208	-1.46021224792238	C1
2.62707550358166	-1.44083620841738	C1
4.10562784504285	3.26544736091856	C1
-5.03174798656116	-9.5013292008185	C3
6.21170265507092	3.71587513153318	C1
3.68276293110242	3.82452843849424	C1
2.55140573810925	1.90871466462377	C1
2.10394556354871	-2.09601332481142	C1
6.33193237614026	-0.247056263043843	C1
2.5523851616322	2.98380158607725	C1
2.41363127064099	-1.97994591529604	C1
2.96270925831189	3.27947066490415	C1
-1.78485288191448	-2.60950781638857	C2
4.13551790546765	2.4658191776729	C1
-2.54954730439792	-0.594563978269063	C2
2.60608751606335	-0.69349743659731	C1
5.17296058964124	3.1376175708032	C1
-1.50690208840976	-1.0480764084601	C2
3.1741121513783	-0.0607106858038531	C1
5.16897184681287	3.18697850172285	C1
0.689274619334838	-1.02233459289309	C1
2.83898193668713	1.29564480249647	C1
3.91959459614148	2.24056398262147	C1
3.37873203586926	2.88699404661421	C1
3.91073734592786	-0.861408012464009	C1
0.3796933395802	-1.04977990920778	C1
4.51021129917493	4.20941637222532	C1
3.95848018955579	4.78003404800657	C1
-0.118383337742188	-0.842169302060567	C1
4.92576439213147	-1.52533890540835	C1
-5.00366203952441	-9.53247048194643	C3
3.93543178867688	3.13042180006269	C1
-4.81933682132373	-9.42069031532045	C3
3.54970962833752	3.40173731510404	C1
